ENGLISH,KOREAN
All the children are safe?,아이들은 다 안전해?
"Yep, but we're runnin' out of places to send 'em...","응, 하지만 이제 보낼 곳이 없어져 가고 있어..."
And what of our partners in the other cities?,다른 도시의 우리 협력자들은 어때?
Not a peep. Wouldn't get my hopes up.,코빼기도 보이지 않아. 기대하면 안될 것 같아.
"We have defeated so many of them, and freed so many children... and I am no closer to my Alex.\! The Empire takes them to the detention camps faster than we can move.\! We cannot keep this up forever...",우리가 그렇게 많이 무찌르고 그리 많은 아이들을 해방시켰는데... 아직도 알렉스에게는 조금도 다가가지 못했어. \! 제국이 우리보다 훨씬 빠르게 아이들을 수용소로 데려가고 있으니까.\! 영원히 이렇게 계속할 순 없어...
I take it you all feel the same?,너희도 모두 같은 생각이지?
I'll keep swingin' my sword and killin' Imperials until my strength gives out.\! Big picture be damned.,난 내 힘이 모두 다할 때까지 칼을 휘둘러 제국군을 죽일 거야. \! 큰 그림은 망할.
Our men are pretty exhausted...,우리 병사들은 지쳤어...
"This is the fourth home we've made for ourselves.\! They will eventually come here as well, and we will have to find a fifth.","여긴 벌써 우리가 네 번째로 피신한 곳이야. \! 저들은 여기에도 올 거고, 그럼 우린 다섯 번째 피신처를 찾아야 겠지."
It is time we finally pursued the prophecy as we should have long ago.\! Gods forgive me for my lack of faith...,오래 전에 했어야 할 예언의 추구를 이제 정말 해야만 할 것 같아. \! 신들이시여 제 신앙의 부족을 용서해 주십시오...
"Alex... I'm sorry...\| I will find you some day, but for now I must follow my faith...","알렉스... 미안해... \| 언젠가는 너를 찾겠지만, 지금은 내 신앙을 따라야 한단다..."
Ya mean that page you found from the monastery ruins?,수도원 폐허에서 발견한 그 페이지를 말하는 거야?
"""Back to where it all began"" were the Grandmaster's dying words, as he handed me the key to the vault.\! These words have haunted me since \n[8] left us.\! The page, and his words, point to the holy mountain, Mount Ptolomea, where the first battle with Zanatus took place.\! I must make the pilgrimage to the holy site there.","‘모든 것이 시작된 곳으로’가 대사제님의 유언이었어, 금고의 열쇠를 내게 건네면서 말씀하셨지. \! \n[8]이(가) 우리를 떠난 후로 그 말씀이 계속 날 괴롭혀. \! 그 페이지와 그 분의 말씀은 신성한 산 프톨로메아 산을 가리키고 있어, 자나투스와의 첫 번째 전투가 일어났던. \! 나는 그 곳의 성지를 순례해야 해."
Only the gods above can be our salvation now...,저 위의 신들만이 이제 우리를 구원할 수 있어...
"If I must, I will do this alone.",필요하다면 혼자서 하겠어.
"Problem bein', not even you could go that route by your lonesome.\! The only way is through the Imperial palace... they've got that holy site guarded by some magical doodads.","문제는, 너조차도 혼자서는 그 길을 갈 수 없다는 거야. \! 유일한 길은 황궁을 통과하는 거야...몇몇 마법적 장치들이 성지를 지키고 있어."
"You know the way, Barnabas?","길을 알아, 바나바스?"
"Yep, but yer not gonna like it.\! I betcha we can break into the palace through the sewer exits, but even that's got an Imperial presence guarding it on the outside.\! You'll need all of us to get in there.\! ...And ya got me so far.","응, 하지만 네가 좋아할 길은 아니야. \! 우린 하수구를 통해 황궁으로 침투할 수 있겠지만, 그것조차도 제국군이 외부에서 지키고 있을테니까. \! 우리 모두가 들어가야 할 거야.\! ...그리고 나는 너와 함께할꺼고."
"Of course I will support you as well, Sister Diana...\! As will my brother, yes?","물론 저도 당신을 지지할 거에요, 다이애나 자매님... \! 제 오라버니와 마찬가지로요, 그렇죠?"
It looks like my sister has decided for me!\! I'll do my best...,내 동생이 나 대신 결정한 것 같네! \! 최선을 다할게...
Diana...,다이애나...
"I've stuck by your side through much worse.\! Well, not sure we've ever tried to break into the capital of a world-spannin' empire before, but hey, y'only live once, I say.","난 훨씬 더 나쁜 상황에서도 네 곁을 지켰어. \! 글쎄, 세계 전역을 지배하는 제국의 수도에 침투하려 한 건 처음 같지만, 이봐, 어차피 한 번 사는 인생이잖아."
"Thank you...\| And for the last two years as well.\! We have fought, and we have run away, but at least, we are still here, still fighting.\! If I die on this mission, I will die a free woman, with my knee unbent to the will of evil.\! I do not expect any of you to throw your lives away.\! Once I am on the path to Mount Ptolomea, please go into hiding, or retreat back here to safety...","다들 고마워... \| 지난 2년간에 대해서도 마찬가지야. \! 우린 싸웠고, 달아났지만, 최소한 아직 여기서 계속 싸우고 있어. \! 이 임무를 수행하다가 죽는다면, 난 악의 의지에 무릎 꿇지 않은 자유로운 여성으로 죽는 거야. \! 난 너희 중 누구도 목숨을 내던지지 않았으면 해. \! 내가 프톨로메아 산으로 가는 길로 접어들면, 숨거나 안전한 곳으로 후퇴해..."
"Don't say g'bye just yet, lady.\! Come on, let's give fate and prophecy a little nudge in the right direction...","아직은 작별 인사하지 말자. \! 자, 운명과 예언을 올바른 방향으로 살짝 밀어보자고."
