ENGLISH,KOREAN
"Barnabas Fitch, the former Master Sergeant of the Imperial Army.\! After decades of being a soldier, he finally retires to his ranch in Melmonde country.\! Approached many times with offers to join the New Republic, Barnabas rejects, preferring the simple life.","바나바스 피치, 전직 제국군 선임 부사관. \! 수십 년간 군인으로 일한 후, 마침내 퇴역하여 멜몬드 시골에서 목장을 꾸리고 있다. \! 새로운 공화국 정부에 합류하라는 제안을 여러 번 받았음에도, 바나바스는 거절하고 소박한 삶을 택한다."
"Barnabas and Sybil had grown close during the Nephilim War.\! Within Sybil is a miracle...\| a son who, with his two future brothers, will be Barnabas's greatest joy until the end of his days.",바나바스와 시빌은 네필림 전쟁 동안 친밀해졌다. \! 시빌 안에는 기적이 잉태했다...\| 그녀의 아들은 미래의 두 형제와 함께 바나바스의 마지막 나날까지 큰 기쁨이 된다.
"Sybil Byrne, the restless heart.\! Sybil's allegiances shifted many times in her life, always seeking fame and approval.\! Even though her deeds during the Nephilim War have been honored, Sybil struggles to rebuild her reputation after joining Lysander's mutiny.\! But for the first time, happily accepts the hardship and awaits her long-awaited goal with patience and dilligence.","시빌 바이런, 열정적인 마음. \! 시빌은 살면서 늘 명성과 인정받음을 추구하며 여러 번 소속을 바꿨다. \! 네필림 전쟁 동안 그녀의 업적이 영광을 얻었음에도 불구하고, 시빌은 라이샌더의 반란에 가담한 후 명성을 되찾기 위해 고군분투한다. \! 하지만 처음으로, 행복하게 고난을 받아들이고 인내와 부지런함으로 오랫동안 기다려온 목표를 기다린다."
"Sybil Byrne, the restless heart.\! She and Jules, after a long friendship, finally found something more between them.\! Jules's ascension to King of Sayunaa has added a twist to their relationship, but they are in love and they plan to marry.\! Jules is urged to bear a full-blooded Sayunaari heir, but to Sybil, this was an unexpected relief, as she never saw herself bearing children anyway.","시빌 바이런, 열정적인 마음. \! 시빌과 줄스는 오랜 우정을 쌓은 후 마침내 우정 이상의 것을 발견한다. \! 줄스가 사유나의 왕으로 즉위하면서 두 사람의 관계에 반전이 생겼지만, 둘은 사랑에 빠졌고 결혼을 계획하고 있다. \! 줄스는 순혈 사유나인 후계자를 낳을 것을 촉구 받지만, 시빌은 어차피 아이를 낳을 생각을 해 보지 않았기 때문에 오히려 안도한다."
"Sybil Byrne, the restless heart.\! After regaining her stature with the Temple, she turns her passions to raising her three new sons with Barnabas.\! Though she would not see battle again, her love for her children made her all the more invested in a future free of the evil tyrants she fought so vigorously to defeat.","시빌 바이런, 열정적인 마음. \! 교단과 함께 위상을 되찾은 후, 시빌은 바나바스와 함께 세 명의 새로운 아들들을 키우는 것으로 자신의 열정을 돌린다. \! 비록 다시는 전투를 볼 수 없었지만, 아이들에 대한 사랑은 그녀가 그토록 이기기 위해 싸웠던 사악한 폭군들이 없는 미래에 자신을 더 바치도록 만들었다."
"Raskuja, the Barek Tor mercenary.\! After the death of Zanatus, he quickly returned to his homeland with a king's ransom in reward for his service to the Nephilim Army.\! Because of the great boon he provided his people, Raskuja became a venerated alpha male, to bare a small army of offspring.\! Raskuja lived to a ripe old age and passed away surrounded by an expansive and adoring family.","라스쿠자, 바렉 토르 용병. \! 자나투스가 죽은 후, 그는 네필림 군대에 대한 봉사에 대한 보상으로 엄청난 보수를 가지고 빠르게 고국으로 돌아왔다. \! 그가 그의 동포들에게 제공한 큰 혜택 때문에, 라스쿠자는 수많은 자손들을 낳을 수 있는 존경 받는 우두머리 수컷이 되었다. \! 라스쿠자는 나이가 들 때까지 살다가 수많은 사랑하는 가족에 둘러싸여 세상을 떠났다."
"Edelia Haugen, of the Sisterhood of Mercy, and Diana's Bonded.\! With Alex back in her custody, Edelia returns to her duties as Diana's support.\! Her example and conduct have been held up as the exemplary Priestess of the Sisterhood of Mercy, which defined the ancient order for many years to come.","에델리아 하우겐, 자비의 자매회, 다이애나의 결속. \! 다시 알렉스가 그녀의 보호에 돌아옴에 따라, 에델리아는 다시 다이애나를 보조하는 임무로 복귀한다. \! 그녀의 본보기와 행동은 앞으로 수년간 자비의 자매회의 모범적인 여사제의 이상적인 모습으로 여겨진다."
"Though forbidden by the Temple, Lysander and Edelia had fallen in love.\! Edelia has not yet decided to leave tradition, but the two lovers have been inseperable...","교단에 의해 금지되었지만, 라이샌더와 에델리아는 사랑에 빠졌다. \! 에델리아는 아직 전통을 포기할 지 결정하지는 않았지만, 두 연인은 결코 헤어질 수 없었다..."
"Karl Jaromir XIII, Duke of the Duchy of Embor.\! He had committed his Duchy and his life to the Nephilim Army from its very inception, all the way to the end.\! As the last major nobleman from a bygone era, Jaromir found himself alone in a new world, one that had looked past the time of lords.\! The founders of the Republic proposed Jaromir become a proconsul - the highest rank of government under the Consul, and to function as a representative for the Embor region.\! Jaromir, putting his people first, accepted the role, and abandoned the idea of noble lineage.\! This astounding act of humility served the new Republic well, setting the stage for new traditions and institutions that would create a lasting peace.","칼 야로미어 XIII, 엠보어 공작령의 공작. \! 그는 그의 공작령과 그의 삶을 네필림 군대의 시작부터 끝까지 헌신했다. \! 지나간 시대의 마지막 중요한 귀족으로서, 야로미어는 영주들의 시대를 뒤로한 새로운 세계에서 자신이 혼자라는 것을 알게 되었다. \! 공화국 설립자들은 야로미어가 집정관 아래에서 가장 높은 정부 계급인 최고 고문이 되어, 엠보어 지역의 대표로서 일할 것을 제안했다. \! 자신의 사람들을 우선시하던 야로미어는 그 역할을 받아들였고, 고귀한 혈통을 기꺼이 포기했다. \! 이 놀라운 겸손의 행동은 새로운 공화국에 귀감이 되었고, 지속적인 평화를 창출할 새로운 전통과 제도의 무대를 마련했다."
"The young priestess, Abigayle, had grown fond of Jaromir during their time with \n[8].\! She was more than thrilled to support him in his new role as a key leader of the Republic, and they eventually married.","젊은 여사제 아비게일은 \n[8]와(과) 함께 하는 동안 야로미어를 사랑하게 되었다. \! 그녀는 공화국의 핵심 지도자로서 그의 새로운 역할을 보조하는 데 매우 흥분했고, 둘은 후에 결혼했다."
