ENGLISH,KOREAN
Hey \n[8]...\| are you sure you've forgiven me?,저기 \n[8]...\| 정말 날 용서하는 건가요?
"Hmmmm, maybe.","흐으음, 아마도."
...Oh.,...오.
"Heh, sorry. I figured that was obvious.\| Just... try not to listen to Lysander's honeyed words for a while, huh?","헤, 미안. 그건 너무 당연한거라고 생각해서. \| 그저...당분간 라이샌더의 꿀 발린 말은 듣지 말도록 해, 응?"
"Of course, \n[8]...\| I will be by your side for the rest of my days, with all of my heart, I swear it!\! So, we must leave Veridia? Your mind is made up?","물론이에요, \n[8]... \| 내 생의 남은 날동안 당신 곁에 있을게요, 온 마음을 다해서, 맹세해요! \! 그럼, 우리는 베리디아를 떠나야만 하는거죠? 마음을 정한 거에요?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Abi. I can't face the people of Armitage again...\| not for a while.","천년 전쟁에서 내 역할은 끝났어. 자나투스는 마침내 죽었고. \! 난 나 자신을 완전히 잃을 뻔 했어, 아비. 아미티지의 사람들을 다시 볼 수가 없어...\| 최소한 당분간은."
"I understand. If they will not have you, then they will not have me just the same.\! What lies ahead for us, \n[8]?","이해해요. 만약 그들이 당신을 거부한다면, 그들은 저 역시 가질 수 없게 될 거에요. \! 우리 앞에 뭐가 놓여 있는 건가요, \n[8]?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","자나투스의 유언이 아직도 내 귀를 맴돌아. 그 말에서는 거짓이 느껴지지 않았어. 자나투스의 도나르에 대한, 그리고 나에 대한 증오는 설명할 수가 없어. \! 그런데 놈은 마지막 말을 남기면서 어떤 평화를 느끼는 것 같았어. 자기 임무를 마친 것처럼. \! 자나투스의 추종자 중 일부가 망명했다는 보고가 있어. \! 내 부활은 해답이 필요한 많은 질문을 남겼고, 내 본능은 동쪽, 그로트너를 가리키고 있어."
Grothnor? I've never heard of this place!,그로트너? 그런 곳은 처음 들어보는데!
"A frozen hellscape far to the east in the unexplored continent.\| They say Zanatus himself emerged from a bottomless pit in the heart of Grothnor, though these are likely tall tales.","탐험되지 않은 대륙의 동쪽 끝에 있는 얼어붙은 지옥이지. \| 자나투스 자신이 그로트너의 심장부에 있는 끝없는 구덩이에서 나왔다고들 하지만, 그건 아마 터무니 없는 이야기일 거야."
Sounds dreadful.,끔찍한 얘기네요.
We will see.\| So you're willing to leave behind your dragons?,보면 알겠지. \| 그래서 네 용들을 두고 갈 수 있겠어?
!!!\| I wouldn't dream of it! That is why we will be using Nibbler as our primary means of transport.\! Did you expect anything different?,!!! \| 그건 꿈도 꾸지 않는걸요! 그래서 우리는 깨물이를 주요 운송 수단으로 쓰게될 거에요. \! 혹시 뭔가 다른 걸 기대했어요?
"Haha, I suppose not.\| I just hope I don't have to compete for your attention.","하하, 아닌 것 같아. \| 네 관심을 두고 경쟁을 벌이기 싫었던 것 뿐이야."
"Hey, Abi...\| thank you for coming into my life. I couldn't imagine walking this journey without you.","저기, 아비... \| 내 삶에 와 줘서 고마워. 네가 없이 홀로 이 여정을 걷는 건 감히 상상조차 못 하겠어."
"We are so blessed that Donar allowed us to cross paths, \n[8]!\| Let us see if we can seek him out and thank him ourselves...","도나르께서 우리를 만나게 해 주시다니 정말 축복이에요, \n[8]! \| 그 분을 찾아서 직접 감사의 말을 할 수 있을지 보자구요."
