ENGLISH,KOREAN
Seems like they've put all their hopes in Stormrook's defense.\! Could we be the first in a thousand years to conquer Stormrook Castle from the east?,저들은 스톰루크 방어에 모든 희망을 건 것 같군. \! 우리가 지난 천년간 최초로 동쪽으로부터 스톰루크 성을 정복하는 자들이 될 수 있을까?
Victory over Casamir is all but inevitable. The challenge will be to minimize casualties during this difficult final stretch.,카사미르를 상대로 승리하는 건 불가피한 일이야. 진짜 문제는 이 어려운 마지막 싸움에서 사상자를 최소화하는 거지.
What gives? Aren't you looking forward to taking that weasel off the throne?,무슨 일이야? 그 족제비를 옥좌에서 끌어내리는 게 기대되지 않아?
"These are the homelands of the Empire, and the people may not desire our presence as others have.\! However, the unfortunate truth is that the war will not end as long as Casamir lives...","여긴 제국의 고향이고, 사람들은 다른 이들과 달리 우리의 존재를 원하지 않을 수도 있어. \! 하지만, 불행한 진실은 카사미르가 살아있는 한 전쟁은 끝나지 않으리라는 거지..."
Nothing could stand between my blade and Casamir's throat.,내 칼날과 카사미르의 목 사이에서 버틸 수 있는 건 없어.
"My own desire for revenge aside, Beatrix says that the last Nephilim shrine is inside the Imperial Palace.\! She hasn't been wrong yet...","내 복수는 차치해 두고라도, 베아트릭스가 네필림 사당이 황궁 안에 있다고 했어. \! 아직까지는 한 번도 틀린 적이 없었지.."
\n[8]...\| I need you to listen.\! You should not claim the last divine weapon...,\n[8]... \| 내 말 잘 들어. \! 넌 마지막 신성한 무기를 차지해선 안돼...
...Why not??,...왜 안되는데??
"I see the way you Nephilim act around those shrines.\! You are hypnotized.\! A voice calling out to you, compelling you to seize your destiny.\! It is unsettling, and I am not the only one who has noticed.\! If the purpose of finding these weapons is to defeat Casamir, what use is pursuing the Lightfury if you must defeat him to get it?","너희 네필림들이 사당 주위에서 어떻게 행동하는지 봤어. \! 넌 최면에 걸려 있었어. \! 목소리가 너를 부르고, 네 운명을 거머쥐라고 유혹하지. \! 불안한 일이야, 나 혼자만 눈치 챈 것도 아니고. \! 이 무기들을 찾는 목적이 카사미르를 물리치기 위한 것이라면, 라이트퓨리를 쫓을 필요가 어디 있지? 특히 카사미르를 물리쳐야만 그 무기를 가질 수 있는데?"
"I was once a street urchin, begging for a small piece of bread.\! But look what I've built for myself now.\! You'd have me abandon this path?",난 빵 한 조각을 구걸하는 거리의 부랑아였어. \! 하지만 이제 내가 어떻게 성장했는지 봐. \! 나더러 이 길을 버리라고?
"You provoked us into a war with Sayunaa, \n[8]...\| And now flirt with the role not of liberator, but conqueror...","넌 우리를 선동해서 사유나와 전쟁으로 이끌었어, \n[8]... \| 그리고 이제 해방자가 아니라 정복자가 되라고 속삭이는 거야..."
"It may have been in a former life, but I still remember. I still hear the sound of Casamir's guns as they tore my body to shreds.\! I still remember the roars of the crowd, cheering the execution of a traitor - my last sense before everything went black.\! ...And yet, I stand before you by the will of Donar. Perhaps the real \n[8] is still dead?\! What do you think, Lysander? Am I just some kind of divine artifice, a weapon sent to right Tahnra's wrongs?\! These questions torture me... every day. I have no other purpose than this, Lysander.","전생의 일이었을지는 몰라도, 난 아직 기억해. 카사미르가 내 몸을 갈기갈기 찢던 총 소리가 아직도 들려. \! 난 아직도 반역자의 처형을 응원하던 군중의 포효를 기억해 - 모든 것이 암흑으로 변하기 전의 내 마지막 감각이야.\! ...그런데 이제 난 도나르의 뜻에 따라 네 앞에 서 있어. 어쩌면 진짜 \n[8]은(는) 아직 죽어 있는 지도? \! 넌 어떻게 생각해, 라이샌더? 결국 나조차도 탄라의 잘못을 바로잡을 무기인 신성한 유물의 일종일 뿐인건가? \! 이런 질문들은 날... 매일 괴롭혔어. 난 이것 외에 다른 목적은 없어, 라이샌더."
"You swore to be my right hand. But it seems now, you would feel more at peace if you resigned from the Nephilim Army.","넌 내 오른팔이 되어 줄 거라고 맹세했잖아. 하지만 이제는, 네필림 군대에서 사직한다면 오히려 더 홀가분할 것처럼 보이네."
...\| Is that what you want?,... \| 그게 네가 원하는 거야?
"Please, I know you better than that. You choose your own path.","제발, 내가 널 모르는 것도 아니고. 네 길은 네가 선택하잖아."
"...Casamir must be destroyed, for the good of Tahnra. Only you have the power to do so...","...카사미르는 파괴되어야 해, 탄라를 위해서라도. 너만이 그럴 힘이 있어..."
"Let us put an end to this war together, \n[8]...","이 전쟁을 함께 끝내자, \n[8]..."
We will. Just hold out a little longer...,그렇게 될 거야. 조금만 더 버텨...
