ENGLISH,KOREAN
Might I steal a few moments of your time?,잠시 시간 좀 내주실 수 있을까요?
"Of course, Lysander.\! Though, I am not as interesting as \n[8], so I fear you will be disappointed.","물론이죠, 라이샌더. \! 하지만, 나는 \n[8]만큼 흥미롭지는 않아서, 당신이 실망할까 걱정되는군요."
"As you may know, I am not a devotee to the Donari doctrine.\! And you are famed for being perhaps the strictest adherent alive.","아시다시피, 나는 도나리교의 교리를 신봉하지는 않습니다. \! 그리곤 당신은 아마도 세상에서 가장 엄격한 추종자일테죠."
One could say that...,그렇게 말할 수 있죠...
"May I ask,\| do you see your beliefs as the most correct, and righteous?\! Compared with, for example, the Followers of Zanatus?","감히 여쭈어보아도 되겠습니까,\| 당신의 믿음이 가장 옳고 바른 것이라고 보시는지요? \! 예를 들어, 자나투스의 추종자들과 비교해서?"
"The Followers of Zanatus are wicked, and the wicked shall be crushed. It is very simple.","자나투스의 추종자들은 사악하고, 사악한 자들은 무찔러질 것입니다. 아주 간단하죠."
"Indeed...\| And if you were to read the minds of these Zanatus worshipers, what do you think you would see?\! Would they not have the same adversarial conviction?\! That, perhaps, these adherents to Zanatus act and live with their own sense of righteousness?","그렇군요... \| 그리고 만약 당신께서 자나투스 숭배자들의 마음을 읽을 수 있다면, 무엇을 보리라고 생각하십니까? \! 그들도 당신과 똑같은 적대적 신념을 가지지 않았을까요? \! 그건 어쩌면, 이 자나투스의 숭배자들도 자신들만의 올바름을 따라 행동하고 살아간다는 뜻 아니겠습니까?"
"These ponderings are a little dull to me.\! Some things are, and some things aren't.\! No need to play Devil's Advocate all the time.","그런 고찰은 내게는 좀 지루하네요. \! 어떤 일들은 분명히 옳고, 또 어떤 일들은 분명히 그릅니다. \! 늘 악마의 변호인 역할을 할 필요는 없어요."
I... suppose I have become quite the nuisance to you now.,전...이제 당신께 꽤 귀찮은 존재가 된 것 같군요.
"It's alright. Philosophers often wish to question the intensity of the Temple's resolve.\! After you have witnessed how the Zanatus cultists conduct themselves, you will no longer see them as misunderstood outcasts.\! At the risk of sounding curt...\! It's best you just let me fulfill my role in peace, knowing that you can continue to live in a world in which you won't be burned alive for having divergent thoughts.","괜찮아요... 철학자들은 종종 교단의 결단력이 얼마나 강한지 질문하곤 하니까요. \! 자나투스 광신도들이 어떻게 행동하는지 목격하고 나면, 더 이상 그들을 오해 받고 쫓겨난 자들로 여길 수 없을 거에요. \! 비록 퉁명스럽게 들리겠지만... \! 당신도 내가 그저 평화롭게 내 역할을 수행할 수 있도록 내버려두는게 좋을 거에요. 자나투스의 무리와 같이, 다른 생각을 가졌다고 산 채로 불태워버리지 않는 세상에서 아직 살아갈 수 있음을 알고서 말이죠."
...I must say this conversation has far exceeded my expectations.,...이 대화는 내 기대를 훨씬 넘어섰네요.
Your expectations?,당신의 기대요?
Oh...\| you know... I didn't mean...,오... \| 알잖아요...그러니까 내 말은...
"So...\! Me Diana, me like smash bad guys.","자... \! 나 다이애나다, 나 나쁜 놈들 부수는거 좋아한다."
Heh heh... point taken.\! I shall leave before I embarrass myself further...,"하하... 미안해요, 사과할게요.\! 제가 더 꼴사나운 모습을 보이기 전에 이만 가보겠습니다..."
