ENGLISH,KOREAN
"\c[1]Veridia, during the interregnum, two months later\c[0]","\c[1]베리디아, 황위 공백기, 두 달 뒤\c[0]"
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!","안녕, 시빌! 와, 안녕, 줄스 왕님! 왕족이 함께 할 줄은 몰랐네. \! 새롭고 더 나은 수도원에 온 걸 환영해!"
That's King Dargon II to you!,다르곤 II세 전하 라고 지칭해야지!
"It's alright, Stefan.\! Just call me Jules, please!","괜찮아, 스테판. \! 그냥 줄스라고 불러, 부탁이야!"
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!","안녕, 시빌! 그리고 존경하는 선임 부사관님도. \! 새롭고 더 나은 수도원에 온 걸 환영해!"
"Howdy. Good to see ya, Stefan.","안녕. 보니 좋네, 스테판."
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!","안녕, 시빌! \! 새롭고 더 나은 수도원에 온 걸 환영해!"
Stefan... do you think she'll even speak to me?,스테판...그녀가 나한테도 말을 걸긴 해 줄까?
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.","약속은 못 해. \! 있지, 난 관대해. 알았어, 라이샌더는 정말 말주변이 좋았으니까 모두를 설득할 수 있었겠지. \! 내가 보기엔 전부 네 잘못은 아니야."
Alright...\| thank you Stefan.,"알았어...\| 고마워, 스테판."
"You bet. Welp, best not keep her waitin'.","그럼. 그래, 기다리게 하면 안되지."
