ENGLISH,KOREAN
Stefan...\| You kissed me...\| That was...,"스테판... \| 내게 키스했어... \| 그건..,"
Heh heh... score one for Stefan.\! Didn't know I could jump that high.,헤헤... 스테판에게 1점 추가요.\! 내가 그렇게 높이 점프할 수 있을 줄은 몰랐는데.
You silly man...\| Now you've gone and done this...\| All this time I figured I was just a thorn in your side.,바보 같이... \| 이제 일을 저질러 버렸으니... \| 여지껀 난 내가 네게 있어서 눈엣가시가 아닐까 걱정했는데.
"I could have slipped past your watchful eye in a moment's notice.\! Been that way for years, y'know that, right?","잠깐 사이에 네 꼼꼼한 눈길에서 몰래 벗어날 수도 있었지. \! 몇 년이나 그렇게 지내 왔었고, 너도 알지?"
"Yes, I suppose you are right there.\! ...Oh Stefan...\| this is probably just another one of your flirtations, isn't it?\! Please don't play with me, you know how gullible I am...","그래, 그 말이 맞는 것 같아.\!...오 스테판 설마... \| 이거 그냥 또 평소처럼 장난치는거지, 그렇지?\! 제발 나한테 그런 장난치지 마, 내가 얼마나 잘 속는지 알잖아..."
"Diana. I almost lost you.\! Up on that mountain.\! Only you, would be so... brave, or crazy, to do what you did.\! To sacrifice everything, just on faith.\! Only a miracle brought you back.","다이애나. 난 널 잃을 뻔 했어. \! 저 산 위에서. \! 그런 일을 하다니 오직 너만이 그리도... 용감할 수 있지, 아니면 미쳤거나. \! 오직 믿음만으로 모든 것을 희생했어.\! 기적이 널 다시 이 세계로 데려온거야."
"I am done being your minion.\! Submitting my resignation right now, effective today!","이제 네 부하 노릇은 그만 할거야. \! 내 사임서를 내도록 하지, 오늘 부로!"
"...\| Well, you are free to go of course...\! \n[8] will be quite disappointed...","... \| 음, 물론 떠나고 싶다면 당연히 갈 수 있지만...\! \n[8]이(가) 꽤 실망하겠네..."
"...I can't be falling in love with my boss, can I?\! I figure, either I fall out of love and keep doing your dirty work, or I resign... can't have both!","...직장 상사와 사랑에 빠질 수는 없잖아, 안 그래? \! 이게 내가 보기에는, 내가 사랑을 그만두고 네 더러운 일들을 계속하든지, 아니면 그만 두든지 결정해야 했거든...둘 다 할 순 없으니까!"
You fell in love with me??,나와 사랑에 빠졌다고??
"Well...\| By the gods YES!\! I would never see another piece of gold again if it meant you felt the same.\! This ain't any normal kind of love, \|this love comes straight from the depths of my being...\| From the tips of my fingers, all the way to this charming face of mine.\! I've seen every side of you. Beyond the muscles, beneath to the warm, vulnerable, little dreamer underneath.","글쎄... \| 아 신이시여, 그렇다니깐! \! 너도 나와 같은 마음이 될수만 있다면, 다시는 단 한 개의 금화도 몰래 손대지 않겠어. \! 이건 보통 종류의 사랑이 아니야, \|이 사랑은 내 존재의 근원으로부터 오는 거야... \| 내 손가락 끝으로부터, 이 매력적인 얼굴까지 쭉. \! 난 네 모든 면을 봤어. 육신을 넘어서, 그 밑의 따뜻하고 나약한, 자그마한 몽상가까지."
"Stefan...\| When you climbed that mountain against my will, I chalked it up to your impetuousness.\! Can you blame me?\! But you just wanted to protect me...","스테판... \| 네가 내 뜻을 거스르고 그 산을 올라왔을 때, 나는 그걸 네 성급함 때문이라고 생각했어. \! 날 탓 할 수 있겠어? \! 하지만 넌 그저 날 보호하려 한거야..."
Only from your own damn fool bravery.,네 바보 같은 용감함으로부터 말이지.
"You have enriched my life so much, Stefan.\! Far beyond just being my personal spy.\! Your actions have won my heart. That speaks louder than anything.\! Do you think I could fall in love with a womanizer?","넌 내 삶을 너무나 풍성하게 해 줘, 스테판. \! 단순히 내 개인 첩보원이 되는 것 이상으로 말이야. \! 네 행동이 내 마음을 뺏어갔어. 그건 다른 무엇보다도 더 강하게 자신을 증명해. \! 내가 바람둥이랑 사랑에 빠질 수 있을까?"
"Oh, of course not, my fair paladin.\! I don't know any womanizers anyway, do you?","오, 물론 아니지, 내 어여쁜 성기사님. \! 하지만 내가 아는 사람중에 바람둥이는 없는데, 넌 있어?"
"Not anymore.\! You're not going to go around breaking hearts anymore, Stefan.\! Do you see? This is what you are getting yourself into.","더는 없어. \! 넌 이제 다른 사람들을 홀리고 다녀선 안 돼, 스테판. \! 알겠어? 이건 너 스스로 자초한 일이야."
"Hmph.\! Now that you mention it, it does sound like a real bugger...","흠. \! 그런 말을 하니, 진짜 심각한 조건처럼 들리는걸..."
"Oh, I see.\! I suppose it was a foolish thought.","오, 그렇단 말이지. \! 잠시나마 믿었던 내 자신이 바보 같아."
"Oh my... Come on, I'm just foolin' around, lady!","오 이런... 제발, 다이애나 그냥 장난친거야!"
Just kiss me again...,그냥 다시 키스해 줘...
