ENGLISH,KOREAN
"Oh, hi there, Abigayle.\! I was just passing through...","오, 안녕, 아비게일. \! 난 그냥 지나가던 길이야..."
"Of course, \n[8]!\! You didn't want to talk to me?\! Okay, well, take care...","물론이에요, \n[8]! \! 저랑 이야기하고 싶은 건 아니신가요? \! 좋아요, 그러면, 잘 지내세요..."
Sorry to bother you.\! ...See you around.,방해해서 미안해.\! ...또 보자.
Is there something...,혹시 제가 뭔가...
"Oh, sorry.\! I...\| Okay, let me start over.\! ...Hi Abigayle. I just wanted to check up on you.\! The battlefield is pretty rough at times...","오, 미안. \! 난... \| 좋아, 다시 시작하자.\! ... 안녕 아비게일. 그냥 네가 괜찮은지 확인하고 싶었어.\! 전장은 때로 꽤 거치니까..."
"Oh, that is sweet of you.\! It can be frightening... but it is my duty.\! Do not worry about me, dear \n[8].","오, 참 다정하세요. \! 무서울 때도 있지만... 그래도 제 의무니까요.\! 제 걱정은 마세요. \n[8] 님"
"Yeah...\| That's the thing.\! I do worry about you.\! Even if it's not necessary.\! When I see you out there, I...","그래... \| 사실 그거야. \! 난 네가 걱정돼. \! 그럴 필요가 없을 때조차도. \! 네가 저기 전장에 선 모습을 보면, 난..."
"...Yes, dear \n[8]?","...네, \n[8] 님?"
I want to protect you.,난 널 보호해 주고 싶어.
Does that not just make you a responsible leader?,그건 당신께서 그냥 책임감 강한 지도자라는 거 아닐까요?
"No, no, not like that.\! It's you, Abigayle.\! It's you specifically who I want to protect...","아니, 아니, 그런 게 아니라. \! 너만을 말이야, 아비게일. \! 내가 보호하고 싶어지는 건 바로 너라고..."
"Oh...\| Oh my stars.\! Why me, dear \n[8]?","오... \| 오 별이시여. \! 왜 저를요, \n[8] 님?"
I don't know.\! I've felt that way since the first moment I met you.\! To be perfectly honest... my heart skipped a beat.\! I seem to remember it being really obvious on my face...,나도 몰라. \! 널 만난 그 순간부터 너한테 빠져버렸나봐. \! 정직하게 말하자면... 내 심장이 마구 뛰어.\! 내 얼굴에 빤히 다 드러날 때가 있었을 텐데...
"I-It is actually me who was embarassed to meet you, \n[8]...\| I felt my face turned the darkest shade of red...\| how foolish of me to lose my composure like that.",사-사실 당신을 만날 때 당황하는 건 제 쪽이였어요.\n[8]... \| 제 얼굴이 아주 새빨개지는게 느껴져서...\| 그런 식으로 제 품위를 잃는게 얼마나 바보 같던지.
...You didn't notice me blushing?,...내가 얼굴 붉히는 거 눈치 못 챘어?
"Nor did you notice me, dear \n[8]...","당신께서도 절 눈치 못 챘잖아요, \n[8] 님"
"Abi... I haven't been able to get you out of my mind, since the first moment I met you.",아비... 난 널 처음 만난 순간부터 널 한시도 생각 안 한 적이 없었어.
I feel the very same about you...\| Oh my stars... You are a dream come true!,저도 같은 마음이에요... \| 오 별이시여... 마치 꿈이 현실로 펼쳐진 것 같아요!
