ENGLISH,KOREAN
Chapter 1: Rebellion,제 1장: 반란
"Good, looks like they haven't sent much out yet.","좋아, 아직은 병력을 많이 내보내지 않은 것 같군."
"You should take these guys out to get some battle experience.\! You can move your squad next to the enemy soldiers and attack.\! If you run into trouble, I'm right behind you.","이 친구들 데리고 전투 경험 좀 쌓아주자고. \! 부대를 적 옆으로 이동하면 공격할 수 있어. \! 문제가 생기면, 내가 바로 뒤에 있다는 걸 기억해."
"Take a break, Zelos, I've got this!","괜찮아, 젤로스, 날 믿어!"
"We took some damage in that fighting, but we can heal it back by having Support units, such as the Medic in your squad.\! While they cannot attack, Support units help greatly to keep soldier losses to a minimum.","방금 전투에서 피해를 좀 입었지만, 지원 유닛이 있다면 치유할 수 있어. 부대에 있는 의무병 같은 유닛 말야.\! 지원 유닛은 공격은 할 수 없지만, 아군 사상자를 최소화해주기 때문에 큰 도움이 되지."
"Next, we need to capture that town, so we can liberate it from the rebels.\! Move any Squad to the town's front gate, and ""Seize"".","자, 이제 저 마을을 점령해서 반군으로부터 해방시키자고. \! 아무 부대나 마을 정문으로 이동시키면 ‘점령’할 수 있어."
"Good, we liberated a town, and got some Gold and Faction XP (stars) for our trouble.\! We'll need Gold for a lot of things. Recruiting new troops, hiring Mercenaries, buying Artifacts, among others.\! Faction XP allows us to increase Faction Rank.\! As Faction Rank increases, our reputation will improve among the people.\! This will yield better shop prices, discover new technology, attract new recruits, and intimidate our enemies.\! The squad who captures objectives gets Leadership (LDR) and Loyalty XP as well!","좋아, 마을을 해방시켰고, 수고한 대가로 금화와 진영 XP(별)를 받았어. \! 금화는 많은 곳에 필요해. 새로운 병력 모집, 용병 고용, 유물 구입 등 말이지. \! 진영 XP는 진영 랭크를 올려주고, \! 진영 랭크가 올라가면 사람들 사이에서 우리 명성이 커져. \! 그러면 상점에서 더 좋은 가격을 제시받고, 새로운 기술을 연구하고, 신병이 들어오고, 적이 겁을 먹게 되지. \! 목표를 점령하는 부대는 통솔력과 충성도 XP 역시 얻게 돼!"
"The Imperial Army has already arrived...\| much sooner than I expected.\! Wolfgar, I'm trusting you to lead our troops here.\! If you hold the river fortress, we should be safe here.","제국군이 이미 도착했군... \| 예상했던 것보다 훨씬 빠른데. \! 울프가르, 여기선 자네가 병력을 이끌어주게. \! 강가 요새를 지켜내면 여기는 안전할 거야."
"I'll make them regret coming here, don't worry, General.","놈들이 여기 온 걸 후회하게 해주겠습니다. 걱정 마십시오, 장군님."
"Looks like we made it just in time!\! Are you ready for this, Sybil?","때 맞춰 온 것 같네! \! 준비 됐어, 시빌?"
"Are you kidding, Jules?\! I've been waiting ages for a chance to prove my mettle!\! Come and get it, rebel scum!","농담하는 거야, 줄스? \! 내 용기를 증명할 기회를 몇 년 간이나 기다려 왔다고! \! 어서 덤벼라, 이 반군 놈들아!"
"Your squad has tougher soldiers, so should stay in front.\! Mine will provide long-range archer attacks from a safe distance.",네 부대에 더 강인한 군인들이 있으니 전방을 맡아줘. \! 우리 부대는 원거리 궁수로 안전 거리에서 공격할게.
"See that hill?\! That's high ground, very useful, especially for archers like me!\! Move me onto the hill so I can shoot further than normal!","저 언덕 보여? \! 저긴 고지대라 유용해, 특히 나 같은 궁수에게는! \! 보통 때보다 멀리 쏠 수 있도록 날 언덕 위로 옮겨 줘!"
"Over there, to the East.\! I think that's Jules, a fellow Imperial Academy cadet of mine.\! We should meet up with them and join all our forces together.","저기, 동쪽에! \! 저거 줄스인 것 같은데, 내 제국 사관학교 동기. \! 저들과 만나서 힘을 모아야 해."
"If we can take that river fortress, the path to the main enemy base will be clear.\! Forts give defense bonuses and allows archers to shoot farther.\! And that goes for both sides, so we can't underestimate those defenders!","저 강가 요새를 차지할 수 있다면, 적의 주 기지로 가는 길이 열릴거야. \! 요새들은 방어 보너스를 주고 궁수들이 더 멀리 활을 쏠 수 있게 해 주지. \! 이건 양 진영 모두에 적용되니, 저 부대를 과소평가해선 안 돼!"
We've really got them on the run now!\! The river fortress is ours. Time to take down the local rebel commander at Eastwall.,적이 달아나기 시작했어! \! 강가 요새는 이제 우리 거야. 이스트월 지역의 반군 지휘관을 무찌를 시간이야.
