ENGLISH,KOREAN
...Lysander? Are you alright?,...라이샌더? 괜찮아요?
It's finally become reality.,이제야 현실을 깨달았어요.
Hmmm....???,흠...???
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.","당신은 절대... \| 내가 닿을 수 없어요. \! 당신은 몰랐을수도 있겠지만, 난 당신 생각을 떨쳐낼 수가 없었어요.\! 하지만, 내 어리석음을 꾸짖지는 마세요, 난 이제야 현실을 직시할 수 있게 되었으니."
Lysander...,라이샌더...
Am I...\| not of the right caliber...?,내게는...\|충분한 자격이 없는 걸까요...?
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?","도나르여... 그건 말도 안 돼요! \! 당신은 라이샌더 장군이지, 무슨 비굴한 애원자가 아닌걸요. \! 당신이 여지껏 이룩한 것 들을 봐요.\! 당신 주위에 당신을 존경하는 이들이 얼마나 많은지, 그리고 그들이 당신의 재능을 어찌나 부러워하는 하는지 정말 모르세요?"
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.",솔직히 말하자면 내 장점은 전쟁 전략에 한정될 뿐이에요... \| 결국 내게는 그리 중요하지 않은 능력이죠. \! 내 마음 속에 있는 것과 비교하면...\! 그리고 누구와 함께 있고 싶은지에 비한다면 말이에요.
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.","이해해요. \! 나는 이 모든 것들을 알렉스를 위해 하는 거에요. \! 알렉스에 비한다면, 이 투쟁은 그저 차순위 일뿐이에요."
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...","그렇군요... \| 미안해요, 다이애나. 내가 확실히 예의가 없었네요..."
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?","사과할 필요 없어요. \! 모두들, 당신이 그냥 있는 그대로의 당신이 되기를 바랄거에요. \! 이미 우리 시대의 가장 위대한 영웅들 중 하나잖아요. 그리고 앞으로 더 많은 업적들을 세울 테구요, 그렇죠?"
We shall see...,그건 두고 봐야 할 것 같네요...
