ENGLISH,KOREAN
...Am I bothering you?,...내가 혹시 방해했나?
"Never.\! Join me, \n[8].","아니 그럴리가. \! 함께 하지, \n[8]."
Do you believe these people are common thugs?,이 사람들이 흔한 깡패라고 생각해?
What I believe doesn't matter. We're just soldiers right now.,내가 어떻게 믿는지는 중요하지 않아. 지금 우리는 그냥 군인들이라고.
"Come on, I know you better than that. What exactly do you think the rebels want?","그러지 마, 내가 널 모르는 것도 아니고. 저 폭도들이 원하는 게 정확히 뭐라고 생각해?"
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.","저들은 자신이 뭘 원하는지도 모를거야. 그냥 화나고 어리둥절해 있겠지. 혼란이 자신들의 상황을 낫게 해 주기를 바라며 질서에 맞서 경솔하게 행동하는 거야. \! 저들이 아는 거라곤 무력 뿐이니, 무력으로 다스려 줘야겠지."
Interesting...,흥미롭네...
"What do you think they want, then?",그럼 넌 저들이 뭘 원한다고 생각해?
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.","자신들의 목소리를 듣고 이해해 주길 원하지 않을까. 제국은 황위 계승 전쟁의 빚을 갚겠다고, 사람들이 죽던 말던 세금을 쥐어짜내고 있지. \! 우리가 안타레스를 무찔러도, 그 같은 다른 이들이 계속 목소리를 높이고 다시 반란을 일으킬거야."
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?","너도 잘 알다시피, 양들의 군대도 순식간에 사자가 될 수 있어. 동정심이 영원한 평화를 가져올거라고 믿는 척 하지 말자고. \! 만약 역할이 반대였다면, 네가 자비를 구하는 쪽이었다면 네 생각에 넌 자비를 얻었을 것 같아?"
"And so, we follow orders, as it is our duty. Makes everything so simple.","그래서 우리는 명령에 따르지, 그것이 우리의 의무니까. 모든 것이 참 간단해 진다고."
There's a crimson star out tonight. Haven't seen one in a long time...,오늘 밤은 진홍빛 별이 떴어. 오랫동안 못 봤었는데...
It is quite a sight to behold...,보기에는 꽤 장관인걸...
It's an omen.,불길한 징조야.
Of course it is...,물론 그렇겠지...
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?","우리가 진홍빛 별을 볼 때마다, 큰 일이 생겼었지. 정말 큰 일. 역사의 흐름을 뒤바꾸는 그런 일들. \! 저 별이 우리에게 말을 거는 것 같나, \n[8]? 도나르께서 하신 것 처럼 이 세상을 고치라고?"
Ugh...\| It's just...,어... \| 그건 그냥...
Yeah... sure. That's probably what it is.,그래... 물론이지. 아마도 그럴 거야.
"Heh... \| Thank you for humoring me, \n[8].","헤... \| 내 기분에 맞춰줘서 고마워, \n[8]."
