ENGLISH,KOREAN
It seems you've just about cleaned this up.,이제 이 것도 거의 다 정리된 것 같군.
"Yes, your excellency. The army of Antares is broken.","예, 각하. 안타레스의 군대가 무너졌습니다."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","그렇다면 일을 마무리 짓는 건 사소하겠군, 그렇지 않나? 수도의 시민들이 불안해 하고 있어 - 빠른 해결책을 갈구하고 있네."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","수상 각하, 저들은 꽤 단단히 방어를 준비했습니다. 무모하게 공격하면, 우리쪽에 불필요한 사상자가 생길 위험이 있습니다."
Uh oh...,오 이런...
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], 맞나? 자네도 잘 알겠지만, 이름을 꽤 떨쳤어. \! 일부 장교들이 청록색 머리의 젊은이가 극적인 기동으로 안타레스에게 큰 충격을 주고, 반란을 빠르게 진압했다고 하더군."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","트리한 사령관, \n[5]와 의견이 같나? 우리 병사들을 살리려면 내가 좀 더 참아야 할까?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","확실히 그들의 방어가 만만치 않은 것 같습니다, 각하. 더 신중하게 접근한다면 실제로 아군의 생명을 구할 수 있습니다."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","원하는 대로 하시게. 다만 한 가지... 여기 \n[8]이(가) 이번 전투에서 무사하게만 지키도록. \n[27] 전도가 유망해. 트리한 사령관, 전장은 자네에게 맡기도록 하지."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,귀관의 군대는 아군의 작전에서 지금까지 필수적이었지. 저들의 요충지를 부수고 들어가기 위해서는 충격 부대가 필요하네. 아군이 함께할걸세.
"....\| Yes, I think we can do it.",".... \| 예, 저희가 그 역할을 맡겠습니다."
Of course we can!,좋아 힘내보자!
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,우린 놈들을 막다른 길로 몰아넣었어. 저들은 이제 더는 잃을 게 없어서 목숨을 걸고 싸우겠지...
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]백인대장의 안식처 주변, 제국군 제 1군단\|\|\|\|\|\^"
