ENGLISH,KOREAN
"Greetings, Diana.\! There is an important matter we must discuss.","안녕하시오, 다이애나. \! 우리가 반드시 함께 의논해야 하는 중요한 사안이 있소."
Is there now?,지금 그런 게 있던가요?
Yes.\! I wish to take you as my wife.,맞소. \! 그대를 아내로 삼고 싶소.
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!","난... \| 당신의 솔직함은 인정할게요, 하지만... \! 도나르시여, 일단 진정해요! 이런 결정은 가볍게 내려서는 안돼요!"
Is this not a suitable arrangement for you?,혹시 우리가 어울리는 짝이 아니라고 생각하시오?
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...","그런 뜻으로 말한 건 아니에요. \! 도나르여, 우린 서로 알게된지 아직 얼마 되지 않았는걸요. \! 조금 갑작스러워서 그래요. 사실, 조금 이상으로..."
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.","난 더 이상 청년이 아니오, 다이애나. \! 내 자신이 뭘 원하는지 정확히 알고 있지. \! 그리고 그대는... \| 그대는 영광과 힘, 아름다움의 화신이오. \! 난 오직 그대와 함께 하면서, 내 삶이 다할 때까지 그대를 찬양하고 싶을 뿐이오. \! 다른 구혼자들도 분명 같은 걸 원할 터, 허나 난 나만이 이 일에 가장 적합하다고 믿소."
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.","혹시나 해서 말해두는데요, 나 같은 여자는 특정한 종류의 관심만 받는다는 걸 나도 잘 알고 있어요. \! 대부분, 잠재적 구혼자들은 날 황금 받침대 위에 올려놓고 경배하면서, 그들의 남은 일생동안 나를 손발로 섬기고 싶어하는 것처럼 들려요."
"Is this what you desire, Diana?","그것이 그대가 원하는 거요, 다이애나?"
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.","아... 아니에요, 야로미어. \! 제발, 당신마저 그러지는 말아요! 난 당신은 그런 모든 것을 초월한 남자라고 생각해요."
"Ah. I may not be young anymore, but I am still able to play the fool.","아. 비록 내가 이제 젊지는 않지만, 그대를 위해서라면 여전히 광대짓은 할 수 있소."
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.","난 옛 방식의 남자요. \! 그대는 옛 방식의 여자고. \! 그대가 그대의 고귀한 정신을 공유하는 동반자 없이 이 삶을 걸어가는 것을 난 견디고 볼 수 없소. \! 그런 이유로, 나는 우리가 하나가 되길 원하오."
"...That is much better.\! Jaromir, let us see if we can grow into that future together.","...그게 훨씬 낫네요. \! 야로미어, 우리가 그런 미래로 함께 나아갈 수 있는지 한 번 볼까요."
