ENGLISH,KOREAN
Chapter 12: Upheaval,제 12장: 격변
"My Duke, we have word that there is a massive riot in the streets of Rimorgue!\! The mob is calling for an end to war and they demand compensation!\! Our government has been exiled!","공작 각하, 리모르그 시의 거리에서 대규모 폭동이 일어났다고 합니다! \! 폭도들이 전쟁의 종식을 외치며 보상을 요구하고 있습니다! \! 우리 정부는 망명했습니다!"
What?!\! Why now?!\! Then we mustn't waste time!\! We must take Fort Eureeka without delay - overwhelm their defenses! Charge!!,뭐라고?! \! 왜 하필 지금?! \! 그렇다면 낭비할 시간이 없다! \! 유리카 요새를 지체 없이 함락시켜라! 저들의 방어를 무너뜨려라! 돌격!!
"So, it's come to this...\! Lysander, how could I have miscalculated this bad...","그래, 이렇게 됐군... \! 라이샌더, 내가 어쩌다 이렇게 계산을 틀린 걸까..."
"Don't worry about it. Look at them, they're fools.\! Preparing to charge a position as heavily fortified as this.\! They're throwing lives away... one has to wonder why.\! As long as we control the chokepoints in the walls, Fort Eureeka will hold.","걱정 마. 저들을 봐, 바보들이잖아. \! 이렇게 겹겹이 방어선을 친 위치로 돌격을 준비하다니. \! 저건 목숨을 내던지는 거나 마찬가지야... 다만 저들이 왜 저러는지는 생각해 봐야겠어.\! 우리가 성벽의 병목만 잘 지켜낸다면 유리카 요새는 버틸 거야."
Hopefully they'll take enough damage to lose their appetite for bloodshed...,저들이 충분한 피해를 입어서 더 이상 혈전을 벌일 생각을 못하면 좋겠군...
\c[1]Permadeath has been turned off for this chapter.,\c[1]이 장에서는 영구 죽음이 꺼져 있습니다.
Terenor! Stop this!\! You can call it all off and realize you've been mislead.\! Casamir thinks he can wag you around like a dog...\| we musn't give him what he wants!,테레노어! 멈추시오! \! 당신은 아직 이 모든 일을 멈출 수 있어, 그리고 그렇게만 한다면 당신이 속은 것을 깨달을 수 있을 거요. \! 카사미르는 당신을 강아지마냥 제멋대로 흔들어댈 수 있는 줄 알지...\| 우리는 놈에게 원하는 걸 줘선 안 돼!
"It is too late for that now, \n[8].\! One of us will die today, so unless you wish to leave this world in disgrace, raise your weapon!","그러기엔 너무 늦었다, \n[8]. \! 우리 중 하나는 오늘 죽을 테니, 수치 속에서 세상을 뜨고 싶지 않다면 무기를 들어라!"
"Ugh... you ARE a predictable oaf!\! Fine, then die the lapdog of a traitor!","아... 당신은 정말 구제불능의 멍청이군!\! 좋아, 그렇다면 반역자의 충견으로 죽도록 해!"
"Ugh...\| Donar, forgive me...","으윽... \| 도나르여, 용서하소서..."
With Terenor dead... what's going to happen??,테레노어가 죽다니...이제 어떻게 되는 거지??
A meaningless death.\! But Casamir's still out there.\! We need to stay vigilant!,의미 없는 죽음일 뿐. \! 카사미르는 아직 저기 어딘가에 있는걸. \! 경계를 늦춰선 안돼!
"Oh, Terenor died in battle?\! How unfortunate.\! It seems we will have to clean up this mess now.","오, 테레노어가 전투에서 죽었다고? \! 안타깝군. \! 그렇다면 우리가 이제 이 난장판을 치워야 할 것 같은데."
What the...?!,대체 무슨...?!
Such firepower...\| they lured us to a trap.\! As if they knew we'd be here exactly at this time. How...,이런 화력이 어디서... \| 놈들이 우릴 덫에 빠뜨렸어. \! 바로 이 때 우리가 여기에 있을 걸 알기라도 한 듯이. 대체 어떻게...
"Everyone, fall back to the keep!\! Stay out of range of those cannons! Maybe we can hold them off if we stand strong!","모두, 내성으로 후퇴해! \! 저 대포의 사거리 밖으로 물러나! 우리가 버티기만 한다면 지킬 수 있을 지도 몰라!"
Jules...\| we have followed \n[8] into the jaws of Hell...,줄스...\| 우리는 \n[8]을(를) 따라 지옥의 아가리까지 오게 됐어요...
"It is a tough situation indeed, Narima.\! We're still alive, though.","상황이 힘들긴 해, 나리마. \! 그래도 우린 아직 살아 있잖아."
"Jules, if it comes down to it, would you die for \n[8]?\! Would you die in this war among squabbling Veridian nobles?","줄스, 어쩔 수 없는 때가 오면, \n[8]을(를) 위해 죽을 수 있어요? \! 이 전쟁 통에서 티격태격하는 베리디아 귀족들 사이에서 정말 죽을 거에요?"
"Narima...\| we're all here together.\! I don't want anyone to die, and that includes you and I!\! Why are you so worried about me over the others?","나리마... \| 우리 모두가 여기에 있어. \! 난 아무도 죽지 않길 바라고, 거기에는 너랑 나도 포함되어있어!\! 다른 사람들은 제쳐두고 대체 왜 나만 그렇게 걱정하는 거야?"
"...\| Someday you'll know.\! But not today.\! Today your job is to survive, do you understand?!","... \| 언젠가는 당신도 알게 될 거에요. \! 하지만 오늘은 아니죠. \! 오늘 당신이 해야 할 일은 살아남는 거에요, 알겠어요?!"
"Same to you, Narima.\! You've looked out for me so much thus far, so I'm not going to let you throw yourself away either!\! Come on, let us defend this fortress as a true Sayunaari would!","너도 마찬가지야, 나리마. \! 지금까지 날 돌봐줬으니, 오늘은 네가 몸을 던지는 걸 그냥 두고보진 않겠어! \! 생각해 봐, 진정한 사유나 사람답게 이 요새를 지키자고!"
Truly noble in deed... Donar watch over you.,정말 끝까지 고귀하시군요... 도나르께서 당신을 지켜주시길.
"Sybil, you stay sharp out there, y'here me?\! I got a funny feelin' about me now.\! Not a good one.","시빌, 정신 바짝 차리고 있어, 내 말 알겠지? \! 지금 느낌이 아주 이상해. \! 좋은 쪽으로는 아니야."
You goin' soft on us or what?!\! This is what I live for!\! My heart is racing...\| if only I could feel like this all the time.\! It's like there's fire flowing through me!,아니 아저씨 갑자기 말랑해지기라도 한 거에요?! \! 난 이걸 위해 산다고요! \! 내 심장이 뛰고 있어... \| 늘 이런 느낌이라면 좋겠는데.\! 피를 타고 불길이 도는 느낌이야!
"Listen t'me, kiddo...\| this ain't lookin' pretty.\! I been down this road before.\! You'd should trust this old man's gut feelin' - it's the best friend I got.","꼬마야, 내 말 잘 들어... \| 지금 돌아가는 상황이 별로 좋지 않아. \! 이런건 전에도 본 적이 있다고.\! 이 늙은이의 직감을 믿어야 해 - 내 가장 좋은 벗이니까."
...\|Whaddya mean?\! You don't think we'll make it?!,...\|무슨 뜻이죠? \! 우리가 살아남지 못할 거라는 건가요?!
"Ain't nothin' like that, just...","그런 건 아니야, 그저..."
"Barnabas...\| How'd such a sweet man end up a soldier anyway?\! Come on, we can do this!\! They'll have to kill me a thousand times before they win!","바나바스... \| 이렇게 다정한 남자가 어떻게 군인이 된 거지? \! 자, 우린 할 수 있어요! \! 저들이 이기려면 날 천 번은 죽여야 할 거에요!"
"Stefan, you seem shaken.","스테판, 떨고 있는 것 같은데."
I'm doin' okay!\! No really... I'm fine!,난 괜찮아! \! 아니 정말... 난 괜찮다구!
It seems the enemy has lured us into an impossible situation.\! This may be the end.,적이 우리를 말도 안되는 상황에 몰아넣은 것 같군. \! 이게 끝일 수도 있겠어.
"...\| Y'always were a bright and sunny personality, Diana.","... \| 당신은 언제나 밝고 환한 품성을 보여줬지, 다이애나."
"As you would say, ""don't shoot the messenger.""",넌 “메신저를 쏴선 안돼.”라고 말하곤 했지.
"Yeah, I'd probably say that...","그래, 그런 말을 했던 것도 같네..."
"Yer serious, aren't ya...","너 지금 진지하구나, 응..."
"Stefan... this is not the life for you.\! I will not tell the others should you happen to slip away.\! If I fall in battle, I need you to protect my Alex.","스테판... 이런 삶은 널 위한게 아니야. \! 네가 조용히 빠져나간다고 해도 아무한테도 말 안 할게.\! 내가 전투에서 쓰러진다면, 네가 내 알렉스를 보호해 줘."
Diana...,다이애나...
Just promise me that...,그냥 약속만 해 줘...
