ENGLISH,KOREAN
Hello again Diana...,다시 안녕 다이애나...
...Snuck up on me there.\! ...How long have you been there?,...몰래 다가와서 좀 놀랐네요.\! ...거기 얼마나 있던 거에요?
"Aha, is that for me?\! Me like eat.","아하, 그거 날 위한 건가요? \! '다이애나 먹는 거 좋아한다'."
"Heh...\| Yes, I've attempted to extend our supplies by using fewer base ingredients, while mixing in some local flora.","헤... \| 맞아요, 난 일부 지역 자생 식물들을 혼합하는 식으로, 기본 재료를 보다 적게 사용해 우리의 보급을 늘리려고 시도해 봤어요."
"By Donar, you are too kind to me. You don't have to keep this up...","도나르여, 내게 너무 친절한데요. 계속 이럴 필요는 없어요..."
But my muscles do appreciate it.,하지만 내 근육은 고맙다고 하네요.
...Yes big...\| I-I mean!!\| I'm sure they...,... 그래요 큰... \| 내-내 말은...\| 난 분명...
"Yep, thought so.","어휴, 그럴 것 같더라니."
"It's just...\| No, I don't mean to... It's just who you are... you're just a mystery to me.","그건 그냥... \| 아니, 그러려던 건 아니고... 그냥 네가 그래...넌 내게 수수께끼야."
"Mmhmm. I suppose, for your sake, I will have to convince myself that it is my ""mysterious personality"" that has you fixated.","으음. 널 위해서라도, 내 ‘수수께끼 같은 성격’이 널 홀린 거라는 점을 스스로에게 납득시켜야 할 것 같네."
Heh... yeah.\| I shall now hide for the rest of my life. Good day.,헤... 그러게. \| 난 이제 내 남은 생을 숨어 지내야겠다. 이만 안녕.
