ENGLISH,KOREAN
My king. All is well. The Dargon dynasty is restored.,왕이시여. 모든 것이 순리되로 되었나이다. 다르곤 왕조는 복벽되었습니다.
"I'll never get used to that...\| Especially from you, Narima.","난 영 적응을 못하겠는걸... \| 특히 너로부터는, 나리마."
"You must embrace your heritage.\! Our people are desperate for a return to the glory of old.\! Do not worry, we of the Scions of Dargon will not leave your side.","전하께서는 전하의 유산을 받아들이셔야 합니다. \! 우리 백성은 오래된 영광의 귀환을 간절히 기다리고 있습니다.\! 걱정 마십시오, 저희 다르곤의 후예들이 전하의 곁을 떠나지 않을 겁니다."
"Thanks so much...\! But please, you've done so much of the work!\! All I did was be born!\! You should still refer to me as Jules.","정말 고마워... \! 하지만 제발, 지금껏 너무 고생했잖아! \! 내가 한 일은 그저 태어난 것 뿐인데! \! 날 그냥 줄스라고 불러 줘."
"That is another matter...\! The name 'Jules' was given to you by Veridian aristocracy.\! It is not a proper name for a Sayunaari king.\! May I suggest Kasim, the name of your great grandfather, the first descendant of Dargon who was denied the crown.",그건 다른 문제입니다...\! ‘줄스’라는 이름은 베리디아 귀족이 준 것입니다.\! 사유나의 왕에게 걸맞는 이름이 아니지요.\! 다르곤의 혈통 중 정당한 왕위를 처음으로 받지 못하셨던 전하의 증조부, 카심 님의 이름은 어떠실지요."
King Kasim of Dargon...\| Well...\| Let me think about it!,다르곤의 왕 카심 이라... \| 글쎄... \| 한 번 생각해 볼게!
Have you considered acquiring a Queen to pass on your royal lineage?,왕가의 혈통을 보존하기 위해 왕비를 구할 생각은 해 보셨는지요?
"'Acquiring'? Haha, not yet...","‘구해’? 하하, 아직은..."
"I implore you to take a Sayunaari woman. A tender, pretty one.\! When we have time, you will find that Sayunaa is overflowing with them.","부디 사유나 여인을 택하시길 간청드립니다. 부드럽고, 예쁜 여인으로요. \! 시간이 나면, 사유나에 그런 여자가 넘친다는 걸 아시게 될 겁니다."
"Oh, okay.\! Well... what about you?\! You're a Sayunaari woman, are you not?","오, 알았어. \! 음... 넌 어떨까?\! 너도 사유나 여자잖아, 아니야?"
"My king...\| I am hardened by war. I could not provide a warm haven for you to rely upon as a man.\! Sayunaari men like you are traditional, and would be better served...","왕이시여... \| 저는 전쟁으로 거칠어졌습니다. 전하께서 한 명의 남자로써 기댈 수 있는 따뜻한 안식처가 되어 드릴 수 없습니다. \! 전하 같은 사유나 남자는 전통적이니, 다른 이를 찾으시는게 더..."
"But I'm not like them at all, I love that you're tough and determined. Like a war goddess!\! But please don't think about that. Even with all you've been through, you never lost sight of your life's work.\! I have never admired one as much as I do you...\| You are Sayunaa's greatest hero!","하지만 난 그들 같지 않아, 난 네가 강인하고 단호해서 좋은걸. 전쟁의 여신처럼! \! 그러니 그런 생각은 하지 마. 그간 겪어온 모든 일에도, 넌 필생의 과업을 놓치지 않았는걸. \! 너처럼 존경스러운 사람은 본 적이 없어... \| 넌 사유나의 가장 위대한 영웅이야!"
"You humble me...\| Jules...\| you face tremendous challenges.\! I will let you fall back into me for refuge, whenever you need. Forever and beyond, my king...","절 겸손하게 만드시네요... \| 줄스... \| 당신 앞에는 엄청난 도전이 놓여 있어요. \! 필요할 땐 언제든 제게 돌아오세요. 앞으로도 영원히, 그리고 그 이후로도요, 내 왕이시여..."
