ENGLISH,KOREAN
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]","\c[1]엠보어 궁전, 야로미어 공작의 알현실\c[0]"
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...","아... 드디어 만나는군.\! 덕분에 엠보어 공작령을 재건할 수 있었어, 고맙.."
By the Avatars...,화신이시여...
You are...,당신은...
\n[8].\! I take it you are Duke Jaromir?,\n[8]. \! 그러니까 당신이 야로미어 공작입니까?
"What the...\| Guess I look the part, huh?","도대체 무슨... \| 내가 화신인게 그렇게 티나나요? 하하"
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...","도나르께서 제 앞에 서 계십니다. \! 어떻게 당신 앞에 무릎 꿇지 않겠습니까?! \! 당신께서 여기 임하셨습니다, 그저 신화나 전설이 아닌 그 이상으로... \! 이건 제 인생 최고의 순간입니다..."
"Alright, alright, let's just be people here...","좋아요, 좋아, 이제 그냥 사람 대 사람으로 얘기하죠..."
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...","우리 세계의 악을 파멸시키러 오셨군요. \! 다른 가능성은 없겠지요...제발, 당신의 군에 절 합류시켜 주십시오, 신성한 도나르시여..."
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.",난 아직 군대라 부를 것도 없어요. \! 하지만 당신처럼 악을 물리칠 기회를 기다리는 사람들이 많다는 건 알고 있죠.
"It's quite a risk, the Empire's going to want your hide...","당연하지만 상당히 위험할거에요, 제국은 당신의 가죽을 산 채로 벗기려 들겠지요..."
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!","제 땅, 제 자원, 제 검은 당신의 것입니다, 신성한 도나르시여. \! 제 군대는 베리디아에서 가장 강인합니다. \! 어서, 저희에게 신성한 임무를 하명하십시오!"
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!","저한테 절하지 마세요. \! 우리는 제국이 아닙니다, 우리는 베리디아의 자유인입니다. \! 명망높은 엠보어의 전사들이 전장에서 무엇을 할 수 있는지 봅시다!"
