ENGLISH,KOREAN
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?","알았어. 약속대로, 요청한 모든 마무리지어야 할 일들을 마무리했어! \| 알렉스가 아직 좀 속상해 있지만, 곧 괜찮아질 거야. \! 이제, 우린 어디로 가지?"
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.","스테판, 경고하는데, 내가 가는 곳에는 도둑질이 거의 없어. 네가 좋아할 곳은 아니야."
Oh yeah? Try me!,오 그래? 어디 말해 봐!
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.","그로트너. \| 베리디아 정찰병들이 그곳에서 광신도 생존자들을 추적하고 있어, 탐험되지 않은 대륙이 있는 동쪽으로. \! 말로 표현할 수 없는 공포로 찬 얼어붙은 지옥도지."
Fair enough. What drives you to go? A little sight seeing?,좋은 것 같네. 왜 그리 가는 건데? 관광이라도 하려는 거야?
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","자나투스의 유언이 아직도 내 귀를 맴돌아. 난 답이 필요해, 스테판. \| 진짜 도나르가 누구야? 왜 날 부활시켰지? \| 그리고 어떻게? \| 내가 아직도 원래의 나는 맞아? \! 그리고 자나투스.. 놈은 죽음 직전에 이상하게 차분했어.그리고 난 놈의 말을 믿어..."
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?","잘 알아들었어, 선택된 자. \| 하지만 잠시 내가 소박한 반박을 하자면.. \| 지금까지의 내 커리어는 어떻게 되는지 생각해 봐! \! 도둑에서 타이드리버 무법자가 됐다가, 교단 첩보원을 거쳐 네 개인 암살자까지, 그리고 이젠 다시 매이지 않은 몸이 됐네!\| 멋지고 잘생긴 모험가를 위한 자리도 있겠지?"
...\|There's probably no brandy where we're going either.,\|우리가 가는 곳에는 아마 브랜디도 없을 거야.
"Ah! Yes, of course.\| Well then, best of luck to you!","아! 그래, 물론이지. \| 그럼, 혼자 잘 해봐! 행운을 빌게!"
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?","스테판. \| 이 장난꾸러기야. 우리는 범죄의 파트너잖아, 기억해? \| 같이 올 거야, 말 거야?"
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.","헤... 네 말이 맞아,\n[8]. \| 우린 많은 일을 헤쳐왔지, 너랑 나. \! 이 기억들은 도나르가 창조한 어떤 보물보다도 내겐 더 소중해.\! 만약에 네가 말한 것처럼 그로트노의 공포들이 정말 이루말할 수 없이 끔찍하다면, 뭐 너 만큼 믿음직한 사람이 또 없겠지."
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...","우린 괜찮을 거야. \| 네가 옆에 있을 때는 모든 게 다 잘 될 것 같아, 완전히 무적이 되는 기분이거든. \! 베리디아의 녹색 평원에는 작별 인사를 하는 게 좋겠어, 아주 오랫동안 다신 볼 수 없을 테니까..."
