ENGLISH,KOREAN
Legends 1B: Defend the Claim,전설들 1B: 권리주장의 방어
"Lord Terenor is being attacked at Fort Eureeka. Why does he not simply withdraw?! We are forced to break the siege coming from the west.\! You, soldier, to me! What is your name?","테레노어 공작은 유리카 요새에서 공격 받고 있어. 그냥 후퇴하지 않는 이유가 뭘까?! 우리는 서쪽에서 오는 적의 공성을 막아내야 해. \! 너, 병사, 이리 와! 이름이 뭔가?"
"Here, Captain! Barnabas Fitch, of Melmonde, sir!","예, 대위님! 멜몬드의 바나바스 피치입니다!"
"I noticed the way you handled yourself at Armitage. Well done, soldier.\! Melmonde? It seems your home town may soon be on the front lines of battle.\! Do you think you can lead a heavy cavalry detachment? Speed is of the essence in this mission and we will need young men like you most of all.","아미티지에서 자네의 활약을 봤다. 잘 했어, 병사. \! 멜몬드라고? 고향이 곧 최전선이 될 수도 있을 것 같군. \! 중기병 분대를 이끌 수 있을 것 같나? 이번 임무의 핵심은 속도고, 우린 무엇보다 자네 같은 젊은이가 필요하다."
"Y-yes sir, I mean...\| I'll do what I can, Captain!\! Ain't much different than wranglin' wild horses back at the family farm, right?!","예-예, 그렇습니다... \| 최선을 다하겠습니다, 대위님! \! 집안 농장에서 야생마랑 다투던 때랑 별다를 거 없지 않나, 그렇지?!"
"Be sure not to let your men hear such a metaphor, kid.\! Lessons later, we need to move to Fort Eureeka. On the double!","부하들이 그런 비유를 듣지 못하게 해, 꼬마. \! 훈계는 나중에 하지, 우리는 유리카 요새로 이동해야 한다. 서둘러!"
"The age of Veridia will soon come to an end!\! Men of Ezrum, go, and bring glory to Sayunaa in my name!\! And we shall reduce Stormrook to rubble - these arrogant Midlander pigs must be sent a message. They will fear the utterance of the name, Rostam, Duke of Ezrum, ruler of Veridia!","베리디아의 시대가 곧 끝난다! \! 에즈룸 군사들이여, 가라, 내 이름으로 사유나에 영광을 가져오라! \! 그리고 스톰루크를 돌무더기로 만들어라 - 이 오만한 중간지대의 돼지들에게 전갈을 보내라. 베리디아의 통치자, 에즈룸의 공작, 로스탐의 이름만 들어도 떨게 하라!"
By Donar... Sayunaa has decided to move. We were told they would remain neutral!,도나르의 이름으로... 사유나가 결국 움직이기로 결정했군. 저들은 중립을 지킬거라고 다들 그러더니!
"Where I come from, a man 'n his word are all he's got! What gives?!",제 고향에서는 사나이에게서 그의 말을 빼면 남는건 시체 뿐이라고들 했었는데! 이게 대체 어찌된 일이죠?!
"We've seen the death of honor for some time now, soldier. Truth be told, this should be a surprise to no one.\! We must now protect both Fort Eureeka and Stormrook as well.\! May these treacherous Sayunaari not hold one parcel of Veridian ground!\! The walls of Stormrook have not fallen in a thousand years. Today shall be no different.","명예가 죽어버린 것을 보는 것은 이미 상당히 된 일이다, 병사. 사실을 말하자면, 누구도 놀랄 소식은 아니야. \! 우리는 이제 유리카 요새와 스톰루크를 둘 다 보호해야 한다. \! 이 기만적인 사유나 인들은 베리디아 땅을 단 한 치도 차지할 수 없을 것이다! \! 스톰루크 성벽은 수천 년 동안 쓰러진 적이 없다. 그것이 오늘이라고 다를 리는 없지."
