ENGLISH,KOREAN
\n[8].\! Got a minute?,\n[8]. \! 시간 있나?
"For you, always.","당신을 위해서라면, 언제든지요."
Eh... this kind of advice givin' isn't really my thing.,에...이런 종류의 조언은 내 스타일이 아닌데.
"Whoa, who died, anyway?\! You're so serious at the moment, old man.","워, 누가 죽기라도 했어요?\! 너무 진지한데요, 아저씨."
...Old man...,...아저씨라...
"Listen, I know I'm no spring chicken, but my mind's still sharp as a tack.\! And I have a good mind to tell you you're breakin' a lotta hearts 'round here.","들어봐, 난 내가 팔팔한 청년은 아니란 걸 알지만, 정신만큼은 여전히 날카롭다고 생각해.\! 그리고 네가 여기 사람들 여럿의 가슴을 찢어놓고 있다는 걸 알려줄 정도로 마음이 착하기도 하지."
I beg your pardon??!,지금 뭐라고 하신거에요??!
"Just...\| I'm sure at this point I got nothin' more to teach you about swordplay.\! But I still notice these young fellas 'round you...\| You just gotta be aware of their intentions.\! Just...\| keep that in mind for me, alright?","그냥...\| 이 시점에서는 너한테 검술에 대해서는 더 가르칠 게 없으리라 믿는다.\! 하지만 네 주위에 얼쩡거리는 젊은 녀석들 말인데...\| 녀석들의 의도를 잘 알아두는 게 좋아.\! 그냥...\|날 위해 그 점을 염두에 둬, 알겠지?"
"Well... of course, Barnabas.","음...물론이죠, 바나바스."
"I'd hate to see you goin' down the wrong path.\! That's all I ever wanted for you, \n[8].\! Just to be surrounded by those who have your back 'til the very end.\! You know...","네가 그릇된 길로 가게 되는 건 보기 싫다.\! 널 위해 바라는 건 그게 전부다, \n[8].\! 끝까지 네 뒤를 지켜줄 이들과 함께 하는 것.\! 그러니까..."
Kinda like a guy like me would.,나 같은 사람 말이야.
Yeah.\! A guy just like you would.,맞아요.\! 아저씨 같은 사람이면 딱 좋겠는데요.
"Come on, Barnabas. There's gotta be a thousand stars I can recognize out tonight.\! Join me for a walk?","가요, 바나바스. 오늘 밤엔 제가 알아볼 수 있는 별이 천 개는 뜰 거에요.\! 저랑 같이 걸을래요?"
"Sure thing, \n[8].\! I would ask you to lay off the ""old man"" thing, but... I know how that goes.","물론이지 \n[8].\! ""아저씨""는 그만두라고 하고 싶지만... 어떻게 될지 아니까 포기하지."
"Haha, right you are.","하하, 절 너무 잘 아세요."
