ENGLISH,KOREAN
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,줄스! 들었어? \! 다애이나가 날 성기사로 임명했어. 더 이상 무대 뒤에서 허드렛일 할 필요가 없어!
Yeah... I heard. That's great! I knew you could do it.,그래... 들었어. 멋지다! 해 낼 수 있을 줄 알았어.
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.",처음에는 내가 규율이 부족하다고 생각하는 것 같더니 갑자기 마음을 바꿔 내게 왔어. \! 누군가 마음을 바꾸도록 설득하기라도 한 것처럼.
Wait... did you???,잠깐...설마 네가???
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","이 업적은 온전히 네 몫이야, 시빌. \! 하지만 난 널 오래 알아왔지. 모두가 네 패기를 나만큼 이해하는 것 같진 않아. \! 넌 늘 그래왔듯, 성기사가 될 자격이 있어."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","네가 도와준거지? 그치? \! 오, 고마워, 고마워, 고마워! 성기사가 되는 거야말로 내가 언제나 원했던 것이었어. \! 어서 나가서 저 얼간이들을 무찌르고 싶어!"
Jules...\! Why do you seem a little blue now?,줄스... \! 왜 우울해 보이는 거야?
Just don't forget about me when you're a big hero...,네가 대단한 영웅이 됐을 때 날 잊지만 말아 줘...
"Whaaaat, no I would never!!\! You're the best thing...","뭐어어? 아니 절대 안 잊지!! \! 넌 내 최고의..."
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","내 일생 최고의 선물이라고, 줄스. \! 내가 얼마나 많은 사람들을 밀어내도, 넌 언제나 항상 곁에 있어줬잖아."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","시빌, 난 때로 내가 혼자라는 생각이 들어서 울적해. \! 홀로 다른 이들을 떠받치는 외로운 이 같아서. \! 나조차도 가끔은 나를 좀 도와달라고 요청할 수 있는 거잖아, 안 그래?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?","*으으으음쪽!*\!자, 이런 도움은 어때?"
Sybil...,시빌...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!, 넌 다정한 사람이야. \! 하루라도 더 그런 기분으로 지내게 두진 않겠어. \! 내가 우리 줄스에게서 우울한 기분을 무찔러 줄테니까!
I think I'd like that Sybil...,"그건 좋네, 시빌..."
