ENGLISH,KOREAN
Chapter 10: To War,제 10장: 전쟁으로
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!","이것이 그 위대하다던 이산테르 공작령인가? \! 수 세대 동안 우리의 강력한 라이벌이었던? \! 농담이 심하군. \! 사령관, 저들의 수도에 모든 병력을 당장 보내시오!"
"Diana, is the Temple prepared to go to war against Rimorgue?","다이애나, 도나리교는 리모르그와의 전쟁 준비가 되어 있나요?"
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,이 전쟁은 준비가 됐든 안됐든 우리가 치러야 하는 겁니다. \! 이산테르만이 우리를 파멸에서 가로막아주고 있어요. \! 저들의 수도가 무너지도록 둘 수는 없죠.
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.",알겠어요. \! 우린 남쪽으로 진군하며 최대한 서둘러야 해요. \! 트루세아를 동부군으로부터 탈환할 수 있다면 더 좋겠군요.
"Hello again, blue-haired human.","안녕하신가, 파랑 머리 인간. 다시 보게 되었다."
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,어 이런. \! 리모르그 군에서 설마 의뢰를 받은게 아니면 좋겠는데요...
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.","라스쿠자는 테레노어라는 사람한테 제안을 했지만, 라스쿠자는 그 자의 인품이 마음에 들지 않았다. \! 파랑 머리 인간이 대화하기에 더 좋다."
"Oh... well, thanks!","오...음, 고마워요!"
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.","라스쿠자는 파랑 머리 인간에게 무료로 용역을 제안하겠다. \! 하지만 인간의 내전이 끝나고 나면 보다 더 큰 보상을 기대할거다. \! 파랑 머리 인간이 거절하면, 대단히 멍청한 거라고 할 수 있겠다."
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].","반박할 수가 없군요. \! 그럼 계약한 겁니다. \! 말만큼 유능하다면, 로테어 공작이 분명 당신의 노고를 치하해 줄 거에요. \! 파랑 머리 인간의 이름은 \n[8](이)에요."
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do.","\n[8]은 지혜가 뛰어나다. \! 인간들 잘 봐라, 이제 정예 바렉 토르 용병이 무엇을 할 수 있는지 알게 될 것이다."
