ENGLISH,KOREAN
Sir Jaromir...,야로미어 님...
Donar's mercy...\| you live and breathe.,도나르여 자비를...\| 아직 살아 숨쉬고 계시는군요.
"Only by the mercy of the Nephilim Army. In truth, I should not.","네필림 군의 자비 덕분이에요. 사실, 살아서는 안됐는데."
...\| Why?,... \| 왜 그렇게 생각하는거요?
I...\| am a coward.,난...\| 겁쟁이에요.
How could you speak such words?,어떻게 그런 말을 할 수가 있소?
"You do not see it? Sir Jaromir...\| I am a Swordmistress of Sayunaa, sworn to give my life for the integrity and sovereignty of my homeland.\! Now that I have traded my honor to spare my life, that title rings hollow.\! Sayunaa was subdued with nothing but words from the Veridian enemy.",모르겠어요? 야로미어 님... \| 저는 조국의 청렴과 주권을 위해 목숨을 바칠 것을 맹세한 사유나의 검후에요. \! 이제 내 명예를 내던지고 목숨을 건졌으니 그 칭호는 공허하게 들리네요. \! 사유나는 고작 베리디아 적도의 말뿐만으로 제압당한 셈이죠.
"Swordmistress of Sayunaa...\| what a grand title. Fitting, for a grand woman.",사유나의 검후... \| 대단한 칭호요. 대단한 여성에게 걸맞는군.
"I do understand fully, the need to put one's life below that of your sovereign. But, if I could share some insights from my talks with \n[8].\! I believe, if \n[5] were to opine, \n[5] would highlight that we live in an age of profound evil. That, as \n[5] would say ""lofty concepts"", such as reason and honor, have all but been thrown to the wind.\! That your chosen course was far wiser, that you not waste the gift Donar has asked you to use to better this world.\! And to the last part, I cannot disagree.","난 당신이 한 사람의 목숨보다 왕국의 주권을 우선시해야 할 필요성을 충분히 이해하오. 하지만, 내가 \n[8]와(과) 대화하면서 얻은 몇 가지 통찰을 제공해도 괜찮겠소? \! 내 생각에, 만약 \n[5]이(가) 의견을 밝힌다면, \n[5]도 우리가 심각한 악의 시대에 살고 있다는 것을 강조할 거라 믿소. 즉, \n[5]이(가) 말하듯 ‘고귀한 개념’, 예를 들자면 이성과 명예와 같은 것들이 바람에 흩날려 사라져 버린 시대라는 거요. \! 당신이 선택한 과정이 훨씬 현명했음을 알고, 도나르가 이 세상을 더 좋게 만들기 위해 당신에게 부탁한 선물을 낭비하지 않았으면 하오. \! 특히 그 마지막 부분은 동의하지 않을 수 없소."
"To dispose of these so-called lofty concepts as a means of gaining advantage...\| That is the way of the schemer. The charlatan.\! It is, so...\| if you'll forgive the analogy...\| Veridian.","소위 고귀한 개념들을 포기해서 이득을 얻는 수단으로 사용하는 것... \| 그건 책략가의 방식이죠. 사기꾼과 같은. \! 그건, 마치... \| 비유를 용서해 준다면...\| 베리디아인들 같네요."
Ha. Of course.,하. 물론이오.
"Sir Jaromir, I believe I am hearing you correctly. There is wisdom in \n[8]'s philosophy from a certain point of view.","야로미어 님, 제가 제대로 들었다고 믿어요. 어떤 관점에서 보면 \n[8]의 철학에는 분명 지혜가 있는 것 같네요."
If you had resisted... if you had gone against the wishes of your leaders...,만일 당신이 저항했다면...당신이 지도자들의 의도에 반발했더라면...
"The military of Casamir was beyond anything we could have imagined. Had we resisted, our defenses would surely have been crushed. And...","카사미르의 군대가 우리가 상상할 수 있는 어떤 것보다 더한 짓을 했겠죠. 우리가 저항했다면, 우리 방어력은 분명 궤멸됐을 거에요. 그리고..."
"So too would be the soul of Sayunaa. It would take generations to recover, if at all.\! What is more fundamental to that which defines you? And your homeland?\! I believe Donar would see it that, Swordmistress of Sayunaa, you have fulfilled your duty. By surviving.","사유나의 정신도 마찬가지였을거요. 몇 세대는 지나야 겨우 회복되었겠지. \! 당신을 규정하는 것은 뭐가 더 근본적이오? 당신의 조국은? \! 도나르께서는, 사유나의 검후, 당신이 의무를 수행했다고 보실거요. 바로 살아남음으로써."
...Sir Jaromir...\| I did not anticipate this. But it seems Donar has seen fit to deliver you to Sayunaa.\! We truly need your aid...,...야로미어 님... \| 이건 기대치 못했네요. 하지만 도나르께서는 당신을 사유나로 보내는 것이 맞다고 보신 것 같아요. \! 우리는 진실로 당신의 도움이 필요해요...
...Just as I once did yours.,...내가 한 때 당신에게 그랬던 것처럼.
Donar watch over us...,도나르여 우리를 지키소서...
