ENGLISH,KOREAN
"It is like a game of chess.\! You will command groups of soldiers known as ""Squads"", and each squad will have a leader.","체스 게임이랑 비슷해. \! 넌 ‘분대’단위의 병력 조직에 명령을 내릴 수 있고, 각 분대에는 분대장이 있어."
"You appear as blue, and the enemy team appears in red.","전장에서 네 부대는 파란색, 적은 빨간색으로 표시될거야."
"Time to engage in combat!\! First, you must move your squad next to me.\! Select your squad, then select the tile next to my squad on the map to move.","좋아 전투를 시작해 보자! \! 먼저, 네 분대를 내 옆으로 이동시켜봐. \! 분대를 선택한 다음, 지도에서 내 분대 옆의 타일을 선택하면 그 타일로 이동할거야."
"Right. Now, it's time to attack.\! Choose the attack option, then target me.\! Careful, defenders will counter attack if they can!","좋아. 이제 공격할 시간이야. \! 공격 버튼을 선택해서 나를 공격해. \! 조심해, 방어하는 쪽도 만약 가능하다면 반격할거야!"
This isn't exactly fair...,이건 내게 별로 공평하지 않은데...
"I am one soldier with one sword.\! You're going to command a whole army some day - you must think of yourself as a leader, and your followers are your sword and shield.\! First things first, show me what you've got!","나는 고작 칼 한 자루만 있는 병사 한 명일 뿐이라고. \! 넌 언젠가는 전체 군단을 지휘하게 될 거야 - 항상 네가 대장임을 명심하고, 네 동료들이 네 검과 방패라고 생각해.\! 할 수 있는 것부터 먼저 해 보자, 한 번 덤벼봐!"
Not bad.\! Now let's raise the stakes.,나쁘지 않네. \! 이제 수준을 올려보자.
"You're now leading a squad with a good balance of troop types.\! You've got heavily-armored troops in front, or ""Heavy Infantry.""\! Always rely on Heavy Infantry to serve as the backbone of your army, not only to protect weaker allies, but to rush down and attack.\! Your squad also has 3 ""Archers"".\! These long-range troops are not as sturdy, but can attack from a distance, avoiding counter-attack.","지금 넌 잘 훈련된 한 개 분대를 이끌고 있어. \! 전방에 중갑을 갖춘 병력, ‘중보병’이 있지. \! 중보병은 네 군대에서 척추역할을 해 줄거야. 이들은 보다 약한 유닛을 보호할 뿐만 아니라 적과 일선에서 치고받는 역할을 하지. \! 네 분대에는 또 3명의 ‘궁수’가 있어.\! 이 원거리 병력은 중보병만큼 튼튼하지는 않지만, 반격을 피해 먼 거리에서 공격할 수 있어."
"Your turn is up for now.\! Access the menu, and ""End Turn"" to proceed.",네 턴이 이제 끝났어. \! 메뉴로 가서 ‘턴 끝내기’를 눌러 계속하자.
"Now you're ready.\! Attack me, and try to take me down!","이제 다시 준비가 된 것 같네. \! 나를 공격해서 쓰러뜨려봐!"
"Nothin' to it. There's a great deal more to learn.\! But for now, you should be able to lead our forces against Antares.\! As we progress, tutorials will pop up, and you'll be able to access them whenever you want.","이제 다 됐다. 아직 배워야 할 게 굉장히 많이 남아 있기는 해. \! 하지만 지금으로서는, 안타레스를 상대로 우리 병력을 이끌 준비가 된 것 같아. \! 전투를 해나가다 보면 가끔 전술 가이드가 뜰거야. 게임 가이드는 메뉴에 별도로 저장되니 나중에 진행하면서 필요할 때 접속하면 돼."
