ENGLISH,KOREAN
"Hey, \n[8]! Are we leaving now?","이봐, \n[8]! 우리 이제 떠나는 건가?"
"Hi, Sybil. Yeah, it's that time. My role in Veridia is done for now. The Nephilim War is done, and Zanatus is finally dead.\! The time will come for me to face the people of Veridia, but not for a while.\! ...Didn't you say you had to serve the Temple for a year?","안녕, 시빌. 응, 때가 됐어. 베리디아에서의 내 역할은 이제 끝났어. 네필림 전쟁은 끝났고, 자나투스도 마침내 죽었으니. \! 내가 베리디아 사람들과 대면할 때가 오겠지만, 당분간은 아닐 거야.\! ...그런데 너 1년간 교단에 봉사해야 한다고 하지 않았었나?"
"Yeah, about that...","그래, 그거 말인데..."
Oh no. Don't tell me...\| you'll regret not doing that!,오 안 돼. 너 설마...\| 그러지 않은 걸 후회하게 될 거야!
"No, it's fine! I uh...\| found out exactly what you've got planned. And...","아니, 괜찮아! 난 어... \| 네가 정확히 무엇을 계획했는지 알아냈어. 그리고..."
...And you told Diana all about it.,...그리고 그걸 다이애나에게 전부 이야기 했구나.
"Yeah...\| sorry! But she said this counts, and that once I come back from Grothnor, I'll be a full Paladin for life!","그래... \| 미안! 하지만 그녀는 이것도 인정된다고 했었고, 내가 그로트너에서 돌아오면 난 평생 완전한 성기사가 될 거라고 했어!"
...You understand what Grothnor is?\| They say Donar's light has never touched that place.\! That Zanatus himself was born from its depths.,... 그로트너가 뭔지는 제대로 알아? \| 다들 도나르의 빛이 그곳에는 닿은 적이 없다고 하더라.\! 자나투스 자신이 그 심연에서 태어났다고.
"Oh, whatever, we can take it!\| So, what do you hope to find out?","오, 뭐가 됐든, 우리는 해치울 수 있어! \| 그래서, 뭘 찾길 기대하는 거야?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile.\! My resurrection leaves more questions that need answers, and my instinct points to the east, to Grothnor.","자나투스의 유언이 아직도 내 귀를 맴돌아. 그 말에서는 거짓이 느껴지지 않았어. 자나투스의 도나르에 대한, 그리고 나에 대한 증오는 설명할 수가 없어. \! 그런데 놈은 마지막 말을 남기면서 어떤 평화를 느끼는 것 같았어. 자기 임무를 마친 것처럼. \! 자나투스의 추종자 중 일부가 망명했다는 보고가 있어. \! 내 부활은 해답이 필요한 많은 질문을 남겼고, 내 본능은 동쪽, 그로트너를 가리키고 있어."
"I'm so fired up, \n[8], let's get going!\| Let's show these baddies there's nowhere they can hide!","피가 끓는군, \n[8], 그럼 가자! \| 이 악당들에게 숨을 데란 없단 걸 알려주자고!"
"Heh, of course, Sybil.\| I'm truly grateful you're on my side...","헤, 물론이지, 시빌. \| 내 곁에 함께 해 줘서 정말 고마워..."
