ENGLISH,KOREAN
\c[1]Port Jenos harbor\c[0],\c[1]제노스 항구 항만\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,당신의 군대가 출발하기 전에 와 주셔서 감사합니다. \! 확실히 타인을 신뢰하시는 편이시군요...
Who are you?,누구시죠?
My name is Lysander.,제 이름은 라이샌더입니다.
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,뭐... 라이샌더?! \! 라이샌더 장군? 제국군의?
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,네. 제국 사관학교에서부터 당신의 이름을 알고 있었지요. \! 이전에는 만나본 적이 없는 것 같군요.
I just thought you would be older...,난 당신이 나이가 더 많을 거라고 생각했는데...
Heh heh....,하하...
...How did you know where to find me?,...제가 여기에 있을줄 어떻게 알았죠?
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,지금 중요한 건 내가 당신을 위한 경고를 가지고 왔다는 것 입니다. \! 이미 소식이 퍼지고 있어요... 플로리나 여황은 살해당했다고요.
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.","전쟁이 임박했어요. \! 여황의 죽음이 오래된 상처를 후비고, 오래된 갈등에 불을 붙였지요. \! 두 강력한 공작 로테어와 테레노어가 그들의 군사를 움직였습니다. \! 내전이 일어나는 건 시간 문제입니다."
"Lysander, there's got to be more to this... and you know who.","라이샌더, 여기에는 더 많은 사람이 연관돼 있을 거에요...누군지는 당신이 알 거고요."
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...","말 조심해요, \n[8]. \! 수상은 대중에게 인기가 아주 높습니다. \! 강력한 아군들로 본인을 둘러쌓았지요..."
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...","그렇다면 당신도 그 자가 살해에 책임이 있는 거라고 믿는거죠? \! 솔직하게, 그냥 인정하세요! \! 카사미르는 오랫동안 황제가 되려는 욕망에 사로잡혀 있었죠. \! 무슨 짓이라도 했을 거에요..."
You must keep your voice down.,제발 목소리 낮춰요.
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.","우리 제국군에도 당신처럼 생각하는 사람들이 있어요. \! 경솔하게 행동하지 마세요. 카사미르가 결국은 실수를 할 겁니다. \! 지금으로선, 당신은 교단과 함께 해야 해요. \! 카사미르를 폭로할 수 있는 증거를 충분히 모으면, 당신을 찾아오지요."
"Until then, I trust you will keep this meeting to yourself?","그 때까진, 이 만남을 비밀로 간직하시리라 믿어도 되겠지요?"
Of course...,물론이에요...
