ENGLISH,KOREAN
Chapter 15: Westerfield Escape,제 15장: 웨스터필드 탈출
"We'll get 'im, Diana.\! Just like we'll save all of 'em from these bastards.","찾을 거야, 다이애나. \! 저 망할 놈들한테서 모두를 구한 것처럼 말야."
"...All in due time.\! Now we must escape to the safety of Centurion's Rest.\! If we can cross the bridge to the east, we can destroy it, and cut off the Imperial army's advance.","... 때가 오면 반드시. \! 이제 안전한 백인대장의 안식처로 피해야 해.\! 동쪽으로 다리를 건널 수만 있다면 그걸 파괴하고, 제국군의 진군을 막을 수 있어."
"They're using the river as their escape route.\! Do not harm the children, but the rebel fighters are forsaken.","저들이 강을 탈출 경로로 사용하고 있다. \! 어린아이는 해치지 마라, 하지만 반군 놈들은 용서하지 말고."
"You hear that, boys? That masked freak show wants us to go easy on these snot-nosed little goblins.\! Ignore him, our orders come from the Emperor! Slay them!","하이고 애들아 들었냐? 가면을 쓴 괴물이 저 건방진 고블린들을 살살 다루시랍신다. \! 저 자식은 무시하고, 황제께서 명령하신 대로 움직인다! 저들을 모두 베어라!"
"Do not engage the black knight!\! Everyone, move, on the double!","검은 기사와 싸우지 마! \! 모두, 움직여, 신속히!"
We can't destroy the bridge until it's clear!,모두 빠져나올 때까지는 다리를 파괴할 수 없어!
"If we destroy the bridge, any children still out there will be stuck on the other side.",다리를 파괴하면 아직 건너편에 남아있는 어린아이들은 꼼짝 못하게 될거야.
Yes,그렇게 한다
No,아니다
