ENGLISH,KOREAN
"So, my father is...","그럼, 내 아버지는..."
He's gone from this place.,이 세계에서 사라졌지.
"He's a tricky one, \n[8]...\| I wouldn't rest easy until you've killed that man a hundred times.","그 사람 참 까다로운 양반이야, \n[8]... \| 나라면 네가 그 자를 수백 번은 죽일 때까지는 안심하지 못할 거야."
"I am sorry, Nephilim.\! None of the others deserve blame. All of it falls onto me.","미안합니다, 네필림. \! 다른 이들은 탓하지 말아주십시오. 모두 제 탓입니다."
Lysander...,라이샌더...
"I failed to stop you from completing the prophecy.\! Do to me what you must, \n[8].","당신이 예언을 완수하는 걸 막지 못했습니다. \! 당신께서 해야만 하는 일을 내게 하십시오, \n[8]."
Just because you didn't succeed...\! Just because you didn't have the physical force to stop me...\! that doesn't make you wrong.,네가 성공하지 못했다고 해서... \! 날 막을 물리적 힘이 없다고 해서...\! 네가 틀린 건 아니야.
"Here, take the Lightfury.\! Strike me down, I will not fight back.","여기, 라이트퓨리를 받아. \! 날 베어넘겨, 저항하지 않을 테니."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down a monster.",난 지금 죽어도 불평 못 해. 넌 아미티지에서 무슨 일이 일어났는지 봤지. \! 나한테 맞설 배짱이 있는 건 너 뿐이었어. \! 지금이 괴물을 물리칠 네 기회야.
...\| I'd sooner fall on the blade myself...,... \| 차라리 나 자신을 칼날에 던지는 편이 낫겠군요...
Look around you. The sky's already changed.\! Everything that's happened has lead to this... the final invasion of Tahnra.\! Indeed perhaps this was all meant to be.,주위를 봐. 하늘이 이미 바뀌었어. \! 일어난 모든 일들이 이런 결과를 낳았어... 탄라의 마지막 침공.\! 어쩌면 이 모든 것이 예정된 거였을지도.
"Just as it was written in the forbidden pages, Zanatus has retreated to the Divine Realm beyond the gate at Mount Ptolomea.\! He must be utterly destroyed before he can fully recover.\! Now that \n[8] has claimed Lightfury, the way to the Divine Realm is open.\! So too is the way from there to our world.","금지된 페이지에 써 있었던 것처럼, 자나투스는 프톨로메아 산의 관문 너머 신의 영역으로 후퇴했어. \! 놈이 제대로 회복하기 전에 완전히 파괴해야해. \! 이제 \n[8]이(가) 라이트퓨리를 손에 넣었으니, 신의 영역으로의 길이 열렸어. \! 그 영역으로부터 이 세상으로의 길도 열렸지."
"Lysander, those who followed him...\| I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","라이샌더, 그리고 라이샌더를 따른 이들은 내 말을 들어봐... \| 난 놈의 힘을 느꼈어. 설명할 수는 없지만 그는 확실히 이 세상의 존재는 아니야. \! 우리가 서로에 대해 어떻게 생각하는지는 상관 없어... 우리를 이 시점까지 오게 한 것이 무엇인지도 관계 없어. \! 우리가 지면, 탄라는 어둠에 삼켜질 거야, 영원히.\! 우리는 하나여야 해, 최소한...이번 마지막만큼은."
There is no greater blight to exist than Zanatus...\|I will spend my last lifeblood to fight him.,자나투스보다 더 큰 병은 존재하지 않아...\|난 내 마지막 피 한 방울까지 놈과 싸우는 데 바치겠어.
Thank you...\| Donar be with us.,고마워... \| 도나르여 우리와 함께 하소서.
"\n[8]...\| you're alive, and that's all that matters now.\! Do to me what you must...","\n[8]... \| 네가 살아 있으니, 이제 중요한 건 그것 뿐이야.\! 네가 해야만 하는 일을 내게 해..."
Just because I won...\| doesn't make you wrong.,내가 이겼다고 해서...\| 네가 틀린 건 아니야.
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down yet another tyrant.",난 지금 죽어도 불평 못 해. 넌 아미티지에서 무슨 일이 일어났는지 봤지. \! 나한테 맞설 배짱이 있는 건 너 뿐이었어. \! 지금이 또 다른 폭군을 물리칠 네 기회야.
...\| \n[8]...\| I would rather die a thousand of the most gruesome deaths.\! I...\| you know I...,...\| \n[8]... \| 나는 차라리 가장 끔찍한 죽음을 수천 번 맞겠어. \! 난...\| 알잖아...
"Yeah, I know. I love you too, even through your obnoxious hubris. We can come back from this... we will.","그래, 나도 알아. 나도 널 사랑해, 네 불쾌한 자만심에도 불구하고. 우린 다시 원래대로 돌아갈 수 있어...우린 반드시 그럴거야."
"I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","난 놈의 힘을 느꼈어. 설명할 수는 없지만 그는 확실히 이 세상의 존재는 아니야. \! 우리가 서로에 대해 어떻게 생각하는지는 상관 없어... 우리를 이 시점까지 오게 한 것이 무엇인지도 관계 없어. \! 우리가 지면, 탄라는 어둠에 삼켜질 거야, 영원히.\! 우리는 하나여야 해, 최소한...이번 마지막만큼은."
There is no greater blight to exist than Zanatus...\| We must spend our last lifeblood to fight him.,자나투스보다 더 큰 병은 존재하지 않아... \| 우리는 마지막 피 한 방울까지 놈과 싸우는 데 쏟아야 해.
Thank you...\| everyone. Donar be with us.,고마워... \| 모두. 도나르여 우리와 함께 하소서.
