ENGLISH,KOREAN
Chapter 18: Emborian Dawn,제 18장: 엠보어의 새벽
Diana...\| I can't tell you what a relief it is to see your face again.,다이애나... \| 다시 얼굴을 보게 되니 얼마나 안심 되는지 말로는 다 못 전하겠어.
"I have proven a failed leader.\! Casamir is strong as ever, and almost all signs of the Temple are gone.","난 지도자로서 실패했어. \! 카사미르는 너무도 강대해서, 이제 도나리교는 거의 자취를 감추다시피 했어."
"You punish yourself far too much...\| Because of you, all hope is not lost.",너무 자책하지 마... \| 네 덕분에 아직 희망이 남았으니까.
It is my son.\! I fear I will lose myself completely if I lose him.\! \n[8]...,내 아들... \! 내 아이를 잃는다면 나 자신도 완전히 잃게 될까봐 걱정돼.\! \n[8]...
"Remember when you told me you would be my ally, and no one I cared about would be left behind?","내 아군이 되어 주겠다고 했던 것 기억해? 내가 소중하게 여기는 이는 단 한 명도 버려지지 않을 거라고 약속한 것도?"
"Your son's out there, and I'll spend my last breath to help you find him.\! You shouldn't have to bear the burden alone anymore.\! You are Diana, the greatest Paladin of all time, Nephilim Avatar of might - don't let the enemy forget that!","네 아들은 저기 어딘가에 있어, 그리고 난 네가 아들을 되찾을 수 있도록 내 목숨을 걸 거야. \! 이제 혼자서 짐을 다 질 필요는 없어. \! 다이애나 넌 역사상 가장 위대한 성기사이자, 신력의 네필림 화신이야. 적이 그걸 뼈저리게 느끼게 해줘!"
...Thank you.,...고마워.
"I could swear, this is all just a night after far too much drink, m'friend.\! Seein' ghosts here.","맹세컨데, 이건 너무 많이 마신 다음 날 저녁 같다고 친구. \! 막 눈앞에 헛것이 보인다고 해야하나."
What's even more amazing is you're still in one piece.,더 놀라운 건 네가 아직 멀쩡한거 아닐까.
"Sure, 'cept I didn't come crashin' down on a lightning bolt from the sky.\! What gives, anyway?","그래, 그런데 나는 하늘에서 번개를 타고 지상에 내리꽂지는 않았다고. \! 어쨌든, 대체 어떻게 된거야?"
"Didn't you feel a certain energy up on that mountain, before I arrived?",내가 도착하기 전에 저 산 꼭대기에서 어떤 기운을 느끼지 못했어?
"Yeah. Got all uh...\| tingly.\! Can't find the words for it, believe it or not.","그래. 느낌이 어... \| 근질근질했지.\! 적당한 표현을 못 찾겠어, 믿거나 말거나."
"We've recreated Donar's arrival in the modern day.\! Stefan, the Nephilim Avatar of speed, skill, and guile.\! It is difficult to fathom.\! But we've got more practical problems right now, don't we?","현대에 도나르의 강림을 재현해 낸거야. \! 스테판, 속도, 재주 그리고 간계의 네필림의 화신. \! 가늠하기 어렵겠지. \! 하지만 우리에겐 지금 더 코앞에 닥친 어려움이 있지 않나?"
"Righto, \n[8].\! I've got a blade that's waitin' to send some cultists to the void, and coffers ready to be filled with mountains of Imperial plunder!","맞아, \n[8]. \! 광신도들을 공허로 보내기만을 기다리고 있는 검이 있고, 제국군의 약탈품을 산더미처럼 채울 궤짝도 있지!"
"After a thousand years, the Nephilim Millennium War has resumed...","수천 년이 지나고서, 네필림 천년 전쟁이 재개됐어..."
"After a thousand years, the Nephilim Millennium War has resumed, and with Donar's intervention, we have new tools available to us in battle, Nephilim Battlefield Powers.\! These powers can be used at any time, and don't affect a Squad's turns.\! These powers can be used to teleport squads, render a squad invincible, drop a divine meteor on an enemy, and more.\! When my power, the power of Donar is available, let's try to use it.\! It will refresh any one of our squads' turns, allowing them a second turn within our phase of battle.","수천 년이 지나고서, 네필림 천년 전쟁이 재개되었고, 도나르의 개입과 함께 이제 전투에서 사용할 수 있는 새로운 도구, 네필림 전장의 권능이 생겼어. \! 이 권능은 아무 때나 쓸 수 있지만, 부대의 턴에는 영향을 주지 않아. \! 이 권능들은 부대를 순간 이동시키거나, 부대를 거의 무적으로 만들거나, 적에게 신성한 운석을 떨어뜨릴 수 있어. \! 내 힘, 도나르의 힘을 사용할 수 있게되면, 한 번 사용해 보자. \! 이 권능은 우리 부대가 사용한 턴을 다시 충전해서, 그 부대가 두 번째 턴을 가질 수 있게 해줘."
