ENGLISH,KOREAN
"So, you really mean it, don't you?","그래, 진심이구나, 그렇지?"
"Yeah....\| this is the way it's going to be. For a while, anyway.",그래... \| 이 길 뿐이야. 어쨌든 당분간은.
Oh...\| alright. If you say so...,오...\|알았어. 그렇게 말한다면야...
"Oh, Jules.\| King Kasim Jules Dargon.\| I know I needn't remind you... the people of Sayunaa need you!","오, 줄스. \| 카심 줄스 다르곤 왕 폐하. \| 상기시킬 필요 없는 건 알지만...사유나 사람들은 네가 필요해!"
...\| More than you do?,... \| 너보다 더?
"Jules, I...\| can't imagine going forward without you. I can't imagine the last two years had you not been there.","줄스, 난... \| 너 없이는 어떻게 해 나가야 하는지도 모르겠어.네가 없었다면 지난 2년은 상상도 할 없었을 거야."
We must deal with what's in front of us...,우린 우리 앞에 놓인 걸 해결해야 해...
"I have an entire Kingdom now. All the wealth anyone could ever ask for. Willing servants, powerful allies...\| \n[8], it feels so empty.","난 이제 왕국 전체를 책임져야 하니까. 그 누구도 청하기 어려운 그 큰 부를. 열심인 신하들, 강력한 아군...\| \n[8], 그런데도 텅 빈 기분이야."
"...You've got to find meaning in it all, Jules! No one else can do it for you, you are in the spotlight now!\! I know what you mean, the empty feeling. But, how about...\| one final order from me before you are officially discharged from the Nephilim Army. Would it help to think of it like that?","... 그 모든 것에서 의미를 찾아야 해, 줄스! 아무도 너 대신 해 줄 순 없어, 이제 네가 관심의 중심에 있을테니까! \! 무슨 뜻인지는 알아, 텅 빈 느낌. 하지만....\| 공식적으로 네필림 군대를 제대하기 전에 마지막으로 내가 내릴 명령이 있어.이런 식으로 생각하면 도움이 될까?"
I'm listening...,듣고 있어...
"You've got to be strong! You have to find meaning for yourself, even if you must create it from thin air.\! You're a King now, and that will make you many enemies... don't let them get the best of you!\! It's time to put away your bow, and to wield your new role as your tool to reshape the world as you see fit.\! I will return to Sayunaa some day, and it had better be the gleaming land it's meant to be under the new King's glorious reign!","강해져야 해! 아무 것도 없는 것에서부터 직접 만들어내야 한다고 해도, 너 자신의 의미를 찾아야 해. \! 넌 이제 왕이고, 그럼 적이 많아질 거야... 그들이 널 압도하지 못하도록 해! \! 이제는 활을 내려놓고, 새로운 역할을 무기로 삼아 네가 원하는 모습으로 세상을 다시 만들어갈 때야.\! 나는 언젠가 사유나로 돌아갈 텐데, 새 왕의 영광스러운 치세 하에서 당연한 빛을 뿜는 나라가 돼 있길 바래!"
"...\|I think I can handle that, \n[8].","\| 그건 해 낼 수 있을 것 같아, \n[8]."
"Heh, good! You are discharged with honor, King Jules.\! I won't forget you...","헤, 좋아! 그럼 명예 제대를 허락한다, 줄스 왕. \! 잊지 않을게..."
