ENGLISH,KOREAN
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclimation phase.,\c[1]헬리오스 실험실 감독관 보고서 - 982.01.09\! 아테라이트 군집은 안정적. 에너지 전이는 무시할 만한 손실만을 거친 채 완료됨. 실험체 16(B)의 생명 징후는 안정적. 주입은 만족할만한 상태라고 생각된다. 원형 C의 전파 성공적. \! 교주는 16(B)에게 적극적인 적응 단계를 적용할 것을 지시함.
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...","만세! 실험이 성공했구나! 음, 물론, 우리는 이미 알고 있었지만. 하지만 그 과정을 따라가는 것이 얼마나 환상적인지 모르겠어.\! ‘헬리오스’ 프로젝트가 어떻게 됐는지 교주님께 물어봐야겠다..."
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.","조용히 해, 새대가리야. 저게 마지막 일지는 아니었어. \! 봐, 여기 한...페이지가 라벨이 없어."
...Oh?!,...오?!
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclimated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.","\c[1]나는 이 저주 받은 장치들을 사용해야 하는 게 유감이다. 도나르의 독선의 색채가 얼핏 보이는 이런 비정상적인 범위들. \! 헬리오스 감독관은 실험체 16(B) 파기를 권유했다. 내가 희생한 상당한 자원의 정점과도 같은 것을.\! “전례 없는 정신적 트라우마. 실험체는 적응도, 훈련도, 통제도 불가능하다. 위험 허용 범위를 훨씬 초과했다.”\! 심지어 나의 가장 헌신적인 추종자들도... 그저 인간일 뿐이다. 내 언약의 예술성을 전달할 능력이 완전히 부재하다. \! 16(B)번은 폐기되지 않을 것이다. 스스로에게 하는 권유 - 헬리오스 계획 전체를 폐기하라. 권유 수락됨, 그들이라면 이 기록은 이런 식으로 마무리 지었겠지.\! B... \| 이런 허드레꾼 말은 듣지 마라. 우리는 함께 위대한 일들을 하게 될 거야."
M-Miss Beatrix...,베-베아트릭스님...
They wanted to get rid of me.,그들은 날 없애고 싶어했어.
Surely there is some mistake!,무언가 착오가 있었던게 분명합니다!
...And he saved my life.,...그리고 그가 날 구했어.
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!","음, 제베디아, 이게 네게 교육적이었길 바래. \! 네 교주는 사실 엄청난 멍청이야!"
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-","이-이제, 그 말 거두세요! 교주님의 지혜는 언제나 이해를 뛰어넘어요! 당신은 그렇게-"
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be acclimated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!","그러면 안돼나?\! 하, 이 작은 벌레들이 하는 말을 들었잖아. “심리적 트라우마, 적응할 수 없다.” 너무 안됐지, 그들은 내 광기를 발산할 위험을 피하려고 내 신과 같은 힘까지 잃을 태세였어! 하!"
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,글쎄. 실험체 16(B)는 살아가고 있어. 그리고 탄라의 모든 이는 그 결과를 느끼고 있고.
W-What are you going to do?!,무-무슨 짓을 하려는 거죠?!
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.","오, 제브. 넌 남은 시간 동안 극도의 긴장감 속에서 살아야 할 거야.\! 있지, 위험을 무릅쓰고 계속 날 숭배하는 게 좋을 거야. 만일의 경우에 대비해서."
I-I have made a terrible mistake...,제-제가 끔찍한 실수를 저질렀군요...
