ENGLISH,KOREAN
Chapter 28: Downfall,제 28장: 몰락
Can't believe this...,믿을 수가 없어...
There is no death painful enough for him...,그에게는 어떤 죽음도 충분히 고통스럽지 않을 거야...
"Bah, I don't think they realize who they're messin' with.\! Me thinks it's the bad guys who need savin'.","하, 누굴 건드렸는지 저들이 모르는 것 같군. \! 내 생각에는 진짜 구원이 필요한 건 나쁜 놈들인 것 같아."
Don't be so sure. They found her one weakness.\! They'll kill her and she'll let them if we aren't smart about this...,"너무 확신하지 마. 놈들이 그녀의 약점 하나를 찾았어. \! 우리가 머리를 잘 쓰지 않으면 놈들이 다이애나를 죽일 거고, 그녀는 놈들이 그러도록 둘 거야..."
"Your death would serve no purpose, child.\! Wait here for your mother.","네 죽음은 아무런 의미가 없다, 아이야. \! 여기서 네 어머니를 기다려라."
...I will...,...그럴게요...
You must have a death wish trying to imprison me!,날 가두려고 하다니 죽고 싶은 모양이군!
What are you doing here?!\! My Alex!!,여기서 뭘 하는 거야?! \! 알렉스!!
I know when I am outmatched... we will meet again.\! The boy is unharmed.,난 내가 물러날 때를 잘 알지... 우린 다시 만나게 될 거요.\! 꼬마는 다치지 않았소.
Where's my mom?!,엄마는 어디 있어요?!
What are you doing here?!\! Where is my Alex?!,여기서 뭘 하는 거야?! \! 우리 알렉스는 어디 있어?!
"We got 'im.\! Safe and sound.\! Let's finish this up, eh?","우리가 데리고 있어. \! 무사해, 안전하고. \! 이제 이걸 끝내자고, 응?"
...Donar's mercy...,...도나르여 자비를...
Mom!!!,엄마!!!
Casamir...,카사미르...
