ENGLISH,KOREAN
\c[1]Jebediah's library and laboratory\c[0],\c[1]제베디아의 서재 겸 실험실\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,머-멈춰!! \! 여기 어떻게 들어왔지? \! 이건 엄격히 금지된 행동일텐데!!
Is that so?\! I must have gotten lost.\! What's a girl to do...,아 그래? \! 내가 길을 잃었나 보네. \! 으음, 그러면 어쩐다...
Your father will hear of this!\! Y-you cannot be in here!!,당신의 아버지가 이에 대해 알게될 거요! \! 다-당신은 여기에 있어선 안돼!
Shut your mouth and do what you're told.,입 다물고 내가 시키는 대로나 해.
W...what?\! I don't have to listen to you!!,뭐...뭐? \! 난 당신 말을 들을 필요가 없어!
"You do, and you will!","아니지, 잘 들어야지, 그럴 수 밖에 없을걸!"
B-but... but...,하-하지만...하지만...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","아하하하하... \| 꼴 좀 보라지. \! 너희 인간 남자들은 모두 똑같아. \! 조금만 힘쓰면 다 내 손에 놀아나지.\! ...안 그러니, 내 하수인아?"
"What are you doing here, Beatrix?\! I wish you would leave...","여기서 뭐 하는 거죠, 베아트릭스? \! 네가 나갔으면 좋겠는데..."
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!","오, 너도 나만큼이나 이걸 좋아하잖아. \! 그냥 호기심 만족? 여기서 네가 틀어박혀서 이 모든 말도 안되는 예언을 연구하는 거 알아. \! 네 작업물을 좀 보고 싶은데!"
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!",".... \| 아-안돼, 난... \| 그 누구도 이걸 볼 순 없어! \! 넌 이해도 못할 거야! 네 서투른 무모함이 모든 걸 망칠 거라고!"
Are you questioning my intellect?!,지금 내 지능을 의심하는 거야?!
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","아, 잠깐...\| 아하, 너 지금 날 도발하려고 하는구나. \! 음, 그런 식이라면, 나한테 아무 것도 보여주지 않으면 당장 나가겠어. 흥!"
"No! Wait!\! Please, have a look around...","아니야! 기다려! \! 제발, 마음껏 둘러봐..."
"There you go!\! What are those scrolls there, hmm?","그래야지! \! 저기 저 두루마리들은 뭐야, 흠?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","이건 히스토리움 마그누스의 내 필사본이야... \! 하지만 아주 섬세한 연구니까, 제발, 부탁할게, 방해하지 말아줘, 아니면 번역이 엉망이 될꺼야..."
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?","도나르여, 이걸 다 외웠다고? 정말이지 엄청난 책벌레네! \! 흠, 이 지도는 다 뭐에 대한 거야?"
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","그 필사는 완료된 거야... \| 네필림 사당 다섯 개 모두의 위치야.\! 내가 히스토리움 마그누스를 다시 손에 넣는다면, 그 안에 숨은 비밀은..."
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","...정말로? \! 음, 흐음... 아주 잘 했어, 제비.\! 착한 아이들은 보상을 받아야지, 그렇지."
...\| Rewarded?,... \| 보상?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","음흠, 맞아. \! 내가 이 지도를 개인적으로 좀 연구 할 수 있도록 잠깐 다른 일 좀 보고 있는 게 어때? \! 설마 베아트릭스를 실망시키고 싶은건 아니지, 안 그래?"
"N-no, of course not...","아-아니, 물론 아니지..."
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","내가 떠나 있는 동안 착하게 행동해, 우리 꼬마 제브. \! 그럼, 다시 만날 때까지 안녕!"
