ENGLISH,KOREAN
Beatrix... I have so much to ask you.,베아트릭스... 물어볼 게 너무 많아.
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!","\n[8]... 그래, 물어봐도 좋아. \! 지루해지기 전까지는 대답해 줄게. \! 네가 예쁜 것도 한 몫 하는거야. 다른 사람들이 미모가 중요하지 않다고 하거든 그냥 무시해!"
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?","넌 펜더가스트 가문 소속인거지? \! 그러니까, 에드문드 펜더가스트? 세상에서 제일 부자인?"
"Yes indeed, the very same.","그래 맞아, 그 사람."
You must stand to inherit untold riches.,전대미문의 재산을 물려받겠는걸.
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.","음, 난 온 세상의 부귀영화를 누릴 자격이 있지만... \| 하지만 그렇다고 그 늙다리가 재산을 나한테 다 주겠다는 건 아니지. \! 늙다리의 제국에서 한 입 차지하려고 호시탐탐하는 아첨꾼들이 한가득이라.\! 그 양반의 차갑고 늙어빠진 심장이 마침내 멈추면 비로소 알게 되겠지."
"...Not the closest with your father, huh?",...아버지와 그리 가깝지는 않은가봐?
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.","오 무슨 소리야? \! 우와아아 어떻게 알았을까?? 하! \! 아니, 언젠가는 네게 이유를 말해 줄지도 모르겠다."
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,걱정 마. 난 펜더가스트가 어떻게 부를 일구게 된 건지가 궁금한 거라서. \! 거의 불공평해 보인다고 해야하나.
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?","사자가 가젤을 죽일 때, 넌 자연이 불공평하다고 한탄할 거야, 아니면 사자가 되려고 할거야? \! 아테리움 사태에 대해 얼마나 알고 있어?"
"I like to say I'm a history nerd, so yes.","난 역사에 관심이 많은 편이라, 어느 정도는."
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.","이런, 이런, 책벌레씨 그럼 운이 좋은 줄 알아. \! 펜더가스트는 예전부터 늘 있어 왔지만, 본격적인 성장은 아테리움 사태로 일어난 파괴에서 세상이 뒤집혔을 때였지. 정확히는 펜더가스트가 나서서 헐값에 부동산을 모두 사 모았을 때부터였어. \! 그거랑, 대륙 전역의 재건 사업에 자금을 댔었지. \! 그런 사업들은 수익이 아주 짭잘하거든. \! 칼을 휘두르지 않고 세상을 지배하는 건 은행가라. \! 몇 세대를 기다려 수익을 투자하면 이제 누구든 돈으로 살 수만 있으면 입맛대로 다룰 수 있지. \! 흠 말하고 보니, 진짜 꽤 불공평하게 들리는걸."
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?","그래서 이 엄청난 재산을 물려받는 대신, 이 길을 걷게 된 이유는 정확히 뭐야?"
...And what path would that be?,"...'이 길'이 정확히 뭘 말하는건데?"
I guess I don't know that one either.,그건 나도 정확하게는 모르겠다고 해야겠네.
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?","솔직히 말하자면... 나도 때로는 인간들 사이에서 사는 게 어색하게 느껴져. \! 너희 관습과 이 지상의 즐거움은 지루하기만 해. \! 날 움직이게 하는 건 내가 어떤 소동을 일으킬 수 있는가야. \! 지금은 그래서 내가 네 곁에 있는 거고. \! 하지만 이후에, 무언가 내가 또 다른 방법을 찾게되면 그 때는 알 수 없는거지! 네 가장 큰 적이 될 수도 있고, 그렇게 해서 내가 즐겁기만 하다면.\! ...그게 널 불안하게 만드려나?"
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.","응, 조금은. \! 하지만 난 다른 사람의 성격을 네 생각보다는 더 잘 파악하는 편이야. \! 내가 정말 네가 우릴 무너뜨리는게 두려워지면, 말해 줄게. \! 하지만 그런 느낌이 들지는 않아."
Awww... so trusting. Easier to devour when I'm good and ready.,오오... 이렇게나 잘 믿어줄 줄이야. 이러면 내가 준비가 끝났을 때 홀랑 삼키기가 더 쉽지.
"Beatrix, you are a character.","베아트릭스, 너도 참 대단해."
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?","그리고 넌 성공적으로 날 즐겁게 해 줬지만, 벌써 지루함이 슬슬 찾아오려 해. \! 다른 때 다시 찾아와 줄래, 음?"
Of course. Enjoy!,물론이야. 그럼 잘 지내!
