ENGLISH,KOREAN
S-Soldiers...\| Attack!!\|\|\|\^,저-전원... \| 공격하라!!\|\|\|\^
No...\| not you...\| It couldn't be...?\| The prophecy is unraveling...\| Uaaaaagggh!!!\|\|\^,아니야... \| 어떻게 네가... \| 설마 그럴 리가...? \| 예언이 실현되고 있어...\| 아아아아악!!!\|\|\^
Is it really...?\|\|\^,너 진짜로...?\|\|\^
"Yes.\| It's good to be back, Stefan.\|\|\|\|\^","그래. \| 돌아오니 좋네, 스테판.\|\|\|\|\^"
Diana...,다이애나...
"The mountain took her, \n[8]...","산이 그녀를 앗아갔어, \n[8]..."
Please step aside.,물러나.
...\| \n[8]???\! Why do I see \n[8]...\| Have I perished...?,...\| \n[8]??? \! 왜 \n[8]이(가) 보이는 거지... \| 내가 죽었나...?
"Not quite.\! You're doing pretty well, you'll find.","아직은 아냐. \! 넌 멀쩡히 잘 살아 있어, 곧 알게 되겠지만."
"Stefan, stand over there.","스테판, 저기 서 있어봐."
"Uhhhh... okay, sure thing!","어어...알았어, 그러지!"
"What the...\| have you lost yer mind, \n[8]?!!  ...\| Wait a minute...","도대체 무슨... \| 정신 나갔어, \n[8]?!!  ...\| 어라 잠깐..."
Nice trick.\! You should probably do it again.,좋은 솜씨였어. \! 한 번 더 해 보지 그래.
"\n[8], I have questions...\| a chat, please?","\n[8], 묻고 싶은게 산더미야...\| 이야기 좀 할까?"
"Have a little faith, eh?",믿음을 좀 가져보지 그래?
...\|H-Holy mackerel!,...\|세상에나!
Stefan...\| we have been chosen...,스테판...\| 우리는 선택 받았어...
"No more running, no more hiding.\! The lines are drawn and the enemy has played his hand.\! Casamir... the Nephilim have arrived, and we're coming for you.","더 이상 달아나지도, 숨지도 않겠어. \! 선은 그어졌고 적은 자신의 손패를 내보였지. \! 카사미르... 네놈을 잡기 위해 우리 네필림이 다시 돌아왔다."
