ENGLISH,KOREAN
"\c[1]Eastwall Fortress, Inner keep\c[0]","\c[1]이스트월 요새, 내성\c[0]"
You all survived...,모두 살아남았구나...
"And you as well, which begs the question... how?","내가 할 말인걸, 그래서 말인데...대체 어떻게 된 거야?"
"Someone, or something greater than us all, saw fit to change things in a big way.\! Perhaps one day, I will have a better explanation than that.","누군가, 혹은 우리 모두보다 더 위대한 무언가가, 만물을 크게 변화시키고자 하심일지도 몰라. \! 아마도 언젠가는 이보다 더 나은 설명을 할 수 있겠지."
"This is the Nephilim Army.\! Everyone in this room, and everyone who travels with us.\! This army's purpose is to dismantle Casamir's empire.\! If you don't wish to go with me, I won't hold it against you.","이제 우리는 네필림 군대야. \! 이 방에 있는 모두, 그리고 우리와 함께 여행해 온 이들 말이지. \! 이 군대의 목적은 카사미르의 제국의 해체. \! 나와 함께 하고 싶지 않다고 해도, 원망하지는 않겠어."
Raskuja has not yet fulfilled his contract - to slay all enemies of \n[8].\! He will remain.,라스쿠자는 아직 계약을 완수하지 못했다 - \n[8]의 적을 모두 베어버리겠다고 했었다. \! 그는 남겠다.
"Those bastards destroyed my life's goal!\! I'm gonna make them pay, one way or another!","저 자식들이 내 인생의 목표를 파괴했어! \! 놈들이 값을 치르도록 하겠어, 어떤 식으로든!"
"There is no other path to justice for this world. I stand with you, \n[8]!","이 세계에 다른 정의의 길은 없어. 너와 함께 할게, \n[8]!"
"I think the people have spoken.\! The old crew's back together, and for good this time, yeah?","사람들이 말을 다 한 것 같군. \! 오랜 동료들이 한 데 모였네, 이번에는 제대로, 그렇지?"
All I've had are friends.\! But now I consider all of you family.\! None of you are allowed to die...,내가 가진 거라곤 친구들 뿐이지. \! 하지만 난 이제 모두를 내 가족으로 생각해. \! 너희 중 그 누구도 죽어선 안돼...
"\n[8], please follow me to the rooftop.\! Before you reinforced us, we captured a luxury airship that was parked here.","\n[8], 옥상으로 날 따라와줘. \! 네가 합류하기 전에, 우리가 여기 주기되어 있던 고급스런 비행선을 노획했거든."
