ENGLISH,KOREAN
"Jules...\| Where have you been?\! This isn't like you, avoiding all of us.","줄스... \| 어디 갔었어? \! 너답지 않게, 우리를 다 피하고."
"Really?\! Yeah, I guess that's not really like me...\| I'm sorry, \n[8].","정말? \! 그래, 정말 나답지 않은 것 같네... \| 미안해, \n[8]."
"Haha, don't be sorry!\! I'm supposed to be leading this army and I can't have one of my best officers drifting away and...\| keeping secrets from me.","하하, 미안해 하지 마! \! 내가 이 군대를 이끌어야 하는데, 내 최고의 장교 중 한 명이 정신이 산만하도록 놔둘수는 없지, 그리고...\|내게 비밀을 숨긴다던지 말이야."
W-What secrets?,무-무슨 비밀?
Jules...,줄스...
"...Oh, did you...\! No, I swear, I didn't mean a thing!\! I-I thought I had lost my journal, but...\| How did...?!","...오, 너 혹시... \! 아니, 맹세해, 아무 뜻도 없었어! \! 나-나는 일기장을 잃어버린줄로만 알았는데, 하지만... \| 어떻게...?!"
...So you didn't mean it?,...그러니까 본심이 아니라는 거야?
???\| Do you mean...???,??? \| 너 설마...???
Very well.\! I guess I'll leave it alone...,좋아. \! 그렇다면 그런 걸로 해둘까..
"No, wait!!\! \n[8]...","아니, 잠깐!!\! \n[8]"
...What is it?,...무슨 일이야?
"...\| Of COURSE I meant it!!\! \n[8], I have never met someone like you...\| I've always thought of myself as the one who has to pick up everyone else.\! But with you... I don't have to!\! It's you who does that to me!","... \| 물론 진심이지!!\! \n[8], 너 같은 사람은 만나 본 적 없어... \| 난 늘 내가 다른 이들을 구해야 하는 사람이라고 생각해 왔어. \! 하지만 너와 함께일 땐... 그럴 필요가 없어! \! 네가 나한테 그렇게 하니까!"
Jules...\| Anyone should feel privileged to hear such things from someone as kind-hearted as you...,줄스... \| 너처럼 마음이 착한 사람에게 그런 말을 들으면 누구나 영광이라고 느낄 거야...
"What a dangerous time this is.\! But I think we will be just fine if we are there for each other.\! Would you stand by me in this life, \n[8]?","이 얼마나 위험한 시기인지. \! 하지만 우리가 서로를 지켜준다면 다 괜찮을 거야. \! 이 삶에서 내 곁에 같이 서줄래, \n[8]?"
"I can't imagine going forward any other way, Jules...","그것 말고는 내가 나아갈 다른 방법이 떠오르지 않는걸, 줄스..."
