ENGLISH,KOREAN
"Well met, Sergeant Barnabas! I am honored to fight alongside such a legend.","만나서 반갑습니다, 바나바스 부사관님! 이런 전설 곁에서 함께 싸우게 되어 영광입니다."
"Aww, get outta here, I ain't a legend at nothin'. Nice to hear anyhow.","아아, 그만 해 둬, 난 전설도 뭣도 아니니까. 그래도 듣기는 좋군."
"Begging your pardon, but you have such a strange way of speaking.\! The grammar and sentence structure seems... so free.","죄송하지만, 당신은 말을 참 희한하게 하세요. \! 문법과 문장 구조가 뭐라고 해야하지...자유롭달까?"
"""Free"" eh? Heh heh heh...\! Kiddo, not everyone talks all fancy-like, as they do at the Academy.\! Where I come from, good ole' Melmonde, everyone sounds like me!\! Y'ain't never heard someone from the countryside before?","‘자유’ 라고? 헤헤헤... \! 꼬마야, 모든 사람이 제국 사관학교에서처럼 언변이 뛰어난 건 아니야. \! 내가 온 멜몬드에서는 모두들 나처럼 말한다고! \! 시골에서 온 사람들 말을 들어본 적이 없나봐?"
Fascinating! What is this... Melmonde? You speak quite fondly of it.,멋지네요! 그 말씀하신... 멜몬드가 뭐죠? 그곳을 꽤 좋아하시는 것 같은데 .
"Oh yeah. Ain't nothin' like home sweet home.\! Melmonde's a real nice town in the Rimorgue Valley that sprang up from a farmin' market for all the wheat 'n grapes goin in and out.\! I got a few bits 'a ranch land just outside 'a town. Been in the Fitch family for years - best darned horses in the Midlands, I tell ya.\! I treat 'em like I would my own flesh 'n blood.",오 그럼. 집만큼 좋은 곳은 없는 법이지. \! 멜몬드는 리모르그 계곡에 있는 정말 멋진 마을이야. 밀과 포도를 파는 농장 시장이 커지며 생겼지. \! 마을 바로 밖에는 목장이 몇 군데 있고. 우리 피치 가문이 자리잡은지 오랜데, 그 동안 중부 지방 최고의 말들을 길러냈지.\! 나는 그 말들을 내 가족처럼 아낀다고.
"It sounds... so peaceful. What a happy life you seem to have, Sergeant Barnabas.\! How noble you must be to leave it behind to serve this country.","정말... 평화롭게 들리네요. 정말 행복한 삶이 기다리고 있는 것 같아요, 바나바스 부사관님.\! 나라에 봉사하기 위해서 그런 곳을 두고 떠나다니 정말 고귀한 결정을 하셨어요."
"Appreciate the kind words, but it ain't like that.\! When I put my horses in for the night, 'n look at my land, always a thought in the back 'a my mind... someone's fittin' to take it all away.\! Guys like me can't rest, not in times like these.\! If ole' Barnabas kicks off early, I got plenty of cousins who'd take real good care of the Fitch Farm.\! But ain't none of 'em can handle a war horse like me. So I gotta do it, kiddo.\! Know what I'm sayin'?","친절한 말 고마워, 하지만 그런 곳은 아니야. \! 밤에 말들을 우리에 넣고 땅을 돌아보면, 마음 속 한 구석에서 늘... 누군가가 그 모든걸 뺏어가지는 않을까 하는 생각이 들어. \! 나 같은 사람은 쉬지 못해, 이런 시기에는. \! 이 늙다리 바나바스가 일찍 세상을 떠나더라도, 피치 농장을 잘 돌봐줄 사촌은 많으니까 다행이지. \! 하지만 나처럼 전투마를 다룰 줄 아는 사람은 없지. 그러니 내가 해야만 해, 꼬마야.\! 내 말 알아들어?"
"I understand... from a certain point of view.\! I cannot say I have much that makes me feel this way. There is my sister, but she is fiercely independent and does not need my protection.\! I value...\| life itself. I feel grateful to be given the gift of the senses, that I may take in Tahnra's splendor.\! And the gift of friends most of all.",이해해요... 어떤 면에서는요. \! 전 그런 식으로 느껴본 적이 별로 없는 것 같아요. 여동생은 있지만 워낙 독립적이라 제 보호는 필요로 하지 않거든요. \! 저는... \| 생명 그 자체를 소중하게 생각해요. 감각이라는 선물을 받고 탄라의 영광을 받아들일 수 있다는 것에 감사할 따름이죠.\! 그리고 무엇보다도 친구라는 선물이 감사하고요.
"Whatever floats 'yer boat, kiddo.\! We all need somethin' to keep the ole heart tickin'!\! Be safe out there, eh?","네가 행복하다면 된 거지 뭐, 꼬마야. \! 우리 모두 심장을 뛰게 해 줄 뭔가가 필요해! \! 자 그럼 전장에서 몸 조심하고, 응?"
