ENGLISH,KOREAN
"Hey, \n[8]!\! We have really racked up some victories, huh?!","이야, \n[8]! \! 우리가 계속 연승하는게 정말 놀라운데, 안 그래?!"
"Yes we have.\! They don't come easy, though...",그래 맞아. \! 하지만 절대 쉽게 얻은 건 아니였지...
And how would you say I'm performing?,그럼 네 생각에 나는 전반적으로 잘 하고 있는 것 같아?
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,"당연히 너야 우리 군에서 아주 중요한 역할을 하고있지... \! 우리 모두가 각자의 재능이 있다보니 이게 섬세한 균형을 이루어서, 결국 모두가 다 필요해."
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?","좋아, 그러니까 결국 팀 전체를 위해서란 말이네? \! 그거 말고, '나'는 어때? \! 내가 좀 더 실전에 많이 투입되어도 괜찮다고 생각하지는 않아?"
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.","하하, 왜 이래 시빌! \! 지금쯤이면 너도 전쟁이 어떻게 돌아가는지 잘 알잖아...계획을 세우고 나면 항상 계획은 언제나 어떤 이유로든 바뀌기 마련이잖아."
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,으으... \| 매번 다들 이런 식이라니까! \! 내가 얼마나 열정을 가지고 성과를 내려고 해도...항상 이런 말이나 듣는다니!
Sybil...,시빌...
...What?!,...뭐?!
...Why are you so angry?,...왜 이렇게 화가 난 거야?
"...\| What did you ask me?\! I mean, I heard you, but...","... \| 지금 뭐라고 한거야? \! 그러니까, 네가 하는 말을 듣기는 했는데..."
I mean it.\! I want to know.,맞아 진심으로 물어본거야. \! 진짜 알고 싶어서 그래.
"I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...","전에는 그런 질문을 받아 본 적이 없어서... \! 하지만 이제는 네가 진심이라는 걸 알 만큼 나도 널 잘 알지... \| 고마워, \n[8]..."
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighing you down.,"난 오랫동안 이 말을 네 앞에서 꺼내고 싶었어. \! 넌 내게 큰 의미가 있는데, 이 악마들이 네 발목을 붙잡고 있는 것 같아서 신경이 쓰이더라고."
"I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always!","난 매사에 늘 온힘을 다할 뿐이야. \! 그런데도... 다른 사람들은 다들 나보다 훨씬 더 많은 보상을 받는 것 같더라. \! 고백하자면... 내가 마지막으로 사랑에 빠졌던 사람은, 그 감정이 상호적이라고 믿게 만들었었다?\! 하지만 내가 더 줄수록, 내가 받는 건 더 적어지더라.\! 늘 그렇듯이 말야!"
That's never good... I'm sorry to hear that...,그건 좋은 관계가 아니지... 그런 말을 들으니 마음이 안 좋네...
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?","넌 어떻게 생각해, \n[8]? \! 내가 언젠가는... 내가 준 만큼을 돌려받을 수 있을까? 삶에서 내가 원한 걸 받을 수 있을까?"
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.","이건 결핍성 사고방식인 것 같아. \! 모두가 그런 일을 겪지... 나도 그랬어, 믿어줘. \! 네 배가 가라앉아서 네가 한낱 부유목에 매달려 겨우 떠 있을 때, 가끔은 그냥 손을 놓고 조류에 몸을 맡기는 게 최선일 수도 있어. \! 누군가의 마음에 닿으려 너무 애쓰고, 사람들을 쫓아다닐 필요는 없다고 생각해... \! 네게 걸맞는 사람들은 온전하게 너와 함께 있을 거야, 네가 그 사람들 보다 더 많이 주려고 항상 노력하지 않아도 말이야."
"\n[8]...\| Who are these right people?\! I mean, there's you of course...","\n[8]... \| 그 걸맞는 사람들이 누군데? \! 내 말은, 물론 너도 있고..."
"Yeah, there is me...","그래, 내가 있지..."
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.","시빌, 우리는 서로를 정말 잘 이해하는 것 같아. \! 너도 알다시피, 나도 그렇게 무적은 아니야. \! 내 생각에는...우리는 서로가 필요한 것 같아."
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?","나도 같은 마음이야, \n[8]! \! 너무 여러 번, 난 그냥 네가... 날 가만히 안아줬으면 했어. \! 말은 없이, 그냥 있어주길 바랬어. \! 그리고 나도 네게 똑같이 해 줄 수 있기를...언제든지 말이야.\! 우리는 서로의 안식처가 되어 줄 수 있을거야, 알겠지?"
I'd like that very much.,그건 정말 좋은걸.
