ENGLISH,KOREAN
"By Donar, if I survive this heat, I shall never forsake the tundra again as long as I shall live!","도나르의 이름으로, 이 열기에서 살아남으면 남은 일생 동안 툰드라를 저버리지 않아야 겠군!"
Perhaps your kind would do well to listen to your body. That is Donar telling you not to be where you don't belong.,아마도 너 같은 부류는 몸이 하는 말에 귀를 기울이는 게 좋을 거야. 도나르께서 네가 어디에 속하지 않는 건지 알려주시는 것일테니.
"Perhaps it is, Sayunaari.\! But for the return of Donar, no amount of suffering would dissuade me from this great holy war.","아마도 그럴지도, 사유나인. \! 하지만 도나르의 귀환을 위해서는 아무리 고통을 겪더라도 이 위대한 성전에서 나를 단념시킬 수 없을 거야."
"...I believe you.\! That is no small feat, Veridian.","... 난 널 믿어.\! 그건 작은 업적이 아니야, 베리디아인."
"Ha ha ha, then I will have accomplished something this day, even if the desert takes me.","하하하, 그러면 사막이 나를 데려가더라도, 오늘 뭔가 이룬채로 가게 되겠지."
"Ahhh, of course. You're a Highlander, aren't you, Jaromir?","아아, 그렇지. 넌 하이랜더지, 안 그래, 야로미어?"
"That is... an ancient distinction.\! I am a servant of Donar first, and a Veridian second.\! The people of my Duchy do indeed trace their roots to the Felnamia Highlanders.\! Centuries of integration has all but erased that part of our past.","그건... 고대의 구분이야. \! 난 무엇보다도 도나르를 섬기고, 베리디아는 그 다음이거든. \! 우리 공작령의 사람들은 네가 말한 것처럼 펠나미아 하이랜더들을 조상으로 두고있지.\! 수세기 동안 통합된 결과, 우리는 과거의 그 기억을 거의 잊게 됐어."
"I see.\! Regardless, you are the Shield of the North, the iron wall behind which the Midlanders sleep soundly.\! Just as they do due to the existence of my nation - a Shield against the endless wastes to the East.\! Tell me, Highlander, what do you think would happen to the Midlanders if our two peoples' did not exist?","그렇군. \! 어쨌든, 넌 북부의 방패이자, 중부 지방 사람들이 편히 잘 수 있도록 해 주는 강철벽이야. \! 그들이 내 나라의 존재 때문에 그러듯 - 동쪽의 끊임없는 황무지를 막아서는 방패처럼. \! 말해봐, 하이랜더, 우리 두 나라 사람들이 없으면 중부 지방 사람들한텐 무슨 일이 일어날 것 같아?"
"Crumble to dust at the first instance of difficulty, no doubt.","첫 난관을 마주치자마자 산산조각나 버리겠지, 틀림 없이."
"Ha ha ha... even if you humor me, it is needed at this time.\! Thank you for your fellowship, Highlander.\! May the bulwarks of the snow and of the sand never perish.","하하하... 네가 날 좋게 봐줘서 그렇게 얘기했더라도, 지금은 그게 필요했어. \! 함께 해 줘서 고마워, 하이랜더 친구.\! 눈과 모래의 방어벽이 영원토록 무너지지 않기를."
