ENGLISH,ZH-cn
"...Hey, you.",……嘿，你。
You look well. I'm glad they've given you the freedom you deserve.,你看起来很不错。很高兴他们给了你应得的自由。
"...\|In a sense, the guards have been agreeable.\| And of course, I am a model inmate.",……\|从某种意义上说，守卫还是挺讨人喜欢的。\|当然，我是模范犯人。
"Heh...\| yeah, I have no doubt.",嘿……\|是的，毫无疑问。
"There is no need for discomfort on your part, \n[8].\| This is penance for my own foolish actions, and how I proposed to repay my debts to my homeland.\! I can only hope the people see it as I do.",\n[8]，你无需感到不适。\|这是我对自己愚蠢行为的忏悔，也是我提出的回馈祖国的方式。\!我只能希望人民能像我一样看待它。
"It seems self-imposed penance is all the rage these days, huh.",最近貌似很流行这种自行规定的忏悔啊，哈哈。
"Indeed, and if I may impose, yours is entirely pointless.\| You are the hero of the age.",确实，如果我可以规定的话，你的忏悔就完全没有意义了。\|你是时代的英雄。
"...So, I hear your articles are really making waves.\| I mean, that's not surprising, but... you're already serving in a government position before the end of your sentence?",……所以，我听说你的法条确实引起了轰动。\|我的意思是，也没到令人惊讶的程度，但是…你在刑期结束前就已经在政府部门任职了？
"Yes. It is a largely ceremonial role for the time being, but I am humbled to know that my articles have been so well-received.\! The Proconsulate has offered me the honor of being a founding father of sorts.\! A bizarre fate for a man like me, but a responsibility I feel obligated to fulfill.",是的。目前这主要是一个仪式性的角色，但得知我的文章如此受欢迎，我感到受宠若惊。\!元老院让我有幸成为某种意义上的开国元勋。\!对我这样的人来说，这是一个奇怪的命运，也是一个我认为有义务履行的责任。
"That is wonderful, Lysander.\| You deserve no less, and our country needs what you have to offer desperately.\! This is truly who you were meant to be. If I can hope one thing for my loved ones, to fulfill the purpose etched by your birth is it.",这真是太好了，莱森德。\|这完全是你应得的，我们的国家迫切需要你的一份力。\!这确实是你命中注定要成为的人。如果我能为所爱的人许一个愿望，那这个愿望就是实现你出生起就必须完成的目标。
...Loved ones...,…所爱之人…
"Of course.\| Always, Lysander...\| nothing, no one could touch my life as you have.",当然。\|一直以来，莱森德…\|没有任何事物，没有任何人能像你这样触动我的生命。
I wish you would renounce this love entirely.\| ...\| I wish that I could.,我希望你能完全放弃这种爱。\|…\|我希望我能。
"Yeah, not so easy, is it?",是啊，没那么容易，是吗？
Will you ever return to Veridia?,你会回到维尔迪亚吗？
"You know I can't say.\| And... you know how I feel about it.\| About us.\| I need you to embrace your new life, and to let me go.\! If I return, if we do see each other again, I need to see you thriving. Happy, and fulfilled. Even if it's not with me.\! That is the only way either of us can survive the future, Lysander...",你知道我不能说。\|而且……你知道我对此的感受。\|关于我们。\|我需要你拥抱你的新生活，然后放开我。\!如果我回来，如果我们真的再次见面，我要看到你过得很好。开心，且充实。即使不是和我一起。\!这是我们俩都能在未来生存下去的唯一办法，莱森德……
...\|\| Imagining life without you...\| it's so empty.\| So meaningless.,……\|\|没有你的生活……\|是如此空虚。\|如此毫无意义。
"No, you're wrong!\| Stop getting trapped by your own hubris.\| You are in charge of your destiny now, you'll make that meaning.\| ...Don't suffer, Lysander.\| Please...",不，你错了！\|不要再被自己的傲慢所困。\|你现在掌握着自己的命运，你要赋予它意义。\|…不要让自己沉沦，莱森德。\|拜托…
I'm sorry. It is not possible to be pleased with losing you.,对不起。失去你我无法快乐。
"I'm not lost.\| Not yet. A demon god couldn't take me down, I'm not about to throw in the towel for what ever awaits me.",你没有失去我。\|还没有而已。恶魔之神无法将我打倒，不管是什么在等待我，我可不会认输。
"Of course.\| Donar watch over you, \n[8]...",当然。\|多纳尔保佑你，\n[8]……
"Thank you, Lysander... and you as well.",谢谢你，莱森德……愿祂也保佑你。
