ENGLISH,ZH-cn
"Greetings, Diana.\! There is an important matter we must discuss.",你好，戴安娜。\!有件我们必须讨论的要事。
Is there now?,有吗？
Yes.\! I wish to take you as my wife.,有。\!我想娶你为妻。
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!",我……\| 钦佩您的坦率，可……\!多纳尔在上，且慢！这种决定可不能草率！
Is this not a suitable arrangement for you?,这不合你的意吗？
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...",我不是这个意思。\!多纳尔在上，我们才认识没多久。\!真的有点突然。才不止是“有点”…
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.",我已经不是小男孩了，戴安娜。\!我很清楚自己想要什么。\!而你……\|你是荣耀、力量和美的化身。\!我只想和你在一起，赞美你，直到我生命的尽头。\!我高度怀疑其他追求者也有同样的念想，但我相信我最适合这项任务。
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.",你也知道，我很清楚像我这样的女人只会吸引某些特定类型的人。\!大多数时候，潜在的追求者只是想把我放在金灿灿的神龛上高高地供起来，并在余下的日子里服侍左右。
"Is this what you desire, Diana?",这就是你想要的吗，戴安娜？
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.",啊……不，贾洛米。\!你可别这么干，拜托了！你在我的印象中可不是做这种无聊事的男人。
"Ah. I may not be young anymore, but I am still able to play the fool.",啊。我可能不再年轻，却依然会装傻。
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.",我是个传统的男人。\!你是个传统的女人。\!我不忍心看到你这一辈子没有一个能互相共鸣的同伴。\!为此，以及其它茫茫多的理由，我希望我们能结为一体。
"...That is much better.\! Jaromir, let us see if we can grow into that future together.",……这就好多了。\!贾洛米，让我们看看我们能否一起成长到那个未来吧。
