ENGLISH,ZH-cn
Chapter 24: Scorched Sands,第24章：灼热的黄沙
"Sons of Sayunaa, Veridians are invading our homelands!\! The blood of our nation, the Caladori Mines, must not fall into their hands.\! Assault their base at Ezrum - and leave Sayunaa's defense to its women.",萨育纳的儿郎们，维尔迪亚人正在入侵我们的家园！\!我之一族的命脉，空鸟矿山，绝不能落入他们手中。\!攻击他们在艾泽拉姆的本营——把萨育纳的防御交给我们的巾帼。
"\n[8], some say Sayunaa does not even need an army, because nature will defeat any invader.\! There is wisdom in this, but the Sayunaari soldiers are accustomed to the deserts, whereas we will be at a disadvantage.\! But the mines of Sayunaa can bear incredible wealth - we would be foolish not to attempt to seize them.",\n[8]，有人说萨育纳甚至不需要军队，因为大自然会先行击败任何入侵者。\!这是有道理的，但萨育纳士兵习惯沙漠战，这会让我们处在劣势。\!可萨育纳的矿山蕴藏着惊人的财富——如果我们不试着去夺取，那就太愚蠢了。
"We've also got Casamir's boys right next door to the west, headed our way and wasting no time.\! Many battlefronts at once, but many options...",另外，卡萨米尔的走狗就在我们的西侧，全速向我们赶来。\!战场纷乱，解法亦多……
"Ragavi, the famous sword mistress...\| Please lay down your blade!\! How could you serve the Imperial dogs?!",拉加维，身负盛名的女剑士啊…\|请放下你的剑！\!你怎么能给帝国狗充当马前卒？！
"Narima... you serve these Veridians, do you not?\! And you have left scores of our brothers and sisters dead...\! For that I curse your bloodline for a thousand years!",娜瑞玛，你难道不是在为这些维尔迪亚人打仗吗？\!你夺走了我们多少兄弟姐妹的生命……\!为此我诅咒你的血脉千年！
Stop!\| Please...,停手吧！\|拜托了……
"Cyrus...\| He came to us just after the Succession War. No one knows from where.\! The Duke of Ezrum had lead us into disaster, and the people were ready for a change in leadership.\! Cyrus made great promises...\! Security, strength, preservation...\! But now we spill our own blood for the Archaelus Empire.\! Narima...",塞鲁士……\|继位战争刚刚结束他就找到了我们。没人知道他是从哪儿来的。\!艾泽拉姆公爵把我们带入了灾难之中，人民渴望新的领袖。\!塞鲁士给出了美好的承诺……\!人民安全、国家强盛、传承延续……\!但现在我们却在为阿开勒斯帝国浴血奋战……\!娜瑞玛……
"Then raise your sword against them!\! The Nephilim Army has the strength to fight them. There is no longer any reason to bend the knee to preserve our people.\! Please join our cause, Ragavi!",那就拿起你的剑反抗他们！\!圣灵军团有实力和他们一战。我们已经没有任何为保全种族而卑躬屈膝的理由了。\!加入我们的征程吧，拉加维！
"...\| I will.\! Give me warriors, and I will cut down the false Cyrus and lift the shadow from this land...",……\|我会的。\!给我一批战士，我会打倒伪塞鲁士，驱散笼罩在这片土地上的阴霾……
