ENGLISH,ZH-cn
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]",\c[1]恩博尔宫，贾洛米公爵的宝座厅\c[0]
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...",啊……我们终于见面了。\!恩博尔公爵领得以复辟，多亏了……
By the Avatars...,化身在上啊……
You are...,你是……
\n[8].\! I take it you are Duke Jaromir?,\n[8]。\!你就是贾洛米公爵吧？
"What the...\| Guess I look the part, huh?",什么……\|看来我至少外貌上确实像下凡的圣灵哈？
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...",多纳尔站在我的面前。\!我怎么可能不向您下跪呢？！\!你在这里，不仅仅是一个神话或传说……\!这是我一生中最重要的时刻……
"Alright, alright, let's just be people here...",好了好了，咱们还是以凡人之礼相待……
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...",您降临人世是为了摧毁邪恶。\!肯定是这样……请容许我加入到您的大军吧，圣多纳尔……
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.",我的军队还没有多少人。\!不过我知道，有很多人就像之前的你一样，在伺机而动。
"It's quite a risk, the Empire's going to want your hide...",这么做的风险很大，帝国肯定会想要你的性命……
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!",圣多纳尔，我的土地、资源和利刃，供您驱使。\!全维尔迪亚之中，就属我的将士最为勇敢果决。\!请立刻向我降下神圣任务吧！
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!",请不要向我鞠躬。\!我们不是帝国人，我们是维尔迪亚的自由人。\!让我们看看恩博尔赫赫有名的战士们能在战场上做出什么功绩吧！
