ENGLISH,ZH-cn
"Still alive, huh?",还活着呐，嗯？
"Hey, scumbag, I'm talkin' to you!",嘿，人渣，我在跟你说话呐！
"Have it your way, traitor.\! You keep not talkin' and I'll keep pummellin' ya.",你就继续这副死样子吧，叛徒。\!你不说话，我就揍你，一直不说一直揍。
"Heh heh.\! Y'know, I'm just doin me job.\! If you starve to death down here, it don't matter much to me.\! Sleep tight, prisoner.",呵呵。\!我只是在做我的本职工作，你懂吧。\!哪怕你饿死在这，也跟我没什么关系。\!睡个好觉吧，囚犯先生。
What the...\| You can't come down here!,什么……\|你不能下到这里来！
Barbaric.\! How long have they let you languish in here?!,真是残暴啊。\!他们让你在这里受苦多久了？！
"Do not worry, my boy.\! I know what they did to you.\! We won't let them get away with it.",别担心，我的孩子。\!我知道他们对你做了些什么。\!我们不会让他们逃脱惩罚的。
Who are you?,你是谁？
"Edmund Pendergast, financier!\! I hope you've heard the name?",埃德蒙·潘德加斯特，金融家！\!或许你曾经听说过这个名字？
"Yeah, you've got some money, they say.\! So what do I matter to a man like you?",是，他们说你很是有些钱。\!所以我对您这样的人又有什么用处呢？
"Just know that I am a friend, and frankly, you could use one right now.\! You'll know what you need to know in time.\! You two, get him out of those chains.",你只要知道我是你的朋友就够了。而且说真的，你现在明显需要一位。\!时机合适时，你会知道必要的事情的。\!你们两个，把他身上的链子解开。
