ENGLISH,ZH-cn
I thought I smelled something.\! What do you want?,我想我闻到了些什么。\!你想要啥？
"I want only to win your heart, my future pirate queen.",我只想赢得你的芳心，我未来的海盗女王。
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.",如果我真是，我会一有机会就会割开你的喉咙，把所有的金子都拿走。\!是啊，是这样没错。
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.",啊，不过这样一来，您就失去欣赏我美丽容颜的特权了，我的女王。
"Well, too bad, because I would never associate with the likes of you!!",哎呀，真是太糟糕了，我永远不会和你这样的人交往的！！
"Oh, sure you would.",噢，你当然会的。
Grrrrr....\| Why are you so....,呜呜呜…\|为什么你这么…
Handsome?,好看啊？
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.",还，这，么，坚，定，啊！！\!我都不敢相信你能一直坚持这么久！\!你知道我有多烦你吗？\!你的味道、生活方式、个性，一切一切！\!就算这样，你也没走！！没人能让我给骂上这么久还坚持得下来。\!你可真了不起。
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?",哗，哇哦。\!我感觉我们才认识没多久。\!咱们节奏别太快——进展到下一步之前我们还是先喝一杯如何？
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!",就喝一杯。\!别无其它！我会像老鹰一样狠狠盯着你的表现的，不许毛手毛脚！
"Come now, m'lady, I'll be a perfect gentleman.\! After you...",别这样嘛，我的女士，我会成为一个完美的绅士的。\!您先请…
