ENGLISH,ZH-cn
Duke Jaromir.\! How are the Emborian troops holding up?,贾洛米公爵。\!恩博尔军的情况如何？
"Well... I knew you were a man of few words, but you've really outdone yourself.",嗯……我知道你是个沉默寡言的人，但你这次真是比平时更甚。
...\| I find it difficult to fathom your existence.,……\|我发现我很难理解你的存在。
...Still?!,……现在都还这样吗？！
The idea of you continues to defy my understanding.\! You are...\| holy Donar.,“你”这一概念依旧超出我理解的极限。\!你就是……\|神圣的多纳尔本身。
Nope.\! \n[8].,才不是呢。\!\n[8]。
"I know the scriptures like they were my own children.\! Donar stands before me.\! You are the embodiment of truth, and the bringer of light.",我了解经文教义，就像它们是我自己的孩子一样。\!多纳尔就站在我面前。\!你是真理的化身，光明的使者。
"Okay...\| sure.\! It is I, holy Donar!\! Gaze upon my radiance!\! I come to bring the ultimate truth in the universe!",好吧……\|那就算是吧。\!是我，神圣的多纳尔！\!散发着无尽的光芒！\!带来宇宙的终极奥义！
"...You underestimate my faith, \n[8].\! Even through your jokes, my soul is shaken to its core.",……你低估了我的信念，\n[8]。\!连你讲的笑话都在我的灵魂深处产生激荡。
"Sheesh.\! You ARE dedicated.\! Jaromir...\| I like you.\! You are... so noble, like a throwback to a nobler time.\! Please don't lower yourself to this.\! I am nothing special.",嘘！\!您真的真的很虔诚。\!贾洛米……\|我喜欢你。\!你是……如此高贵，仿佛活在那段荣耀的旧日史诗。\!请不要如此贬低自己。\!我没什么特别的。
"...Please, be my wife, \n[8].",……拜托了，做我的妻子吧，\n[8]。
...Wha-wha-whaaat?!,……什——什——什么！？
"You have changed my life. Nay, the whole world.\! Your return to this world has given me purpose.\! Have I not been of benefit to you, \n[8]?",你改变了我的生活。不，整个世界。\!你回到这个世界，给了我目标。\!我对你没有过帮助吗，\n[8]？
"Of course!\! I mean... no one else believes as strongly as you!\! It is quite a leap to try and wife me, though, fella!",当然不是！\!我是说……没人像你一样信仰坚定啦！\!但试着娶我这步子也太大了好吧，亲爱的！
...May I know your answer?,……我能知道你的答案吗？
"Well...\! You know how I like to think things over, but...",这……\!你知道我是多喜欢纠结的人，可……
"What woman doesn't dream of a man like you, solemnly professing his dedication?",哪个女人不梦想有你这样的男人，能这样郑重其事地表白呢？
"Okay, well, not the quickest on the uptake there, Duke.\! Yes! I accept.",行吧，行吧，你的理解能力有待加强啊，公爵大人。\!好！我答应了。
That warms my heart greatly.\! You shall make a fine Duchess.,我真的好幸福\!你会是一个优秀的公爵夫人的。
"Whoa there, Duchess?\! I am apparently the reincarnation of your god, and you'd demote me to Duchess?!\! I think I'll make you my Mr. Donar instead. Ha ha ha...",哇噢天哪，公爵夫人？\!我明明是你敬爱的神明转世，你却要把我降级成公爵夫人？！\!我得把你变成我的多纳尔先生才对啊。哈哈哈……
