ENGLISH,ZH-cn
...Lysander? Are you alright?,…莱森德？你还好吗？
It's finally become reality.,终于变成了现实。
Hmmm....???,什么……？？？
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.",您只是……\|让我完全高攀不上。\!虽然您可能没有注意到，但您的身影一直在我的脑海里挥之不去。\!不过，不用再斥责我的愚蠢了，我现在已经认清现实了。
Lysander...,莱森德……
Am I...\| not of the right caliber...?,我是不是……\|不是您喜欢的类型……？
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?",多纳尔在上……这太愚蠢了！\!您是莱森德将军，而不是什么卑躬屈膝的乞求者。\!看看您所取得的成就。\!您没有意识到你周围的人多么尊敬您，希望自己能拥有您这样的天赋吗？
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.",老实说，我在兵法方面的特长……\|归根结底对我并没有那么重要。\!和我所希冀能达到的高度……无法相比。\!以及本可以和谁一起达成。
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.",我明白的。\!我是为艾利克斯才战斗的。\!和他相比，连与扎纳图斯的斗争都是次要的。
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...",当然……\|对不起，戴安娜。我显然失去了一切礼节感……
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?",没有必要。\!大家对你的最高期望，就是你做真实的自己。\!你已经是我们这个时代最伟大的英雄之一了。还会有更多壮举的，对吧？
We shall see...,拭目以待吧……
