ENGLISH,ZH-cn
"Let us raise a glass, to my friend, \n[8]!",让我们举杯，向我的朋友\n[8]致敬！
"Bet you all thought, \n[5] wouldn't make it this far, now ready to lead \n[27] first squad into battle. But I knew better!",你们肯定都想过\n[5]肯定走不到这一步。可\n[27]现在却已经开始要带部队上战场了，我知道你们都错了！
"Not in the celebrating mood, \n[8]?",\n[8]，没有庆祝的心情吗？
There's a lot on the line... the Empress's life is in our hands.,毕竟事关重大……女皇还等着我们拯救。
I'm not worried. I doubt these guys can keep up with you.,我不担心这个。我只是担心这些人会跟不上你的步伐。
...It helps having a one man army in our midst.,我们之中有个一人成军的人物确实蛮有帮助的…
I'm just a man. We've got the gods on our side.,我再强也只是肉身凡胎。但神明站在我们这边。
"I'm going to trust in my soldiers, not some idea. Don't tell me you believe in those fairy tales now?",我相信我的手下，而不是一些虚的东西。别告诉我，你现在竟然相信起了这些童话故事？
"Don't underestimate the power of ideas. Look at how this empire's starting to forget the ideas that built it.\! With a proper leader, people would again feel a part of something. There would be no generals going rogue...",可不要小看了信念的力量。看看这个国家，人们逐渐遗忘建国时的宗旨。\!在合适的领导之下，百姓会再次回想起往日的光辉。不再有将军叛变……
"We've come a long way since the Academy, but now we face the real thing. Come, \n[8], let's brush up a bit.",我们从军校相识至今，终于要面对一些真家伙了。跟我来，\n[8]。我们来活动一下拳脚。
"\c[1]Imperial Army Encampment, Eastwall Province\|\|\|\|\|\^",\c[1]东城省，帝国军营地\|\|\|\|\|\^
