ENGLISH,ZH-cn
Legends 1B: Defend the Claim,传说 第1章下：捍卫索赔
"Lord Terenor is being attacked at Fort Eureeka. Why does he not simply withdraw?! We are forced to break the siege coming from the west.\! You, soldier, to me! What is your name?",特瑞诺大人在尤里卡堡遭到袭击。他为什么不直接撤退？！这下我们不得不打破来自西面的围困了。\!你，士兵，过来！你叫什么名字？
"Here, Captain! Barnabas Fitch, of Melmonde, sir!",到，队长！梅尔蒙德的巴纳巴斯·费奇，长官！
"I noticed the way you handled yourself at Armitage. Well done, soldier.\! Melmonde? It seems your home town may soon be on the front lines of battle.\! Do you think you can lead a heavy cavalry detachment? Speed is of the essence in this mission and we will need young men like you most of all.",我注意到了你在阿米塔吉时的表现。干得好，士兵。\!梅尔蒙德？看来你的家乡可能很快就会成为前线了。\!你觉得你能领导一支重骑兵分队吗？速度是这项任务的关键，而我们最需要像你这样的年轻人。
"Y-yes sir, I mean...\| I'll do what I can, Captain!\! Ain't much different than wranglin' wild horses back at the family farm, right?!",可—可以，长官，我的意思是……\|我会尽力而为的，队长！\!和在家庭农场里驯服野马没太大区别，对吧？！
"Be sure not to let your men hear such a metaphor, kid.\! Lessons later, we need to move to Fort Eureeka. On the double!",一定不要让你的手下听到这种比喻，孩子。\!说教就先免了，我们需要赶到尤里卡堡。跑步前进！
"The age of Veridia will soon come to an end!\! Men of Ezrum, go, and bring glory to Sayunaa in my name!\! And we shall reduce Stormrook to rubble - these arrogant Midlander pigs must be sent a message. They will fear the utterance of the name, Rostam, Duke of Ezrum, ruler of Veridia!",维尔迪亚的时代即将结束！\!艾泽拉姆的将士们，去吧，以我的名义为萨育纳带来荣耀！\!我们会将风鸦堡夷为平地——必须给这些傲慢的中土猪猡一个教训。罗斯坦，艾泽拉姆公爵，维尔迪亚统治者，这个名字，将会令他们胆战心惊！
By Donar... Sayunaa has decided to move. We were told they would remain neutral!,多纳尔在上……萨育纳决定出兵。他们明明告诉过我们说会保持中立！
"Where I come from, a man 'n his word are all he's got! What gives?!",在我的家乡，男人就指着他的信誉立足！这是咋回事？！
"We've seen the death of honor for some time now, soldier. Truth be told, this should be a surprise to no one.\! We must now protect both Fort Eureeka and Stormrook as well.\! May these treacherous Sayunaari not hold one parcel of Veridian ground!\! The walls of Stormrook have not fallen in a thousand years. Today shall be no different.",我们见证荣誉的消亡已经有段时间了，士兵。说实话，任何人都不应该对此感到意外。\!我们现在必须同时保护尤里卡堡和风鸦堡。\!希望这些背信弃义的萨育纳人不会夺取哪怕一寸维尔迪亚的土地！\!风鸦堡的城墙已历经千年不曾陷落。今天也不会例外。
