ENGLISH,ZH-cn
Oh...\| flowers. How nice.\! You really are a hopeless romantic.\! And I do emphasize hopeless.,哦……\|鲜花。费心了啊。\!你真是个无可救药的浪漫主义者。\!我是说，无，可，救，药。
"You wound me, my dear.\! You wound me with your blade-edged words...",亲爱的，你伤害了我。\!你用你尖锐的话语伤害了我……
So sorry.\! You may want to see a priestess.,真抱歉。\!你可能需要让女祭司来给治一下。
"All I need is the warmth of your radiant beauty by my side.\! Admit it, how can you look at these baby blues and remain so defiant?",我只需你光芒四射的美貌在我身边洒下的无尽温暖。\!承认吧，你怎么可能在这些婴儿蓝色花朵的攻势下依旧不为所动？
"You would do quite well if those 'baby blues' did the talking, and not your foul mouth.",要是说话的是这些婴儿蓝色的花那可能确实会有用，但现实是开口的是你这张臭嘴
....A compliment?\! From the icy heart that struggles to beat beneath this breathtaking visage I see before me?\! I can now die a happy man...,……这是在夸我吗？\!这个冷若冰雕，内心一片死寂，却又美得惊心动魄的存在居然在当面夸我吗？\!我现在死也可以做个开心鬼了……
"Ah, by all means, proceed.",啊，请务必这么做。快去死。
But your heart would be shattered beyond repair for the rest of your days.,可这样一来你的余生就会在心碎中度过。
"Dream\| on!!!\! Ugh, when are you going to get a clue?!\! You are a pig and I do not like you!",做你的\|大梦去吧！！！\!喂，你到底什么时候才能明白现实啊？！\!你是头猪而我不喜欢你！
...yet.,……不过。
"You'd better hope for a miracle then, thief.",你最好试着看看奇迹会不会出现，蠢贼。
"We do live in strange times, m'lady!\! Keep believing and it may just come true!",我们确实生活在一个离奇的时代，我的女士！\!不过，念念不忘必有回响！
"Ugh, no, YOU are the one who wants...\| Nevermind.\! I am going away now!\! If you follow me, I will put an arrow through your eye socket!",呃，等下，明明是你这个家伙要……\|罢了。\!我得走了！\!如果你敢跟着，我就把箭钉在你的眼眶上！
"A blessed day to you, fair Narima.\! You know where to find me.",祝你拥有美好的一天，美丽的娜瑞玛。\!你知道能在哪儿找到我的。
