ENGLISH,ZH-cn
"\c[1]Veridia, during the interregnum, two months later\c[0]",\c[1]维尔迪亚，政权更迭期，两个月后\c[0]
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!",你好，茜比尔！哇，朱尔斯国王！我们不知道有皇室要来。\!欢迎来到全新改进的修道院！
That's King Dargon II to you!,你应该叫他达贡二世殿下！
"It's alright, Stefan.\! Just call me Jules, please!",没事的，斯泰凡。\!请叫我朱尔斯吧！
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!",你好，茜比尔！当然还有尊敬的军士长先生。\!欢迎来到全新改进的修道院！
"Howdy. Good to see ya, Stefan.",你好啊。很高兴见到你，斯泰凡。
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!",嘿，茜比尔！\!欢迎来到全新改进的修道院！
Stefan... do you think she'll even speak to me?,斯泰凡……你觉得她会愿意和我说话吗？
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.",我可保证不了什么。\!你看，我可是很宽容的。我明白的，如果有三寸不烂之舌的话，非莱森德莫属。\!在我看来，这不全是你的错。
Alright...\| thank you Stefan.,好的……\|谢谢你，斯泰凡。
"You bet. Welp, best not keep her waitin'.",这肯定的。好了，最好不要让她等太久。
