ENGLISH,ZH-cn
"\c[1]Ezrum, fortress city in Western Sayunaa\c[0]",\c[1]萨育纳西部的要塞城市，艾泽拉姆\c[0]
"Everyone is in place, right?",大家已经各就各位了，对吗？
"Yes.\! Even so, we are taking a great risk coming here.",是的。\!即便如此，我们来这里也是冒着巨大的风险的。
"Jules, Narima, I'm counting on you to coordinate the strike if needed.\! You know these lands better than anyone...",朱尔斯、娜瑞玛，如果需要的话，我就依靠你们来协调这次攻击。\!你们比任何人都更了解这片土地……
"We will be watching every moment, \n[8].\! Please, be careful.",我们会看好战局的，\n[8]。\!请小心。
"Jules, please wait.",朱尔斯，请稍等。
Yeah?,什么事？
"This is the homeland of our people.\! They will not look highly on you and I cooperating with Veridians.\! Please, do not put yourself in danger in this mission.",这是我们人民的家园。\!他们不会喜欢我们与维尔迪亚人合作的。\!请不要在这次任务中把自己置于危险的境地。
"Wow, is it really that bad?",哇，真的有那么糟糕吗？
"You will just have to trust me.\! Call me for assistance for any reason.\! Come, let us get into position.",你只要相信我就可以了。\!有任何事都可以找我帮忙。\!来吧，我们各就各位。
