ENGLISH,ZH-cn
"Diana, can you tell me about the original Nephilim?",戴安娜，你能告诉我关于原初圣灵的事吗？
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.",求学心切，是吧？\!尽管解读方式有多种，圣殿只支持其中的一种。
This is your stance as well?,而它也是你的立场？
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.",圣者多纳尔、盖泽斯、西兰尼、伊什塔尔和兰迪斯是我们信仰的创始人。\!依照我们的理解，多纳尔的肉身是他的神圣力量在塔恩拉世界的物理体现。当我们称为多纳尔的那个人来到我们的世界时，我们相信多纳尔通过血肉之躯与我们凡人的一员，并使我们成为多纳尔信徒。\!盖泽斯是一位依靠自己的力量与勇猛的战士。\!您会在其他人身上发现相似的特征：兰迪斯的狡诈、西兰尼的善良和伊什塔尔的忠诚。\!五圣灵分别代表了圣殿的五种美德和宇宙的五种元素。\!光之多纳尔、火之盖泽斯、水之西兰尼、风之兰迪斯和土之伊什塔尔。\!这些是用来判断我们信徒品质的美德之基。\!有些人选择走所有圣灵的道路，有些人会偏爱其中一位。
Aha...\| So can I guess that Galzus is your favorite Saint?,啊哈……\|那么我能猜测盖泽斯是您最喜欢的圣灵吗？
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,他被誉为有史以来最无畏同时也是最令人生畏的人……\!我只希望能效仿他的故事。
"Well, does such a being exist to match you in battle?",那么，世界上有能和你在战场上旗鼓相当的存在吗？
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...",一个人的对手并不一定是他毁灭的原因。\!也可能是一个人内心的骄傲，也可能是一些不可预见的事情。\!这是一个危险的世界，\n[8]……
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.",是啊……我想是的。\!戴安娜，我必须告诉你。很多时候，我认为应该由你来指挥这支军队，而不是我。
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,不胜惶恐。但我们正在走向未知。\!不像你，关于协调一支军队，我既没有知识储备也没有接受过相关训练……我更喜欢敌人的头骨在我的靴子下碎裂的简单感受。
...What a lovely picture you paint.,……你真是描述了一副迷人的景象。
