ENGLISH,ZH-cn
"\c[1]Underground escape route, Westerfield sewers\c[0]",\c[1]西地下水道的逃生地道\c[0]
Why are they making us leave?,他们为什么要让我们离开？
They said the bad people are coming to take us away from our home.\! They said they are non believers.,他们说坏人要来把我们从家里带走。\!他们说那些坏人都是无信者。
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!",是啊，这家伙怕不就是通风报信说我们在这儿的人。\!我们都知道他和我们不一样，他不是信徒，他甚至舍不得改掉他之前的名字。\!你说是不是呀，艾、利、克、斯？！
Shut up!\! I didn't tell anyone!!,闭嘴！\!我没有跟任何人说！
Stupid Alex... we're gonna tell on you.,愚蠢的艾利克斯……我们要告发你。
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,听着！我妈妈会干掉大师们的。\!你等着瞧吧。\!她是世界最强的战士。\!然后你就可以和你真正的家人团聚了！！
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!",够了，你死定了。\!来吧，告诉大师们我们有祭品啦！！！
Ha ha ha ha...\! Yeah! Get the non believer!!!,哈哈哈哈…\!耶！抓住无信者！！！
"Alright you little freaks, keep it down in here.\! The Emperor is coming.",好了你们这群小怪物，该消停了。\!皇帝过来了。
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.",你好，小家伙。\!你的名字是艾利克斯，对吧？\!没关系，在这儿你可以把它念出来。
"Yes, mister.",是的，先生。
Are the other children bothering you?,其他孩子们有打扰到你吗？
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.",哈哈……你不是那种会告密的人，朕明白了。\!艾利克斯，朕会把你带到一个安全的地方。\!跟朕来。
Do you know where my mom is??,你知道我妈妈在哪儿吗？
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?",……\|很抱歉，朕并不认识她。\!然而，朕是皇帝——所以朕应当能够找到她，你不觉得吗？
Yeah I guess so...,嗯我想是的……
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.",你们其他人，遵从大师们的指示。\!那些……\|无信者过来抓你们了。
Let's get out of this den of muck...,让我们先离开这鬼地方吧……
