ENGLISH,ENGLISH
"So... that's it?\! I'm back from the dead, you're back from the dead, things have happened, and you're not going to speak with me about it?","Entonces, ¿eso es todo?\! Yo resucito, tú resucitas, pasa alguna que otra cosa ¿y no vas a hablar conmigo del asunto?"
"Gods above, what have they done to you...\! Zelos...","Por todos los dioses, ¿qué te han hecho?\! Zelos..."
"Everything has happened on my terms, \n[8].\! I do not need nor deserve sympathy.","Todo ha sucedido de acuerdo con mis decisiones, \n[8].\! No necesito ni merezco compasión."
That's not true!\! My Zelos would never have gone down this path...,¡Eso no es verdad!\! El Zelos que conozco nunca habría seguido este camino...
There is so much you do not know.\! You'd best forget about it...,Hay demasiadas cosas que no sabes.\! Será mejor que te olvides de esto...
"Forget?!\! Stop shutting yourself off to me, Zelos!\! You know what I will never forget?!\! You, cutting Casamir's men down, one by one, in a rage because you watched me fall to their arrows.\! I won't forget you, who through all his bravado and ambition, never failed to save me when I needed saving.\! Forget?\! Go to hell, Zelos!!","¿Que lo olvide?\! ¡Deja de cerrarte en banda, Zelos!\! ¡¿Sabes qué es de lo que nunca me olvidaré?!\! De ti, abatiendo a los hombres de Casamir, uno por uno, y hecho una furia después de verme caer ante sus flechas.\! No me olvidaré de quien, a pesar de su bravuconería y ambición, siempre me ha salvado cuando más lo necesitaba.\! ¿Que me olvide?\! ¡Vete al infierno, Zelos!"
"Heh, don't worry about that.\! I'm well on my way.","Je, je. No te preocupes por eso.\! Ya estoy a mitad de camino."
"You are...\| actually gone.\! I've waited so long, prayed, cried my eyes raw...\! And now you're just an empty body... like you died long ago...\! Curse this...","En realidad,\| ya te has ido.\! He esperado tanto tiempo, he rezado, he llorado a mares...\! Y ahora no eres más que un cuerpo vacío... Es como si hubieses muerto hace tiempo...\! Maldita sea..."
"Crying...\! Do you know how many I have cut down, through their tears?\! It does not affect me anymore.",Llorar...\! ¿Sabes a cuántos he vencido que lloraban?\! Eso ya no me afecta.
"I get it, you big brute. You're numb to suffering.\! Please, just disappear, Zelos.\! I was always the one person who you would give a break, when you could forsake everyone else.\! But now you've forsaken me.\! I cannot bear the sight of you one moment longer!","Sí, ya sé que eres un salvaje. Eres insensible al sufrimiento.\! Te ruego que desaparezcas, Zelos.\! Siempre fui la única persona a la que dabas un respiro cuando dejabas de lado al resto.\! Pero ahora me has abandonado.\! ¡No soporto verte ni un minuto más!"
...Is that what you want?,¿Es eso lo que quieres?
...I want my Zelos back.,Quiero recuperar al Zelos de siempre.
"That's all I've ever wanted, since that day.\! Everything else has been distractions.\! Just... want... my... Zelos back....\! Give him back...",Eso es lo único que he deseado desde ese día.\! El resto solo han sido distracciones.\! Solo... quiero... a... mi... Zelos de vuelta...\! Devuélvemelo...
"It's because of you, \n[8].","Es tu culpa, \n[8]."
...What?,¿Qué?
"I watched you die.\! I watched you fall from the top of the Imperial Palace.\! Executed for being a heretic.\! So, I killed them. All of them.\! They are the reason you died that day.\! And now they're all dead.\! You're a fool for feeling this way.",Te vi morir.\! Te vi caer desde lo alto del palacio imperial.\! Te ejecutaron por hereje.\! Así que los maté. A todos.\! Ellos propiciaron que murieras aquel día.\! Y ahora están todos muertos.\! Eres idiota por sentirte así.
...I'm not a fool.\! Shut up.,No soy idiota.\! Cállate.
I...\| love you.\! That's what it is.\! I love you more than can be described.\! Don't... let me just stand here like this.\! Don't let me shiver and shake without the embrace of my Zelos.\! Not another moment...,Yo...\|te amo.\! Así es.\! Te amo más allá de lo explicable.\! No... me dejes así sin más.\! No me dejes aquí temblando sin el abrazo de mi Zelos.\! Ni un instante más...
"...\! Come here, \n[8]...","...\! Ven aquí, \n[8]..."
"For you, I'm not gone...",Es por ti que no me he ido...
"But I am not the same.\! The blood on my hands will ever dry.\! There is no going back.\! You...\| You've captured the hearts of the people.\! You would be dragged down into the pits of hell if it went back to the way things were before.\! I'm still going to save you when you need saving, \n[8].\! You need saved from me.","Pero no soy el mismo.\! La sangre que mancha mis manos nunca se secará.\! No hay vuelta atrás.\! Tú...\| Has conquistado el corazón de la gente.\! Te arrastraría a lo más profundo del infierno si todo volviera a ser como antes.\! Volveré a salvarte cuando lo necesites, \n[8].\! Pero necesitas que yo te salve."
"Stop it!\! I love you and I'm not letting you go!!\! Fine, let's go be in hell together.\! I'm not letting you go, no matter what.","¡Basta!\! ¡Te amo y no voy a dejarte marchar!\! De acuerdo, iremos juntos al infierno.\! No voy a dejar que te marches, pase lo que pase."
It's... going to be okay.\! It's just the two of us.\! The rest of the world doesn't matter.\! We're...\| going to be fine...,Todo... saldrá bien.\! Solo somos nosotros dos.\! El resto del mundo no importa.\! Nos...\| irá bien...
