ENGLISH,ENGLISH
Chapter 4: Paradigm Shift,Capítulo 4: Cambio de paradigma
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.","En momentos como estos me pregunto en qué he fallado. ¡Ay, Stefan! ¿Cómo has acabado teniendo que enfrentarte a esos malditos fanáticos? ¿Acaso querías estropearte tu bonita cara?\! En fin, dudo que esos prisioneros logren liberarse sin ayuda."
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.","Esos guardas no se andan con chiquitas, pero como ladrón™ profesional que soy, me encargaré de ellos con un ataque furtivo.\! Si soy yo quien les ataca, podré golpear a los pelotones enemigos por la espalda y esquivar a las unidades más fuertes en primera línea."
"Someone up there likes you, friend. Let's get ya out of those chains...","Alguien importante te tiene aprecio, colega. Vamos a liberarte de esas cadenas..."
...\| W-what's going on...,...\| ¿Q-qué está pasando?
Name's Stefan. I'm workin' for the Temple.,Me llamo Stefan. Trabajo para los Templarios.
"...Thank you, Stefan...\| I'm \n[8].","Gracias, Stefan...\| Soy \n[8]."
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.","¿Sabes blandir una espada, \n[8]? Espero que sí, porque tengo a esos adeptos pisándome los talones.\! Será mejor que encontremos el modo de salir de aquí, colega. Creo que he visto la salida a la vuelta de la esquina, justo al noroeste de aquí."
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?","¡Ahí va! Stefan, ¿cómo pretendes escapar de la chica rubia con el martillo gigante?"
"Nah, that's Diana, our ticket outta here. She's my partner in crime!","Ah, esa es Diana, nuestro pasaporte para salir de aquí. ¡Somos compañeros!"
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...",¿Diana? ¿La líder de las paladinas de los Templarios? Jamás pensé que la conocería en persona.\! ¿Qué hace una heroína como ella aquí?
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.","Eso ya lo discutiremos más tarde, \n[8]. Si yo fuera tú, descansaría un poco y dejaría que ella se encargase de esos soldados mientras yo recojo los tesoros.\! Nunca falla. Je, je."
Are you one of the prisoners here?,¿Formas parte de los prisioneros?
"Yes, I was...","Sí, así es..."
This is fortunate. We did not expect this. You must come with me.,Estamos de suerte. No nos esperábamos esto. Ven conmigo.
Guess I'm in no position to argue...,Dudo que tenga otra opción.
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!","¡Por mil demonios, me han descubierto!\! Debemos darnos prisa, ¡han traído más refuerzos!"
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!","¿Pero qué tenemos aquí?\! Varios tesoros para quien antes se haga con ellos.\! No forma parte de mi misión, pero como ladrón profesional, no estaría bien visto que los ignorara sin más. Es mi deber moral hacerme con ellos.\! Tan solo tengo que ir hacia cada cofre para hacerme con su contenido. Es más, cualquiera puede recogerlos, ¡no solo yo!"
