ENGLISH,ENGLISH
"Jules, I think I scare people.","Jules, creo que asusto a la gente."
"Scare people?\! Oh, come on, Beatrix, that's not true.\! You're just a little newer around here!","¿Que asustas a la gente?\! Vamos, Beatrix, sabes que no es verdad.\! ¡Es solo que has llegado de las últimas!"
"You're just a cuddly little fuzzball, aren't you?\! Of course I scare people.","Eres una criaturita adorable, ¿sabes?\! Sí, asusto a la gente."
"Okay, I'll say it. I'm so lonely.\! Everyone here looks at me like I'm an alien from another world.\! It seems for the time being, I need to get along with other humans... sigh.\! Jules...","Está bien, voy a decírtelo. Me invade un sentimiento de soledad.\! Por aquí todos me miran como si viniera de otro mundo.\! Pero, por ahora, creo que tengo que llevarme bien con otros humanos. En fin...\! Jules..."
"Yeah, I can see why that would hurt.\! We all need to feel like we belong somewhere.\! Beatrix, I'm going to make extra sure you feel welcome here, with us.","Sí, entiendo que te resulte doloroso.\! Todos tenemos la necesidad de sentir que pertenecemos a algún lugar.\! Beatrix, me aseguraré por todos los medios de que te sientas cómoda aquí, con nosotros."
...Why?\! You would be spending precious social capital.,¿Por qué?\! Estarías desperdiciando unas dotes sociales muy valiosas.
"Oh, well, I just think you're misunderstood!\! I like you, though!",Es que creo que no eres más que una incomprendida.\! ¡Pero me gustas!
"Misunderstood... yes, yes, she must be so empty inside.\! No family other than her absent father, brain scrambled by magic meddling, blah blah blah.\! I have embraced it.\! I could just wallow in self-pity, or I could find satisfaction in the never-ending thrill of weaving chaos through the world.\! What sounds more worthy of one's time to you?","Incomprendida... Claro, claro, debe de sentirse tal vacío en su interior.\! Sin más familia que su ausente padre, con la cabeza hecha un lío por culpa de la magia, bla, bla, bla...\! Lo he aceptado.\! Podría regodearme en la autocompasión o bien encontrar satisfacción en el eterno placer de sembrar el caos por todo el mundo.\! ¿Qué te parece más digno de tu tiempo?"
I mean um... thanks for caring.\! For some reason it is different when you say it.\! You trying to get your hands on my future piles of money?,"Digo, gracias por preocuparte.\! Por alguna extraña razón, es distinto cuando eres tú quien lo dice.\! ¿Estás intentando apoderarte de mi futura fortuna?"
"Haha, what?\! What money?","Ja, ja. ¿Cómo dices?\! ¿Qué fortuna?"
"I'm the sole inheritor of the Pendergast fortune, silly! Or I should be, anyway.\! If my father would hurry up and kick the bucket already so it's all in my rightful hands.","¡Soy yo quien heredará la fortuna de Pendergast, idiota! O, al menos, así debería ser.\! A ver si mi padre se da prisa en estirar la pata de una vez para que el dinero llegue a mis manos."
"Oh, neat!","¡Vaya, genial!"
So you didn't know I'm going to be filthy rich?? Then...,¿No sabías nada de mi gran fortuna? Entonces...
"Nope. I just think redheads are beautiful.\! Well, all women are beautiful, but redheads even more than that.\! And... you, even more beautiful than all those redheads!","Qué va. Simplemente creo que las pelirrojas son muy guapas.\! En realidad, todas las mujeres son guapas, pero las pelirrojas más aún.\! Y tú..., ¡tú todavía eres mucho más guapa que el resto de pelirrojas!"
"...I am jealous of which maiden has won your heart.\! Jealous enough to burn her down to cinders, even.",Siento celos de la joven que haya logrado conquistar tu corazón.\! Los suficientes como para verla arder hasta reducirla a cenizas.
"Well I love my sister, but other than that, no girl!\! Please do not burn my sister down to cinders.\! But... are you saying you'd want to go steady with the likes of me?","El caso es que no quiero a nadie más, aparte de a mi hermana.\! Así que te ruego que no la reduzcas a cenizas.\! Pero... ¿me estás diciendo que querrías salir en serio con alguien como yo?"
"Heh, it's you I'm more worried about, kiddo.\! I'm not... AT ALL... like other girls.\! But, I promise, if you do get accidentally blown up, I WILL find a way to put you back together.","Je, je. Creo que eres tú quien me preocupa.\! Yo no soy... EN ABSOLUTO... como el resto de chicas.\! Pero te prometo que si alguien te hace volar por los aires por error, ENCONTRARÉ el modo de recomponerte."
"That's okay!\! Wow, I never thought I could be with a woman as beautiful as you...","¡Está bien!\! Caray, nunca pensé que podría estar con una mujer tan guapa como tú..."
"Maybe, just maybe, falling for you is going to prove more fun than recreating existence in my image.\! Please don't ever lose that charming naivete...","Tal vez, y solo tal vez, enamorarse de ti resulte más divertido que recrear a alguien a mi imagen y semejanza.\! Nunca pierdas esa ingenuidad tan atrayente..."
