ENGLISH,ENGLISH
"\c[1]Throne room, Sayunaa Royal Palace\c[0]","\c[1]Salón del trono, palacio real de Sayunaa\c[0]"
"\n[8], please step aside!!","¡\n[8], apártate, por favor!"
"Ugh...\| Zanatus, take me...","Arg...\| Zanatus, llévame..."
"Suffer in eternal hell, pretender...","Sufre en el fuego eterno, idiota..."
"Jules, please come to me...","Jules, por favor, ven conmigo..."
W-what's going on??,¿Q-qué está pasando?
"You are the descendant of King Dargon.\! The true rulers of our nation.\! It is thought that their dynasty has ended.\! However, we, the Scions of Dargon, have spent three generations on a mission to restore the Dargon family.\! You, his great, great grandson, are to be our king.","Eres el descendiente del rey Dargon,\! los verdaderos gobernantes de nuestra nación.\! Todo el mundo cree que su dinastía ha terminado.\! Sin embargo, los Vástagos de Dargon llevamos tres generaciones trabajando para que la familia Dargon vuelva a gobernar.\! Tú, su tataranieto, serás nuestro rey."
"We could not reveal your identity, not even to you.\! There are many powerful forces who would have wanted you dead.\! But the time has come for you to claim your rightful place on the throne.","No podíamos revelarte tu identidad, ni siquiera a ti.\! Existen demasiadas fuerzas poderosas que habrían intentado matarte.\! Pero ha llegado la hora de que reclames tu legítimo lugar en el trono."
"Don't look at me.\! Seems to me you should have a seat on that nice throne there, friend.",A mí no me mires.\! Creo que deberías ser tú quien ocupara ese bonito trono.
This doesn't feel right.\! I did nothing to deserve to rule over anyone...,Eso no estaría bien.\! Yo no he hecho nada para merecer gobernar.
"The people have wished this for longer than living memory.\! We of the Scions of Dargon have taken many lives, and endured much to get to this point.\! You must accept your fate, my king.\! For the future of our homeland...","El pueblo lleva deseando esto más tiempo del que se recuerda.\! Los Vástagos de Dargon hemos tomado muchas vidas y hemos soportado muchas penurias para llegar a este punto.\! Debes aceptar tu destino, mi rey.\! Por el futuro de nuestra patria..."
"I always knew you were a noble spirit.\! Can't think of a more deserving soul to randomly become a king.\! Don't worry about it, we can figure out the details later.","Siempre supe que eras un espíritu noble.\! No se me ocurre ningún alma más merecedora de convertirse en rey.\! No te preocupes por eso, ya decidiremos los detalles más tarde."
Narima...\| I wish for my people to join the fight against the Empire of Archaelus...\| can this happen?,Narima...\| Deseo que mi pueblo se una a la lucha contra el Imperio de Archaelus.\| ¿Eso sería posible?
It shall be done.,Así será.
