ENGLISH,ENGLISH
Chapter 29: Zenith of the World,Capítulo 29: La cima del mundo
So you chose to remain a slave.\! Pathetic...,Así que has decidido seguir siendo un esclavo.\! Patético...
Beatrix...\| My love!\| Y-you will see me again in the next life!,Beatrix...\| ¡Amor mío!\| ¡V-volverás a verme en la otra vida!
"""Beatrix, my love""??","¿«Beatrix, amor mío»?"
"Oh to be him, poor, poor little Jeb, and desire that which he could never have.\! I believe we have done him a favor by sending him to the void.","Ah, pobre, pobre Jeb, quién fuera como él para desear algo que nunca podría tener.\! Creo que le hemos hecho un favor al enviarlo al infierno."
"Stop! This man spared my son.\! Assassin, why do you serve Zanatus?","¡Detente! Este hombre no quiso matar mi hijo.\! Asesino, ¿por qué sirves a Zanatus?"
"...\| I am a dead man whose heart still beats.\! It is the only path left.\! But now I accept defeat, Paladin.\! My life is yours.","...\| Aunque mi corazón sigue latiendo, en realidad soy un hombre muerto.\! Es la única alternativa que tengo.\! Pero ahora acepto mi derrota, paladina.\! Mi vida está en tus manos."
"The only path? You speak like you are downtrodden.\! This is what they do - they beat the hope out of you, so that they can fill your emptiness with their evil.\! But there is always hope, even for you.\! If you will turn your skills against the enemy that would throw you at a certain death.","¿La única alternativa? Hablas como alguien sin esperanza.\! Es lo que hacen... Te quitan la esperanza a golpes para llenar el vacío que queda con su maldad.\! Pero siempre hay esperanza, hasta para gente como tú.\! Solo tienes que usar tus habilidades contra el enemigo que estuvo dispuesto a enviarte a la muerte."
"You are wasting your empathy on me, Paladin.\! But if you wish for me to be an ally against the demon cult, then it shall be done.\! When they are all dead, I will disappear from your world forever.","Malgastas tu empatía conmigo, paladina.\! Pero si quieres que me convierta en vuestro aliado contra este culto demoníaco, lo haré.\! Cuando todos estén muertos, abandonaré vuestro mundo para siempre."
"You will get no more fight from me, \n[8]...","Ya no volveré a luchar contigo, \n[8]."
