ENGLISH,ENGLISH
\c[1]Isanter Palace\c[0],\c[1]Palacio de Isanter\c[0]
"I want good news, Harold...","Quiero buenas noticias, Harold..."
"We have lost Fort Eureeka and our core armies, my lord...\! Duke Terenor died in battle, but we are now defenseless...","Hemos perdido el fuerte Eureeka y a nuestros principales ejércitos, mi señor.\! El duque Terenor murió en combate, pero estamos indefensos."
And what few men we have left are trying to quell the rioting...\! Donar save us all...,Y los pocos hombres que quedan intentan sofocar los disturbios.\! Que Donar nos ampare...
I need you to get the word to the people.\! The war ends now.\! I don't care what they do to me.\! I want my people to know the nobility is not lost.,Necesito que hagas correr la voz entre la gente.\! Es hora de acabar la guerra.\! No me importa lo que me hagan.\! Quiero que mi pueblo sepa que la nobleza no está perdida.
"Yes, lord...","Sí, señor."
"Terenor, you old fool...\! You gave your life for nothing...","Terenor, viejo estúpido...\! Entregaste tu vida para nada..."
Errrgh!!!,¡Arg!
"Two hundred, seventy four.\! Rest in peace, Lothair.","Doscientos setenta y cuatro.\! Descansa en paz, Lothair."
