ENGLISH,ENGLISH
Seems like they've put all their hopes in Stormrook's defense.\! Could we be the first in a thousand years to conquer Stormrook Castle from the east?,"Parece que han depositado todas sus esperanzas en la defensa de Torre Tormenta.\! ¿Hay alguna posibilidad de que seamos los primeros, en mil años, que logremos conquistar el castillo de Torre Tormenta desde el este?"
Victory over Casamir is all but inevitable. The challenge will be to minimize casualties during this difficult final stretch.,La victoria sobre Casamir es prácticamente inevitable. El desafío será minimizar las bajas durante el difícil tramo final.
What gives? Aren't you looking forward to taking that weasel off the throne?,¿Qué pasa? ¿No deseas arrancar a esa comadreja del trono?
"These are the homelands of the Empire, and the people may not desire our presence as others have.\! However, the unfortunate truth is that the war will not end as long as Casamir lives...","Esta es la tierra natal del imperio y es posible que no seamos bienvenidos.\! Sin embargo, la triste verdad es que la guerra no terminará mientras Casamir siga vivo."
Nothing could stand between my blade and Casamir's throat.,Nada podrá interponerse entre mi espada y la garganta de Casamir.
"My own desire for revenge aside, Beatrix says that the last Nephilim shrine is inside the Imperial Palace.\! She hasn't been wrong yet...","Dejando a un lado mi deseo de venganza, Beatrix dice que el último santuario de los nefilim está dentro del palacio imperial.\! Todavía no se ha equivocado..."
\n[8]...\| I need you to listen.\! You should not claim the last divine weapon...,\n[8]...\| Necesito que me escuches.\! No deberías reclamar la última arma divina.
...Why not??,¿Por qué no?
"I see the way you Nephilim act around those shrines.\! You are hypnotized.\! A voice calling out to you, compelling you to seize your destiny.\! It is unsettling, and I am not the only one who has noticed.\! If the purpose of finding these weapons is to defeat Casamir, what use is pursuing the Lightfury if you must defeat him to get it?","He visto cómo os comportáis los nefilim cuando estáis cerca de esos santuarios.\! Os quedáis hipnotizados.\! Os llama una voz que os apremia a asumir vuestro destino.\! Es perturbador, y no soy la única persona que lo ha notado.\! Si el propósito de encontrar estas armas es derrotar a Casamir, ¿de qué sirve buscar a Furialuz si tienes que derrotarlo para conseguirla?"
"I was once a street urchin, begging for a small piece of bread.\! But look what I've built for myself now.\! You'd have me abandon this path?","En mi niñez, tenía que mendigar por un mendrugo de pan.\! Pero mira en qué me he convertido.\! ¿Quieres que abandone este camino?"
"You provoked us into a war with Sayunaa, \n[8]...\| And now flirt with the role not of liberator, but conqueror...","Nos llevaste a una guerra contra Sayunaa, \n[8]...\| Y ahora no coqueteas con la idea de liberar, sino la de conquistar..."
"It may have been in a former life, but I still remember. I still hear the sound of Casamir's guns as they tore my body to shreds.\! I still remember the roars of the crowd, cheering the execution of a traitor - my last sense before everything went black.\! ...And yet, I stand before you by the will of Donar. Perhaps the real \n[8] is still dead?\! What do you think, Lysander? Am I just some kind of divine artifice, a weapon sent to right Tahnra's wrongs?\! These questions torture me... every day. I have no other purpose than this, Lysander.","Puede que ocurriera en una vida anterior, pero todavía lo recuerdo. Todavía oigo el sonido de las armas de Casamir destrozando mi cuerpo.\! Todavía recuerdo los gritos de una multitud entusiasmada por la ejecución de un traidor. Eso fue lo último que oí antes de que todo se volviera de color negro.\! Sin embargo, ahora estoy delante de ti por voluntad de Donar. ¿Crees que \n[8] sigue en su tumba?\! ¿Tú qué opinas, Lysander? ¿Crees que soy algún tipo de artificio divino, un arma enviada para enmendar los errores de Tahnra?\! Estas preguntas me torturan a diario. Este es mi único propósito, Lysander."
"You swore to be my right hand. But it seems now, you would feel more at peace if you resigned from the Nephilim Army.",Juraste ser mi mano derecha. Pero ahora parece que estarías más a gusto si renunciaras al Ejército Nefilim.
...\| Is that what you want?,...\| ¿Es eso lo que quieres?
"Please, I know you better than that. You choose your own path.","Por favor, te conozco bien. Uno elige su propio camino."
"...Casamir must be destroyed, for the good of Tahnra. Only you have the power to do so...","Casamir debe ser destruido, por el bien de Tahnra. Solo tú tienes el poder necesario para conseguirlo."
"Let us put an end to this war together, \n[8]...","Pongamos fin a esta guerra juntos, \n[8]..."
We will. Just hold out a little longer...,Lo conseguiremos. Aguanta un poco más.
