ENGLISH,ENGLISH
Beatrix... I have so much to ask you.,Beatrix... tengo muchas cosas que preguntarte.
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!","Adelante, \n[8], pregunta sin miedo.\! Mientras no me aburra, te responderé.\! Tu belleza ayuda. ¡No dejes que alguien te diga que no importa!"
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?",¿Eres de la familia Pendergast?\! ¿Como Edmund Pendergast? ¿El hombre más rico del mundo?
"Yes indeed, the very same.","Sí, así es."
You must stand to inherit untold riches.,Vas a heredar riquezas incalculables.
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.","Bueno, me merezco todas las riquezas del mundo...,\| pero eso no significa que ese anciano vaya a dejarme toda su fortuna. \!Tiene un ejército de aduladores deseosos de quedarse con un pellizco de su imperio.\! Ya veremos qué pasa cuando ese frío corazón deje de latir."
"...Not the closest with your father, huh?","No estás muy unida a tu padre, ¿verdad?"
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.","Vaya,\! ¿cómo te has dado cuenta? ¡Ja, ja!\! No, no estamos muy unidos. Puede que algún día te cuente por qué."
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,No te preocupes. Me pregunto cómo consiguió Pendergast amasar tanta riqueza.\! Casi me parece injusto.
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?","Cuando el león mata a la gacela, ¿prefieres lamentar la injusticia de la naturaleza o intentar ser el león?\! ¿Sabes algo sobre la Crisis de Etérium?"
"I like to say I'm a history nerd, so yes.","Me gusta decir que me apasiona la historia, de modo que sí."
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.","Vaya, sabelotodo, estás de enhorabuena.\! Pendergast siempre ha estado ahí, pero tras la destrucción causada por la Crisis de Etérium, se las arregló para comprar todos los inmuebles a un precio rebajado.\! Además, financió los esfuerzos de reconstrucción de costa a costa.\! Este tipo de cosas son muy rentables.\!. Los banqueros gobiernan el mundo, sin necesidad de blandir ninguna espada.\! Esperan unas generaciones, invierten los beneficios y ya pueden controlar a todo aquel que puedan comprar.\! Vaya, ahora que lo dices, sí que parece bastante injusto."
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?","¿Y qué te ha llevado a seguir este camino, en lugar de heredar su fortuna?"
...And what path would that be?,¿De qué camino me estás hablando?
I guess I don't know that one either.,Supongo que yo tampoco lo sé.
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?","Debo confesar... que a veces me siento como una extraterrestre que vive entre humanos.\! Vuestras costumbres y placeres terrenales me aburren.\! Lo que realmente me apasiona es ver qué tipo de desbarajuste puedo causar.\! Ahora mismo, esto hace que esté en tu bando.\! Pero más adelante, si se terciara, vete tú a saber. Podría convertirme en tu mayor rival si eso me divirtiera.\! ¿Te inquieta lo que estoy diciendo?"
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.","Sí, un poco.\! Pero se me da mejor juzgar a las personas de lo que crees.\! Si realmente creyera que vas a darnos de lado, te lo diría.\! Pero no es lo que siento."
Awww... so trusting. Easier to devour when I'm good and ready.,"¡Oohh, qué dulce! Me resultará más sencillo devorarte llegado el momento."
"Beatrix, you are a character.","Beatrix, eres todo un personaje."
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?","Y tú has conseguido entretenerme, pero empiezo a sentir algo de aburrimiento.\! ¿Vendrás a visitarme en otro momento?"
Of course. Enjoy!,Por supuesto. ¡Pásalo bien!
