ENGLISH,ENGLISH
Abigayle...\! You have the appearance of one from Sayunaa.,Abigail...\! Tienes pinta de ser de Sayunaa.
"Yep, that's right!",¡Correcto!
But Abigayle is not a Sayunaari name.,Pero Abigail no es un nombre sayunaari.
"My brother and I were born and raised in Veridia!\! You are very studied and worldly, dear Jaromir.","¡Mi hermano y yo nacimos y crecimos en Veridia!\! Eres un hombre astuto y con mucho mundo, mi querido Jaromir."
"Sayunaari history is fascinating to me.\! Such a proud and stalwart culture.\! From the paintings I have seen, you could pass for Soha herself.","La historia de Sayunaa me resulta fascinante.\! Una cultura orgullosa e inquebrantable.\! A juzgar por las pinturas que he visto, podrías hacerte pasar por la mismísima Soha."
"Oh my stars, the infamous queen who nearly destroyed the world?\! Well, the stories say she was beautiful enough to drive most men mad, so perhaps you overestimate me...","Cielo santo, ¿te refieres a la malvada reina que casi acaba con el mundo?\! El caso es que se cuenta que era lo bastante guapa como para volver locos a la mayoría de los hombres, así que quizá me estés sobrevalorando..."
"Ah, but my accounts of the Aetherium Crisis tells a very different story about Soha.\! Perhaps one day, we can explore my estate in Embor, and I can share this with you.","Ah, pues mis relatos sobre la Crisis de Etérium cuentan una historia muy diferente acerca de ella.\! Quizá algún día tengamos la oportunidad de explorar mis tierras en Embor para así compartir todo esto contigo."
"I would like that very much, my dear Jaromir!","¡Me encantaría que así fuera, mi querido Jaromir!"
"The pleasure would be mine, Abigayle.\! We are setting off to battle tomorrow... would you be my company during this evening's meal?","Sería todo un placer, Abigail.\! Mañana partiremos al campo de batalla... ¿Quieres ser mi acompañante para la cena de esta noche?"
Yes... of course!!,"¡Sí, claro!"
